259,11/1/2021,305,0.03, ,0.77, ,113, ,14.9, ,62.4, ,50.1, ,57.7, ,99, ,71, ,92, ,55.3, ,4.8, ,114.9, ,60.4, 
259,11/2/2021,306,0.08, ,0.00, ,293, ,13.1, ,68.6, ,43.9, ,55.8, ,99, ,55, ,86, ,51.7, ,4.2, ,101.5, ,60.0, 
259,11/3/2021,307,0.06, ,0.38, ,151, ,14.8, ,71.4, ,48.8, ,61.5, ,95, ,62, ,79, ,55.0, ,8.9,Y,214.3,Y,59.4, 
259,11/4/2021,308,0.05, ,0.18, ,190, ,13.2, ,63.4, ,45.9, ,56.4, ,99, ,63, ,85, ,52.0, ,6.2, ,148.7, ,60.1, 
259,11/5/2021,309,0.01, ,0.31, ,61, ,12.5, ,54.5, ,47.3, ,51.6, ,99, ,90, ,96, ,50.5, ,5.6, ,134.4, ,58.1, 
259,11/6/2021,310,0.04, ,0.35, ,200, ,11.5, ,59.5, ,41.4, ,50.8, ,99, ,66, ,91, ,48.2, ,4.3, ,104.0, ,57.0, 
259,11/7/2021,311,0.06, ,0.01, ,285, ,9.4, ,61.2, ,38.9, ,46.6, ,99, ,52, ,87, ,43.0, ,4.5, ,108.1, ,55.5, 
259,11/8/2021,312,0.02, ,0.29, ,18, ,10.0, ,55.7, ,48.5, ,51.5, ,99, ,54, ,77, ,44.6, ,16.6,R,399.4,R,53.0,Y
259,11/9/2021,313,0.02, ,0.17, ,124, ,12.4, ,58.9, ,45.6, ,53.2, ,99, ,67, ,90, ,50.3, ,4.7, ,112.5, ,54.1, 
259,11/10/2021,314,0.03, ,0, ,111, ,13.5, ,61.1, ,49.4, ,55.3, ,99, ,73, ,91, ,52.6, ,5.2, ,125.7, ,55.2, 
259,11/11/2021,315,0.06, ,0, ,253, ,16.1, ,67.9, ,54.6, ,59.1, ,99, ,81, ,94, ,57.4, ,3.5, ,83.3, ,58.1, 
259,11/12/2021,316,0.04, ,0.00, ,166, ,15.6, ,65.9, ,50.5, ,58.0, ,99, ,77, ,95, ,56.5, ,2.8, ,67.6, ,58.3, 
259,11/13/2021,317,0.06, ,0, ,250, ,14.7, ,65.8, ,48.1, ,56.1, ,99, ,83, ,95, ,54.8, ,3.5, ,83.3, ,58.3, 
259,11/14/2021,318,0.03, ,0.01, ,161, ,13.3, ,57.0, ,46.7, ,52.3, ,99, ,99, ,100, ,52.2, ,4.2, ,99.9, ,57.6, 
259,11/15/2021,319,0.02, ,0.20, ,93, ,13.5, ,62.1, ,45.0, ,53.5, ,99, ,83, ,96, ,52.5, ,5.1, ,121.5, ,56.9, 
259,11/16/2021,320,0.05, ,0, ,195, ,10.2, ,55.5, ,38.1, ,49.8, ,99, ,72, ,84, ,45.1, ,7.1, ,170.6, ,56.1, 
259,11/17/2021,321,0.05, ,0.00, ,252, ,10.1, ,61.5, ,36.8, ,47.3, ,99, ,65, ,91, ,44.8, ,4.6, ,110.8, ,54.0, 
259,11/18/2021,322,0.02, ,0.05, ,73, ,10.8, ,60.2, ,40.9, ,51.7, ,99, ,62, ,82, ,46.5, ,5.9, ,142.7, ,53.6, 
259,11/19/2021,323,0.02, ,0.03, ,102, ,11.4, ,54.5, ,38.1, ,49.7, ,99, ,80, ,94, ,48.0, ,6.2, ,149.1, ,54.1, 
259,11/20/2021,324,0.05, ,0.01, ,237, ,10.0, ,58.9, ,38.6, ,46.6, ,99, ,73, ,93, ,44.6, ,4.4, ,106.1, ,52.8, 
259,11/21/2021,325,0.06, ,0.00, ,251, ,9.3, ,61.3, ,36.7, ,46.8, ,99, ,58, ,85, ,42.7, ,5.7, ,135.7, ,51.6, 
259,11/22/2021,326,0.06, ,0, ,246, ,9.7, ,69.1, ,37.4, ,48.2, ,99, ,49, ,85, ,43.9, ,5.6, ,135.0, ,51.0, 
259,11/23/2021,327,0.05, ,0.01, ,224, ,10.6, ,55.5, ,41.8, ,49.7, ,100, ,72, ,87, ,46.0, ,6.4, ,153.9, ,51.7, 
259,11/24/2021,328,0.05, ,0, ,223, ,8.6, ,58.4, ,32.9, ,43.1, ,99, ,62, ,91, ,40.5, ,3.8, ,90.7, ,50.9, 
259,11/25/2021,329,0.04, ,0.00, ,190, ,9.8, ,60.2, ,33.8, ,46.6, ,100, ,70, ,91, ,43.9, ,3.6, ,85.8, ,49.9,Y
259,11/26/2021,330,0.04, ,0, ,178, ,10.0, ,60.8, ,38.9, ,48.1, ,99, ,58, ,87, ,44.5, ,3.8, ,91.2, ,50.4, 
259,11/27/2021,331,0.04, ,0, ,183, ,12.3, ,65.9, ,46.1, ,52.1, ,99, ,74, ,92, ,50.0, ,3.9, ,93.7, ,51.5, 
259,11/28/2021,332,0.01, ,0.01, ,82, ,12.9, ,54.9, ,48.6, ,51.5, ,99, ,99, ,99, ,51.3, ,3.4, ,82.5, ,52.6, 
259,11/29/2021,333,0.03, ,0.01, ,157, ,12.2, ,57.6, ,47.8, ,50.1, ,99, ,94, ,99, ,49.9, ,3.6, ,85.6, ,53.3, 
259,11/30/2021,334,0.04, ,0, ,203, ,12.2, ,58.4, ,46.1, ,50.7, ,99, ,79, ,97, ,49.7, ,4.4, ,104.9, ,53.6, 
