199,11/1/2021,305,0.07, ,0, ,246, ,4.0, ,61.7, ,27.9, ,45.8, ,69, ,20, ,38, ,21.8, ,2.1, ,50.3, ,48.0, 
199,11/2/2021,306,0.10, ,0, ,382, ,4.7, ,69.0, ,29.3, ,45.0, ,66, ,19, ,46, ,25.4, ,1.8, ,43.3, ,47.8, 
199,11/3/2021,307,0.10, ,0, ,379, ,4.9, ,63.5, ,30.6, ,44.9, ,77, ,23, ,48, ,26.5, ,2.4, ,57.6, ,48.1, 
199,11/4/2021,308,0.10, ,0, ,375, ,5.2, ,72.6, ,28.0, ,46.6, ,85, ,19, ,48, ,28.2, ,1.9, ,46.2, ,48.3, 
199,11/5/2021,309,0.10, ,0, ,383, ,4.1, ,74.0, ,25.1, ,45.3, ,69, ,6, ,40, ,22.4, ,2.3, ,55.0, ,47.9, 
199,11/6/2021,310,0.10, ,0, ,380, ,3.7, ,66.9, ,29.4, ,45.3, ,68, ,10, ,36, ,19.9, ,2.3, ,54.7, ,47.7, 
199,11/7/2021,311,0.10, ,0, ,358, ,2.9, ,63.3, ,25.0, ,44.1, ,56, ,9, ,29, ,14.1, ,2.9, ,69.2, ,46.5, 
199,11/8/2021,312,0.10, ,0, ,371, ,3.5, ,61.4, ,28.7, ,46.9, ,71, ,9, ,32, ,18.7, ,2.9, ,70.6, ,47.1, 
199,11/9/2021,313,0.09, ,0, ,352, ,5.3, ,56.9, ,37.1, ,46.4, ,76, ,31, ,49, ,28.4, ,3.5, ,83.9, ,47.6, 
199,11/10/2021,314,0.09, ,0, ,344, ,4.3, ,64.5, ,35.7, ,48.6, ,77, ,19, ,37, ,23.5, ,3.2, ,76.1, ,49.2, 
199,11/11/2021,315,0.10, ,0, ,364, ,5.1, ,61.5, ,33.7, ,45.6, ,78, ,25, ,49, ,27.7, ,4.0, ,96.7, ,48.0, 
199,11/12/2021,316,0.09, ,0, ,362, ,4.3, ,63.3, ,31.1, ,45.9, ,75, ,23, ,41, ,23.7, ,3.5, ,82.8, ,48.2, 
199,11/13/2021,317,0.09, ,0, ,364, ,3.0, ,65.7, ,26.2, ,43.0, ,52, ,14, ,32, ,14.9, ,2.4, ,57.3, ,47.2, 
199,11/14/2021,318,0.09, ,0, ,362, ,3.4, ,72.9, ,25.2, ,44.4, ,59, ,13, ,34, ,17.7, ,2.2, ,53.3, ,46.9, 
199,11/15/2021,319,0.09, ,0, ,362, ,3.2, ,70.1, ,23.3, ,44.0, ,56, ,14, ,33, ,16.6, ,2.2, ,53.5, ,46.8, 
199,11/16/2021,320,0.07, ,0, ,290, ,3.6, ,65.9, ,29.0, ,43.6, ,55, ,13, ,37, ,19.1, ,2.0, ,47.3, ,46.4, 
199,11/17/2021,321,0.07, ,0.01, ,316, ,4.0, ,59.8, ,25.3, ,39.4, ,75, ,26, ,48, ,21.5, ,2.2, ,52.8, ,45.9, 
199,11/18/2021,322,0.07, ,0, ,303, ,3.9, ,59.4, ,22.7, ,39.0, ,73, ,24, ,48, ,20.9, ,2.0, ,49.2, ,44.4, 
199,11/19/2021,323,0.08, ,0.03, ,309, ,3.0, ,61.3, ,28.0, ,41.1, ,65, ,15, ,34, ,15.2, ,2.3, ,55.3, ,44.0, 
199,11/20/2021,324,0.08, ,0, ,322, ,3.4, ,59.0, ,25.6, ,40.0, ,56, ,28, ,40, ,17.7, ,2.9, ,68.4, ,43.3, 
199,11/21/2021,325,0.08, ,0, ,346, ,2.9, ,53.7, ,23.0, ,35.9, ,71, ,17, ,40, ,14.3, ,3.5, ,84.3, ,42.5, 
199,11/22/2021,326,0.07, ,0, ,314, ,2.8, ,63.9, ,19.4, ,40.1, ,55, ,16, ,34, ,13.9, ,2.1, ,50.5, ,41.3, 
199,11/23/2021,327,0.08, ,0.02,H,322, ,3.2, ,54.9, ,25.1, ,43.9, ,62, ,25, ,33, ,16.7, ,2.9, ,68.6, ,44.1, 
199,11/24/2021,328,0.07, ,0, ,335, ,2.1, ,46.3, ,22.5, ,33.4, ,54, ,22, ,33, ,7.3, ,4.3, ,103.7, ,41.4, 
199,11/25/2021,329,0.07, ,0, ,338, ,1.3, ,43.8, ,18.3, ,31.3, ,31, ,11, ,23, ,-2.5, ,5.6, ,134.0, ,39.1, 
199,11/26/2021,330,0.07, ,0, ,322, ,1.1, ,55.4, ,18.5, ,34.4, ,37, ,4, ,16, ,-6.6, ,2.6, ,63.5, ,38.1, 
199,11/27/2021,331,0.08, ,0.01, ,320, ,2.3, ,62.3, ,23.2, ,39.9, ,64, ,9, ,27, ,9.0, ,2.3, ,55.4, ,39.3, 
199,11/28/2021,332,0.08, ,0, ,318, ,3.1, ,63.2, ,27.1, ,41.4, ,67, ,14, ,35, ,16.1, ,2.3, ,56.2, ,41.0, 
199,11/29/2021,333,0.07, ,0, ,319, ,3.3, ,64.9, ,23.7, ,40.2, ,64, ,17, ,39, ,17.3, ,2.2, ,52.9, ,41.6, 
199,11/30/2021,334,0.08, ,0, ,320, ,3.1, ,59.3, ,24.4, ,40.0, ,64, ,20, ,37, ,16.2, ,3.1, ,75.6, ,41.3, 
