163,11/1/2021,305,0.03, ,0, ,135, ,12.6, ,63.6, ,48.1, ,55.5, ,94, ,69, ,84, ,50.8, ,2.5, ,60.4, ,--,S
163,11/2/2021,306,0.09, ,0, ,311, ,14.0, ,74.6, ,46.7, ,58.7, ,97, ,60, ,83, ,53.5, ,2.1, ,50.3, ,--,S
163,11/3/2021,307,0.09, ,0, ,297, ,14.3,Y,77.1, ,49.7, ,61.8, ,99, ,48, ,76,Y,54.2,Y,2.8, ,68.1, ,--,S
163,11/4/2021,308,0.09, ,0.00, ,294, ,13.3, ,76.0, ,44.7, ,59.1, ,98, ,52, ,78, ,52.2, ,2.8, ,67.8, ,--,S
163,11/5/2021,309,0.10, ,0.02, ,314, ,11.9, ,74.9, ,46.8, ,58.5, ,97, ,39, ,71, ,49.1, ,2.6, ,63.5, ,--,S
163,11/6/2021,310,0.09, ,0.01, ,293, ,10.9, ,70.8, ,39.0, ,55.1, ,97, ,48, ,74, ,46.8, ,2.6, ,62.4, ,--,S
163,11/7/2021,311,0.09, ,0, ,274, ,8.9, ,65.5, ,41.5, ,54.0, ,89, ,37, ,62, ,41.4, ,3.2, ,76.8, ,--,S
163,11/8/2021,312,0.09, ,0, ,286, ,8.8, ,70.4, ,38.0, ,52.9, ,86, ,36, ,64, ,41.3, ,2.9, ,70.3, ,--,S
163,11/9/2021,313,0.03, ,0.08, ,128, ,13.5, ,65.7, ,47.5, ,56.6, ,97, ,56, ,86, ,52.5, ,3.7, ,89.2, ,--,S
163,11/10/2021,314,0.07, ,0, ,246, ,13.2, ,68.2, ,53.3,Y,59.4, ,98, ,54, ,76, ,51.9, ,3.8, ,92.3, ,--,S
163,11/11/2021,315,0.08, ,0, ,290, ,12.3, ,69.6, ,51.6,Y,59.3, ,88, ,54, ,71, ,49.9, ,3.4, ,82.0, ,--,S
163,11/12/2021,316,0.10, ,0, ,292, ,11.8, ,79.7, ,41.3, ,59.5, ,97, ,37, ,68, ,48.9, ,2.9, ,69.2, ,--,S
163,11/13/2021,317,0.10, ,0, ,286, ,11.7, ,79.5, ,43.3, ,59.8, ,97, ,35, ,67, ,48.7, ,2.9, ,69.7, ,--,S
163,11/14/2021,318,0.08, ,0, ,287, ,10.8, ,83.2, ,37.6, ,54.8, ,97, ,36, ,74, ,46.6, ,1.6, ,39.3, ,--,S
163,11/15/2021,319,0.08, ,0, ,252, ,9.6, ,83.4, ,36.8, ,54.7, ,97, ,23, ,65, ,43.3, ,1.6, ,39.0, ,--,S
163,11/16/2021,320,0.08, ,0, ,269, ,9.9, ,75.2, ,41.7, ,55.0, ,91, ,32, ,67, ,44.3, ,2.2, ,52.5, ,--,S
163,11/17/2021,321,0.06, ,0, ,247, ,10.6, ,71.0, ,40.9, ,52.2, ,97, ,45, ,80, ,46.1, ,1.8, ,42.2, ,--,S
163,11/18/2021,322,0.06, ,0, ,241, ,10.0, ,72.9, ,36.8, ,50.9, ,97, ,37, ,79, ,44.6, ,1.8, ,43.5, ,--,S
163,11/19/2021,323,0.04, ,0.02, ,157, ,11.2, ,67.3, ,42.3, ,51.9, ,99, ,52, ,85, ,47.6, ,1.9, ,46.3, ,--,S
163,11/20/2021,324,0.06, ,0.01, ,226, ,12.1, ,63.8, ,45.8, ,55.4, ,99, ,64, ,81, ,49.7, ,3.5, ,85.0, ,--,S
163,11/21/2021,325,0.08, ,0, ,259, ,9.9, ,77.9, ,41.2, ,54.9, ,95, ,23, ,68, ,44.4, ,3.1, ,75.5, ,--,S
163,11/22/2021,326,0.07, ,0, ,254, ,8.4, ,71.6, ,29.6, ,47.5, ,96, ,39, ,75, ,40.0, ,1.7, ,40.6, ,--,S
163,11/23/2021,327,0.08, ,0, ,268, ,6.9, ,71.5, ,30.0, ,48.9, ,97, ,23, ,58, ,34.9, ,2.3, ,55.6, ,--,S
163,11/24/2021,328,0.08, ,0, ,273, ,6.1, ,66.8, ,33.0, ,48.0, ,95, ,22, ,54, ,32.0, ,2.7, ,64.3, ,--,S
163,11/25/2021,329,0.08, ,0, ,274, ,5.3, ,71.9, ,24.3, ,44.7, ,92, ,20, ,53, ,28.5, ,2.0, ,47.5, ,--,S
163,11/26/2021,330,0.06, ,0, ,219, ,5.4, ,70.5, ,25.2, ,44.2, ,89, ,19, ,55, ,28.9, ,1.9, ,45.0, ,--,S
163,11/27/2021,331,0.07, ,0, ,253, ,5.9, ,77.1, ,27.4, ,47.8, ,90, ,22, ,52, ,31.2, ,1.8, ,44.1, ,--,S
163,11/28/2021,332,0.07, ,0, ,255, ,5.9, ,77.6, ,31.0, ,49.2, ,87, ,16, ,50, ,31.2, ,1.6, ,37.8, ,--,S
163,11/29/2021,333,0.08, ,0, ,252, ,6.4, ,78.9,Y,29.8, ,50.4, ,90, ,19, ,51, ,33.2, ,2.0, ,48.0, ,--,S
163,11/30/2021,334,0.08, ,0.02, ,249, ,6.9, ,79.8,Y,31.7, ,52.1, ,89, ,16, ,52, ,35.1, ,2.2, ,52.2, ,--,S
