184,11/1/2021,305,0.08, ,0, ,282, ,15.6, ,70.1, ,54.5, ,61.1, ,96, ,68, ,85, ,56.5, ,4.2, ,101.6, ,66.9, 
184,11/2/2021,306,0.09, ,0, ,341, ,15.3, ,66.8, ,55.6, ,61.0, ,94, ,70, ,84, ,56.0, ,4.7, ,112.0, ,66.5, 
184,11/3/2021,307,0.09, ,0.00, ,351, ,15.7, ,70.3, ,53.9, ,60.0, ,100, ,66, ,89, ,56.6, ,3.1, ,75.6, ,66.1, 
184,11/4/2021,308,0.09, ,0.01, ,342, ,15.9, ,69.4, ,55.1, ,60.5, ,100, ,69, ,89, ,57.1, ,3.1, ,74.9, ,66.5, 
184,11/5/2021,309,0.08, ,0, ,313, ,15.9, ,70.0, ,55.1, ,59.4, ,100, ,68, ,92, ,57.1, ,3.0, ,71.6, ,66.6, 
184,11/6/2021,310,0.07, ,0, ,293, ,15.4, ,67.6, ,56.4, ,60.0, ,100, ,70, ,87, ,56.1, ,3.0, ,71.1, ,66.4, 
184,11/7/2021,311,0.09, ,0, ,341, ,14.4, ,70.6, ,55.2, ,60.1, ,93, ,65, ,81, ,54.4, ,3.0, ,71.3, ,66.4, 
184,11/8/2021,312,0.09, ,0, ,349, ,14.3, ,65.9, ,54.1, ,59.5, ,93, ,71, ,82, ,54.2, ,2.9, ,68.9, ,66.4, 
184,11/9/2021,313,0.10, ,0.00, ,353, ,14.4, ,68.4, ,53.7, ,60.7, ,94, ,62, ,80, ,54.3, ,4.3, ,103.9, ,65.8, 
184,11/10/2021,314,0.09,R,0, ,330, ,15.3, ,69.9, ,57.0, ,62.7, ,92, ,65, ,79, ,56.1, ,3.5, ,84.9, ,66.2, 
184,11/11/2021,315,0.15, ,0, ,364, ,10.2, ,84.0, ,56.7, ,71.1, ,92, ,23, ,39, ,45.0, ,4.0, ,97.0, ,66.2, 
184,11/12/2021,316,0.15, ,0, ,366, ,8.1, ,89.1,Y,60.9, ,74.3,Y,42, ,18, ,28,Y,39.2,Y,3.4, ,82.8, ,66.6, 
184,11/13/2021,317,0.13, ,0, ,363, ,8.2, ,84.1, ,62.9, ,71.8,Y,46, ,21, ,31,Y,39.5,Y,2.7, ,64.9, ,66.9, 
184,11/14/2021,318,0.13, ,0, ,364, ,8.8, ,86.3, ,60.7, ,70.6, ,73, ,18, ,34, ,41.2, ,2.9, ,69.8, ,66.5, 
184,11/15/2021,319,0.11, ,0, ,361, ,11.0, ,79.9, ,55.5, ,65.7, ,100, ,21, ,51, ,46.9, ,2.9, ,68.8, ,66.0, 
184,11/16/2021,320,0.06, ,0.00, ,267, ,14.5, ,64.9, ,52.1, ,57.8, ,100, ,71, ,89, ,54.6, ,3.0, ,71.5, ,65.5, 
184,11/17/2021,321,0.08, ,0, ,326, ,14.2, ,67.5, ,54.7, ,60.2, ,94, ,65, ,80, ,53.9, ,3.0, ,70.9, ,65.3, 
184,11/18/2021,322,0.05, ,0, ,222, ,14.9, ,65.8, ,52.1, ,58.2, ,100, ,73, ,90, ,55.2, ,3.8, ,90.5, ,64.7, 
184,11/19/2021,323,0.06, ,0, ,241, ,14.7, ,65.6, ,55.0, ,59.4, ,97, ,71, ,85, ,54.8, ,3.5, ,83.2, ,64.5, 
184,11/20/2021,324,0.06,R,0, ,235, ,14.2, ,66.0, ,56.1, ,59.1, ,92, ,68, ,83, ,53.9, ,3.2, ,75.7, ,64.4, 
184,11/21/2021,325,0.12,R,0, ,318, ,10.5, ,83.0, ,50.7, ,66.8, ,100, ,18, ,47, ,45.9, ,2.5, ,60.5, ,64.0, 
184,11/22/2021,326,0.11, ,0, ,241, ,5.8, ,84.0, ,57.2, ,68.0, ,45, ,14, ,25, ,30.9, ,3.1, ,75.0, ,63.4, 
184,11/23/2021,327,0.05, ,0, ,173, ,12.4, ,67.2, ,55.0, ,60.7, ,99, ,41, ,69, ,50.3, ,2.6, ,61.7, ,63.0, 
184,11/24/2021,328,0.08, ,0.00, ,316, ,13.4, ,68.2, ,51.6, ,59.7, ,94, ,58, ,77, ,52.4, ,3.1, ,75.5, ,62.8, 
184,11/25/2021,329,0.14, ,0, ,333, ,3.9, ,76.9, ,46.1, ,62.8, ,55, ,9, ,20, ,21.4, ,4.8, ,114.1, ,61.8, 
184,11/26/2021,330,0.13, ,0, ,333, ,4.9, ,79.2, ,49.8, ,63.5, ,42, ,12, ,24, ,26.4, ,3.7, ,90.0, ,60.9, 
184,11/27/2021,331,0.10, ,0, ,332, ,6.9, ,76.7, ,51.1, ,62.0, ,74, ,14, ,36, ,35.0, ,2.9, ,68.7, ,60.6, 
184,11/28/2021,332,0.10, ,0, ,329, ,8.1, ,81.3, ,49.6, ,62.7, ,99, ,14, ,41, ,39.0, ,3.0, ,72.3, ,60.4, 
184,11/29/2021,333,0.09, ,0, ,324, ,10.4, ,80.4, ,49.3, ,61.8, ,100, ,16, ,55, ,45.6, ,2.6, ,61.7, ,60.5, 
184,11/30/2021,334,0.07, ,0, ,304, ,14.5, ,67.8, ,52.8, ,58.5, ,100, ,60, ,87, ,54.5, ,2.4, ,57.9, ,61.5, 
