12,11/1/2021,305,0.01, ,0.00, ,72, ,15.0, ,64.0, ,53.7, ,58.3, ,99, ,76, ,90, ,55.3, ,3.2, ,77.8, ,60.4, 
12,11/2/2021,306,0.07, ,0.00, ,276, ,15.2, ,70.5, ,52.9, ,59.7, ,99, ,63, ,87, ,55.7, ,2.0, ,49.1, ,60.8, 
12,11/3/2021,307,0.07, ,0.00, ,279, ,14.3, ,70.4, ,46.0, ,58.6, ,99, ,63, ,85, ,54.1, ,2.4, ,57.1, ,60.5, 
12,11/4/2021,308,0.08, ,0.05, ,274, ,14.4, ,69.3, ,46.2, ,59.7, ,99, ,55, ,82, ,54.2, ,4.2, ,100.0, ,61.2, 
12,11/5/2021,309,0.03,R,0.00, ,156, ,11.9, ,62.3, ,41.7, ,51.8, ,100, ,66, ,91, ,49.1, ,1.4, ,33.4, ,59.6, 
12,11/6/2021,310,0.00, ,0.05, ,67, ,12.4, ,58.2, ,42.8, ,51.0, ,99, ,83, ,97, ,50.2, ,1.5, ,36.5, ,58.8, 
12,11/7/2021,311,0.07, ,0, ,287, ,8.0, ,62.3, ,37.3, ,47.0, ,97, ,35, ,73, ,38.9, ,3.3, ,79.1, ,57.3, 
12,11/8/2021,312,0.05, ,0.41, ,212, ,9.7, ,58.8, ,33.9, ,48.2, ,99, ,53, ,84, ,43.6, ,2.4, ,56.8, ,55.6, 
12,11/9/2021,313,0.00, ,0.28, ,34, ,13.6, ,57.5, ,50.8, ,54.5, ,99, ,87, ,94, ,52.8, ,4.4, ,105.1, ,56.1, 
12,11/10/2021,314,0.05, ,0, ,217, ,14.2, ,66.9, ,49.5, ,56.7, ,99, ,68, ,90, ,53.9, ,2.2, ,52.0, ,57.4, 
12,11/11/2021,315,0.06, ,0.00, ,259, ,13.5, ,73.2, ,46.4, ,56.7, ,99, ,56, ,86, ,52.5, ,2.1, ,50.8, ,57.5, 
12,11/12/2021,316,0.02,R,0.01, ,122, ,13.3, ,60.7, ,44.3, ,52.4, ,99, ,88, ,99, ,52.1, ,1.6, ,39.1, ,57.0, 
12,11/13/2021,317,0.01, ,0.01, ,98, ,12.7, ,55.0, ,45.0, ,51.0, ,99, ,99, ,100, ,50.9, ,1.5, ,35.4, ,57.7, 
12,11/14/2021,318,0.01, ,0.01, ,84, ,13.3, ,55.2, ,46.4, ,52.4, ,99, ,99, ,99, ,52.2, ,1.8, ,42.3, ,57.3, 
12,11/15/2021,319,0.00, ,0.01, ,46, ,13.3, ,53.7, ,50.6, ,52.3, ,99, ,99, ,99, ,52.2, ,2.0, ,48.2, ,57.8, 
12,11/16/2021,320,0.05, ,0, ,192, ,11.7, ,66.4, ,42.7, ,53.8, ,99, ,43, ,83, ,48.6, ,2.9, ,69.8, ,58.0, 
12,11/17/2021,321,0.04, ,0.00, ,212, ,11.2, ,59.9, ,40.5, ,49.7, ,99, ,68, ,93, ,47.6, ,1.9, ,45.9, ,56.9, 
12,11/18/2021,322,0.01, ,0, ,74, ,11.6, ,56.2, ,41.0, ,49.1, ,99, ,85, ,98, ,48.6, ,1.9, ,45.5, ,55.7, 
12,11/19/2021,323,0.02, ,0.07, ,107, ,12.9, ,58.8, ,48.4, ,53.6, ,99, ,75, ,92, ,51.3, ,3.1, ,74.2, ,56.4, 
12,11/20/2021,324,0.08, ,0, ,250, ,8.6, ,67.2, ,44.5, ,53.9, ,98, ,35, ,61, ,40.6, ,5.8, ,138.8, ,56.0, 
12,11/21/2021,325,0.06, ,0, ,248, ,8.7, ,69.4, ,37.8, ,49.7, ,99, ,35, ,72, ,40.9, ,2.7, ,63.7, ,54.8, 
12,11/22/2021,326,0.05, ,0.01, ,244, ,9.0, ,63.5, ,31.9, ,45.6, ,100, ,48, ,87, ,41.9, ,1.7, ,41.3, ,53.3, 
12,11/23/2021,327,0.08, ,0, ,209, ,8.2, ,64.0, ,37.2, ,51.1, ,99, ,34, ,64, ,39.3, ,4.3, ,103.6, ,52.8, 
12,11/24/2021,328,0.10, ,0, ,239, ,5.9, ,64.6, ,37.1, ,51.7, ,86, ,28, ,45, ,31.3, ,6.1, ,145.3, ,52.6, 
12,11/25/2021,329,0.05, ,0, ,219, ,8.6, ,62.2, ,31.1, ,44.5, ,100, ,56, ,86, ,40.7, ,1.7, ,40.6, ,51.5, 
12,11/26/2021,330,0.05, ,0, ,217, ,9.6, ,64.9, ,35.5, ,49.1, ,99, ,47, ,80, ,43.4, ,1.9, ,44.5, ,51.6, 
12,11/27/2021,331,0.05, ,0.00, ,210, ,10.1, ,64.5, ,38.3, ,49.7, ,99, ,54, ,83, ,44.8, ,1.7, ,40.0, ,51.9, 
12,11/28/2021,332,0.05, ,0.00, ,218, ,10.4, ,71.4, ,38.4, ,50.7, ,99, ,48, ,82, ,45.5, ,2.0, ,47.5, ,51.8, 
12,11/29/2021,333,0.05, ,0.00, ,222, ,10.5, ,71.9, ,37.6, ,50.1, ,100, ,50, ,85, ,45.9, ,1.9, ,45.6, ,51.7, 
12,11/30/2021,334,0.05, ,0.01, ,214, ,10.6, ,69.4, ,37.5, ,49.3, ,100, ,54, ,88, ,46.0, ,1.7, ,41.7, ,51.5, 
