264,11/1/2021,305,0.03, ,0, ,86, ,7.9, ,54.1, ,40.0, ,45.3, ,92, ,53, ,77, ,38.4, ,4.7, ,113.0, ,47.6, 
264,11/2/2021,306,0.07, ,0, ,286, ,8.1, ,62.1, ,33.7, ,45.6, ,99, ,51, ,78, ,39.1, ,3.3, ,79.2, ,48.2, 
264,11/3/2021,307,0.08, ,0, ,294, ,7.9, ,68.7, ,30.0, ,46.3, ,100, ,40, ,73, ,38.3, ,3.4, ,81.4, ,48.7, 
264,11/4/2021,308,0.11, ,0, ,289, ,6.4, ,59.8, ,25.9, ,48.1, ,95, ,31, ,56, ,33.0, ,8.5,Y,204.8,Y,49.2, 
264,11/5/2021,309,0.12, ,0, ,268, ,3.6, ,63.2, ,20.9, ,41.8, ,97, ,12, ,40, ,19.6, ,6.9, ,165.0, ,46.4, 
264,11/6/2021,310,0.04, ,0.02, ,108, ,6.4, ,49.3, ,37.2, ,42.6, ,88, ,34, ,69, ,33.1, ,7.5, ,180.1, ,46.1, 
264,11/7/2021,311,0.07, ,0, ,304, ,4.7, ,50.1, ,22.5, ,35.3, ,96, ,30, ,67, ,25.5, ,4.3, ,102.9, ,44.8, 
264,11/8/2021,312,0.08, ,0, ,276, ,4.3, ,55.3, ,22.0, ,38.7, ,95, ,18, ,54, ,23.7, ,5.3, ,127.8, ,43.6, 
264,11/9/2021,313,0.05, ,0.23, ,174, ,8.1, ,53.3, ,35.8, ,45.1, ,89, ,65, ,79, ,39.1, ,9.7,R,232.4,R,44.9, 
264,11/10/2021,314,0.05, ,0, ,202, ,7.8, ,57.1, ,31.5, ,45.1, ,99, ,51, ,77, ,38.2, ,3.7, ,88.4, ,45.7, 
264,11/11/2021,315,0.06, ,0, ,254, ,7.5, ,66.6, ,28.6, ,41.6, ,99, ,42, ,84, ,37.1, ,2.2, ,53.8, ,45.3, 
264,11/12/2021,316,0.06, ,0.00, ,279, ,6.9, ,65.2, ,26.4, ,40.8, ,100, ,38, ,79, ,34.9, ,2.0, ,46.8, ,45.5, 
264,11/13/2021,317,0.06, ,0, ,275, ,7.0, ,64.6, ,24.8, ,40.9, ,100, ,44, ,81, ,35.4, ,2.2, ,52.0, ,45.3, 
264,11/14/2021,318,0.06, ,0, ,250, ,7.4, ,68.3, ,27.2, ,42.9, ,100, ,34, ,78, ,36.6, ,2.0, ,47.9, ,45.4, 
264,11/15/2021,319,0.06, ,0, ,141, ,6.2, ,64.5, ,28.9, ,45.1, ,100, ,26, ,61, ,32.5, ,5.6, ,133.5, ,44.8, 
264,11/16/2021,320,0.08, ,0, ,259, ,5.8, ,60.3, ,31.7, ,46.2, ,79, ,40, ,55, ,30.8, ,5.9, ,140.5, ,45.9, 
264,11/17/2021,321,0.10, ,0, ,269, ,4.2, ,52.0, ,24.3, ,38.4, ,93, ,35, ,53, ,22.8, ,10.8,Y,260.3,Y,44.2, 
264,11/18/2021,322,0.06, ,0, ,150, ,4.9, ,62.1, ,23.1, ,39.5, ,97, ,26, ,60, ,26.8, ,5.2, ,125.1, ,42.3, 
264,11/19/2021,323,0.04, ,0.01, ,149, ,7.8, ,54.8, ,33.2, ,44.3, ,99, ,56, ,79, ,38.0, ,6.0, ,143.4, ,43.6, 
264,11/20/2021,324,0.07, ,0, ,261, ,5.7, ,49.6, ,29.1, ,38.6, ,95, ,50, ,72, ,30.3, ,8.1, ,193.5, ,43.2, 
264,11/21/2021,325,0.09, ,0, ,265, ,4.8, ,52.5, ,21.7, ,38.0, ,96, ,41, ,62, ,26.2, ,10.7,Y,256.5,Y,41.8, 
264,11/22/2021,326,0.05, ,0, ,258, ,4.2, ,56.7, ,15.9, ,30.5, ,99, ,32, ,74, ,23.2, ,2.0, ,48.5, ,40.3, 
264,11/23/2021,327,0.08, ,0, ,244, ,3.8, ,53.2, ,17.5, ,37.4, ,89, ,30, ,50, ,20.3, ,6.9, ,166.8, ,39.5, 
264,11/24/2021,328,0.09, ,0, ,256, ,3.3, ,46.1, ,21.2, ,33.4, ,72, ,30, ,51, ,17.2, ,12.4,Y,297.2,Y,38.7, 
264,11/25/2021,329,0.05, ,0, ,237, ,3.5, ,51.1, ,15.5, ,30.7, ,91, ,28, ,61, ,18.8, ,2.7, ,65.5, ,37.9, 
264,11/26/2021,330,0.06, ,0, ,235, ,4.2, ,62.5, ,24.0, ,38.2, ,91, ,15, ,54, ,23.2, ,2.8, ,67.5, ,38.8, 
264,11/27/2021,331,0.06, ,0, ,237, ,4.6, ,61.2, ,19.4, ,36.3, ,95, ,25, ,63, ,25.2, ,2.8, ,67.3, ,39.4, 
264,11/28/2021,332,0.05, ,0, ,238, ,5.0, ,64.1,Y,20.7, ,36.8, ,96, ,31, ,68, ,27.3, ,1.8, ,43.6, ,39.4, 
264,11/29/2021,333,0.05, ,0, ,240, ,5.0, ,66.6,Y,19.7, ,36.9, ,99, ,31, ,68, ,27.2, ,2.4, ,58.5, ,39.5, 
264,11/30/2021,334,0.04, ,0, ,207, ,4.9, ,59.4, ,18.1, ,34.3, ,97, ,38, ,73, ,26.7, ,2.5, ,61.0, ,38.9, 
