7,11/1/2021,305,--,N,0, ,155, ,14.3, ,70.2, ,53.2, ,61.2, ,93, ,56, ,78, ,54.2, ,2.4, ,56.9, ,61.4, 
7,11/2/2021,306,--,N,0, ,211, ,16.4,Y,72.8, ,56.3,Y,63.8, ,97, ,59, ,81,Y,57.9,Y,2.6, ,63.5, ,62.5, 
7,11/3/2021,307,--,N,0, ,202, ,15.1, ,72.8, ,51.6, ,61.7, ,98, ,59, ,81, ,55.7, ,2.3, ,55.9, ,61.5, 
7,11/4/2021,308,--,N,0, ,186, ,13.5, ,71.8, ,49.1, ,59.5, ,95, ,58, ,78, ,52.6, ,3.3, ,80.2, ,60.9, 
7,11/5/2021,309,--,N,0, ,193, ,11.9, ,70.1, ,42.9, ,57.3, ,98, ,52, ,74, ,49.1, ,2.3, ,55.0, ,59.3, 
7,11/6/2021,310,--,N,0, ,185, ,11.6, ,69.4, ,46.7, ,57.3, ,94, ,51, ,72, ,48.5, ,2.9, ,70.3, ,58.6, 
7,11/7/2021,311,--,N,0, ,203, ,8.7, ,63.0, ,43.2, ,53.4, ,89, ,40, ,63, ,41.0, ,3.8, ,91.4, ,57.7, 
7,11/8/2021,312,--,N,0.00, ,191, ,8.2, ,67.6, ,36.4, ,55.0, ,80, ,30, ,56, ,39.4, ,3.9, ,92.5, ,55.8, 
7,11/9/2021,313,--,N,0.16, ,133, ,13.4, ,65.8, ,51.3, ,56.7, ,99, ,68, ,85, ,52.4, ,4.4, ,106.4, ,57.3, 
7,11/10/2021,314,--,N,0.00, ,95, ,13.7, ,64.8, ,45.4, ,55.9, ,100, ,71, ,90, ,52.9, ,2.9, ,69.2, ,57.1, 
7,11/11/2021,315,--,N,0, ,131, ,13.7, ,65.9, ,48.0, ,56.3, ,100, ,68, ,88, ,52.9, ,2.2, ,53.7, ,57.1, 
7,11/12/2021,316,--,N,0.00, ,145, ,13.0, ,67.0, ,44.1, ,53.8, ,100, ,69, ,92, ,51.5, ,2.5, ,59.0, ,56.5, 
7,11/13/2021,317,--,N,0.01, ,91, ,13.9, ,59.5, ,44.7, ,53.4, ,100, ,93, ,100, ,53.4, ,1.9, ,46.0, ,56.6, 
7,11/14/2021,318,--,N,0.01, ,127, ,13.4, ,58.6, ,49.9, ,53.0, ,100, ,87, ,97, ,52.3, ,2.3, ,54.9, ,57.8, 
7,11/15/2021,319,--,N,0.00, ,103, ,13.6, ,58.6, ,50.4, ,53.3, ,100, ,91, ,98, ,52.8, ,2.8, ,66.1, ,57.8, 
7,11/16/2021,320,--,N,0, ,51, ,13.6, ,56.7, ,47.5, ,52.9, ,100, ,95, ,99, ,52.7, ,2.2, ,52.0, ,57.7, 
7,11/17/2021,321,--,N,0, ,109, ,12.1, ,61.2, ,43.0, ,52.1, ,100, ,71, ,91, ,49.6, ,2.1, ,50.3, ,57.2, 
7,11/18/2021,322,--,N,0.00, ,161, ,12.1, ,63.8, ,40.4, ,51.7, ,100, ,71, ,93, ,49.7, ,2.1, ,50.3, ,55.9, 
7,11/19/2021,323,--,N,0, ,116, ,13.1, ,68.3, ,48.9, ,57.3, ,100, ,51, ,82, ,51.7, ,2.2, ,52.3, ,56.4, 
7,11/20/2021,324,--,N,0, ,83, ,12.3, ,65.7, ,43.5, ,56.5, ,100, ,53, ,79, ,50.0, ,3.0, ,72.9, ,56.6, 
7,11/21/2021,325,--,N,0, ,107, ,10.2, ,64.5, ,36.7, ,50.3, ,100, ,64, ,82, ,45.2, ,2.2, ,53.0, ,54.3, 
7,11/22/2021,326,--,N,0, ,110, ,10.4, ,66.2, ,37.1, ,50.4, ,100, ,57, ,83, ,45.5, ,2.6, ,63.5, ,53.1, 
7,11/23/2021,327,--,N,0, ,86, ,9.4, ,62.7, ,33.6, ,47.8, ,100, ,54, ,83, ,43.0, ,3.0, ,72.5, ,52.1, 
7,11/24/2021,328,--,N,0, ,99, ,7.3, ,58.9, ,36.1, ,47.9, ,91, ,44, ,64, ,36.3, ,3.0, ,72.1, ,51.1, 
7,11/25/2021,329,--,N,0, ,99, ,6.8, ,64.5, ,31.4, ,46.0, ,89, ,38, ,64, ,34.6, ,2.4, ,58.3, ,49.4, 
7,11/26/2021,330,--,N,0, ,87, ,8.5, ,62.7, ,35.9, ,48.1, ,87, ,52, ,74, ,40.2, ,2.4, ,57.8, ,49.2, 
7,11/27/2021,331,--,N,0, ,88, ,8.0, ,66.1, ,35.5, ,50.0, ,90, ,41, ,65, ,38.7, ,2.2, ,52.9, ,49.5, 
7,11/28/2021,332,--,N,0, ,88, ,8.0, ,67.7, ,35.2, ,51.0, ,91, ,39, ,62, ,38.7, ,2.1, ,50.6, ,49.6, 
7,11/29/2021,333,--,N,0, ,87, ,9.4, ,69.4, ,38.8, ,52.2, ,94, ,46, ,71, ,43.0, ,2.3, ,54.7, ,49.9, 
7,11/30/2021,334,--,N,0.00, ,60, ,11.6, ,68.4, ,46.0, ,57.9, ,89, ,55, ,71, ,48.4, ,2.5, ,61.0, ,50.6, 
