237,11/1/2021,305,0.08, ,0, ,273, ,12.8, ,70.7, ,50.2, ,59.4, ,91, ,50, ,74, ,51.0, ,3.7, ,89.0, ,62.3, 
237,11/2/2021,306,0.11, ,0, ,392, ,12.5, ,74.1, ,49.4, ,60.0, ,93, ,39, ,71, ,50.5, ,4.0, ,96.1, ,62.1, 
237,11/3/2021,307,0.13, ,0, ,394, ,10.3, ,85.0, ,52.2, ,66.0, ,82, ,22, ,47, ,45.2, ,4.2, ,99.8, ,62.0, 
237,11/4/2021,308,0.14, ,0, ,387, ,9.7, ,84.0, ,54.8, ,68.3, ,62, ,25, ,41, ,43.8, ,4.2, ,101.1, ,62.1, 
237,11/5/2021,309,0.14, ,0, ,394,R,9.9, ,84.6, ,54.6, ,67.2, ,64, ,24, ,43, ,44.2, ,4.4, ,104.5, ,62.2, 
237,11/6/2021,310,0.12, ,0, ,392,R,10.6, ,78.2, ,49.6, ,62.5, ,78, ,28, ,55, ,46.1, ,4.3, ,102.4, ,62.1, 
237,11/7/2021,311,0.11, ,0.00, ,395,R,10.7, ,74.9, ,41.9, ,57.3, ,100, ,27, ,67, ,46.3, ,4.1, ,99.2, ,61.8, 
237,11/8/2021,312,0.10, ,0, ,382, ,10.6, ,70.5, ,40.9, ,55.2, ,97, ,42, ,72, ,46.2, ,4.4, ,106.3, ,61.2, 
237,11/9/2021,313,0.10, ,0, ,367, ,11.0, ,71.9, ,44.3, ,56.5, ,93, ,39, ,71, ,47.1, ,4.1, ,97.4, ,60.8, 
237,11/10/2021,314,0.10, ,0, ,359, ,10.9, ,81.2, ,42.7, ,60.7, ,99, ,29, ,60, ,46.7, ,3.8, ,91.0, ,60.9, 
237,11/11/2021,315,0.16, ,0, ,371, ,7.4, ,87.7, ,54.8, ,71.0, ,52, ,14, ,28, ,36.7, ,5.7, ,135.8, ,61.2, 
237,11/12/2021,316,0.17, ,0, ,372, ,5.9, ,90.7, ,58.0, ,73.9, ,36, ,11, ,21, ,31.0, ,5.8, ,138.1, ,61.5, 
237,11/13/2021,317,0.15, ,0, ,374,R,5.6, ,91.0, ,55.7, ,71.3, ,31, ,10, ,21, ,30.0, ,4.8, ,116.3, ,61.6, 
237,11/14/2021,318,0.15, ,0, ,376,R,5.1, ,91.1, ,54.6, ,71.4, ,30, ,8, ,20, ,27.8, ,4.4, ,104.7, ,61.6, 
237,11/15/2021,319,0.14, ,0, ,370,R,6.0, ,86.8, ,56.7, ,68.5, ,37, ,13, ,25, ,31.4, ,4.5, ,106.8, ,61.5, 
237,11/16/2021,320,0.10, ,0, ,306, ,8.5, ,73.6, ,48.6, ,59.7, ,91, ,27, ,49, ,40.3, ,4.1, ,98.3, ,61.2, 
237,11/17/2021,321,0.09, ,0, ,355, ,10.0, ,71.8, ,45.1, ,57.0, ,99, ,37, ,63, ,44.5, ,3.8, ,90.4, ,61.0, 
237,11/18/2021,322,0.11, ,0, ,312, ,8.8, ,75.5, ,48.3, ,60.3, ,70, ,29, ,49, ,41.1, ,4.0, ,95.7, ,60.7, 
237,11/19/2021,323,0.10, ,0, ,320, ,8.6, ,73.2, ,48.8, ,59.1, ,77, ,29, ,50, ,40.6, ,4.0, ,96.3, ,60.6, 
237,11/20/2021,324,0.09, ,0, ,314, ,9.3, ,74.1, ,44.3, ,58.2, ,89, ,26, ,56, ,42.7, ,3.8, ,91.5, ,60.4, 
237,11/21/2021,325,0.16, ,0, ,354,R,4.7, ,81.9, ,52.2, ,66.2, ,49, ,9, ,21, ,25.6, ,6.2, ,148.0, ,60.3, 
237,11/22/2021,326,0.15, ,0, ,339, ,3.4, ,84.3, ,54.0, ,68.4, ,20, ,9, ,14, ,18.1, ,5.2, ,125.6, ,59.8, 
237,11/23/2021,327,0.13, ,0, ,311, ,6.0, ,73.5, ,46.5, ,61.2, ,97, ,15, ,32, ,31.4, ,5.0, ,120.6, ,60.0, 
237,11/24/2021,328,0.11, ,0, ,340, ,5.7, ,74.3, ,42.8, ,56.4, ,99, ,10, ,37, ,30.4, ,5.1, ,123.4, ,59.5, 
237,11/25/2021,329,0.17, ,0, ,352,R,1.6, ,71.1, ,44.5, ,59.1, ,15, ,5, ,10, ,1.8, ,8.0,R,191.8,R,58.4, 
237,11/26/2021,330,0.15,R,0, ,351,R,1.9, ,78.0, ,43.4, ,60.2, ,21, ,4, ,11, ,4.9, ,5.4, ,129.4, ,57.8, 
237,11/27/2021,331,0.11, ,0, ,341,R,2.3, ,78.7, ,48.3, ,61.3, ,18, ,6, ,12, ,8.9, ,4.3, ,104.0, ,57.5, 
237,11/28/2021,332,0.12, ,0, ,334, ,3.3, ,83.7, ,47.1, ,64.8, ,21, ,7, ,16, ,17.4, ,4.6, ,110.4, ,57.7, 
237,11/29/2021,333,0.12, ,0, ,333, ,4.3, ,84.6, ,49.2, ,66.5, ,27, ,10, ,19, ,23.5, ,4.5, ,107.9, ,58.0, 
237,11/30/2021,334,0.12, ,0, ,332, ,5.0, ,86.3, ,53.6, ,67.0, ,32, ,9, ,22, ,27.0, ,4.6, ,109.9, ,58.2, 
