44,11/1/2021,305,0.06, ,0, ,232, ,13.6, ,67.5, ,51.2, ,58.4, ,99, ,57, ,81, ,52.7, ,2.7, ,63.8, ,64.1, 
44,11/2/2021,306,0.10, ,0, ,388, ,12.6, ,72.7, ,49.9, ,59.5, ,100, ,43, ,73, ,50.7, ,2.8, ,67.6, ,63.8, 
44,11/3/2021,307,0.12, ,0, ,397,R,12.6, ,83.5, ,50.1, ,64.7, ,95, ,26, ,61, ,50.8, ,2.9, ,69.2, ,63.7, 
44,11/4/2021,308,0.11, ,0, ,392,R,12.5, ,83.0, ,51.9, ,65.1, ,94, ,27, ,59, ,50.4, ,2.8, ,66.7, ,64.2, 
44,11/5/2021,309,0.12, ,0, ,400,R,11.6, ,85.5, ,52.5, ,66.6, ,90, ,20, ,52, ,48.5, ,2.8, ,67.6, ,64.2, 
44,11/6/2021,310,0.10, ,0, ,374, ,13.0, ,75.3, ,47.2, ,58.9, ,100, ,46, ,76, ,51.6, ,2.7, ,65.8, ,64.0, 
44,11/7/2021,311,0.09, ,0, ,366, ,12.8, ,71.9, ,51.4, ,58.4, ,100, ,45, ,76, ,51.0, ,2.9, ,70.2, ,63.8, 
44,11/8/2021,312,0.09, ,0, ,367, ,12.2, ,71.3, ,45.8, ,56.5, ,100, ,38, ,78, ,49.7, ,2.8, ,66.7, ,63.0, 
44,11/9/2021,313,0.06, ,0, ,267, ,13.0, ,66.9, ,51.5, ,56.8, ,100, ,50, ,82, ,51.5, ,2.9, ,69.7, ,62.8, 
44,11/10/2021,314,0.10, ,0, ,368, ,12.2, ,77.4, ,49.3, ,62.6, ,99, ,36, ,63, ,49.7, ,3.2, ,76.7, ,62.7, 
44,11/11/2021,315,0.17, ,0, ,374,R,8.0, ,85.7, ,59.2, ,72.4, ,56, ,16, ,30, ,38.9, ,5.8, ,140.1, ,62.9, 
44,11/12/2021,316,0.15,R,0, ,375,R,7.3, ,88.8, ,62.3,Y,75.5,Y,39,H,15,H,24,Y,36.5,Y,4.5, ,108.5, ,63.0, 
44,11/13/2021,317,0.14, ,0, ,378,R,6.7, ,89.8, ,58.1, ,72.3, ,40, ,12, ,25, ,34.4, ,3.5, ,83.8, ,63.2, 
44,11/14/2021,318,0.12, ,0, ,379,R,6.8, ,89.8, ,56.9, ,71.0, ,44, ,11, ,26, ,34.7, ,2.8, ,66.7, ,63.0, 
44,11/15/2021,319,0.12, ,0, ,368,R,7.4, ,84.5, ,52.7, ,67.0, ,52, ,16, ,33, ,36.7, ,3.0, ,72.6, ,62.7, 
44,11/16/2021,320,0.09, ,0, ,299, ,9.9, ,74.6, ,52.0, ,60.0, ,91, ,27, ,56, ,44.3, ,2.8, ,66.9, ,62.2, 
44,11/17/2021,321,0.08, ,0, ,349, ,12.0, ,70.3, ,49.4, ,57.6, ,100, ,45, ,74, ,49.4, ,2.7, ,65.8, ,61.9, 
44,11/18/2021,322,0.08, ,0, ,301, ,10.9, ,74.6, ,47.2, ,58.2, ,90, ,33, ,66, ,46.9, ,2.5, ,60.1, ,61.4, 
44,11/19/2021,323,0.07, ,0, ,287, ,11.5, ,69.2, ,45.0, ,55.1, ,100, ,43, ,77, ,48.2, ,2.5, ,61.0, ,60.8, 
44,11/20/2021,324,0.07, ,0.00, ,295, ,11.4, ,68.0, ,47.6, ,55.7, ,100, ,44, ,75, ,47.9, ,2.6, ,62.9, ,60.7, 
44,11/21/2021,325,0.14, ,0, ,346,R,4.8, ,78.5, ,53.1, ,65.5, ,53, ,12, ,22, ,26.0, ,5.5, ,130.9, ,60.0, 
44,11/22/2021,326,0.15, ,0, ,327, ,3.6, ,80.7, ,52.7, ,68.1, ,29, ,11, ,15, ,19.0, ,5.7, ,137.3, ,58.7, 
44,11/23/2021,327,0.11, ,0, ,319, ,5.8, ,74.5, ,50.5, ,62.0, ,63, ,16, ,30, ,30.6, ,3.5, ,84.9, ,59.1, 
44,11/24/2021,328,0.17, ,0, ,342,R,4.9, ,72.0, ,44.5, ,59.5, ,76, ,9, ,28, ,26.6, ,8.8,Y,212.3,Y,58.0, 
44,11/25/2021,329,0.16, ,0, ,338,R,2.1, ,70.9, ,45.7, ,60.0, ,25, ,7, ,12, ,6.8, ,8.1,Y,193.7,Y,56.4, 
44,11/26/2021,330,0.10, ,0, ,354,R,2.5, ,76.7, ,43.1, ,59.3, ,28, ,6, ,15, ,11.3, ,3.8, ,92.0, ,55.4, 
44,11/27/2021,331,0.10, ,0, ,335,R,3.3, ,77.9, ,43.9, ,59.8, ,32, ,9, ,19, ,17.2, ,3.0, ,73.0, ,55.4, 
44,11/28/2021,332,0.10, ,0, ,329, ,4.3, ,83.0, ,46.1, ,62.3, ,39, ,9, ,23, ,23.6, ,2.8, ,67.9, ,55.6, 
44,11/29/2021,333,0.10, ,0, ,327, ,5.7, ,82.8, ,51.6, ,64.4, ,55, ,12, ,28, ,30.4, ,3.2, ,75.8, ,56.1, 
44,11/30/2021,334,0.12, ,0, ,325, ,5.3, ,86.2,Y,50.9, ,66.7, ,50, ,11, ,24, ,28.6, ,3.7, ,89.2, ,56.6, 
