147,11/1/2021,305,0.10, ,0, ,336, ,13.1, ,74.3, ,51.4, ,60.2, ,87, ,49, ,73, ,51.6, ,3.5, ,84.7, ,67.1, 
147,11/2/2021,306,0.11, ,0, ,399, ,13.0, ,70.1, ,52.1, ,59.5, ,88, ,58, ,75, ,51.6, ,3.5, ,84.2, ,67.0, 
147,11/3/2021,307,0.11, ,0.03, ,396, ,13.1, ,74.6, ,49.4, ,59.3, ,88, ,48, ,76, ,51.7, ,2.9, ,68.5, ,66.3, 
147,11/4/2021,308,0.10, ,0, ,384, ,13.4, ,73.1, ,49.9, ,60.0, ,89, ,51, ,76, ,52.3, ,2.9, ,68.7, ,67.1, 
147,11/5/2021,309,0.10, ,0.00, ,387, ,13.1, ,76.0, ,50.9, ,59.1, ,89, ,50, ,76, ,51.7, ,3.1, ,73.4, ,67.2, 
147,11/6/2021,310,0.08, ,0, ,326, ,13.1, ,71.5, ,52.4, ,58.9, ,89, ,54, ,77, ,51.7, ,2.7, ,65.6, ,66.9, 
147,11/7/2021,311,0.09, ,0, ,364, ,12.4, ,69.8, ,51.6, ,58.4, ,85, ,54, ,75, ,50.3, ,3.1, ,74.9, ,66.9, 
147,11/8/2021,312,0.10, ,0, ,373, ,11.9, ,67.6, ,49.8, ,56.9, ,88, ,57, ,75, ,49.1, ,3.7, ,88.9, ,66.4, 
147,11/9/2021,313,0.10, ,0, ,383, ,12.1, ,71.7, ,49.9, ,59.5, ,86, ,47, ,70, ,49.7, ,4.1, ,97.9, ,65.9, 
147,11/10/2021,314,0.10, ,0.02, ,372, ,13.3, ,75.7, ,55.8, ,62.3, ,83, ,47, ,69, ,52.1, ,3.5, ,83.0, ,66.3, 
147,11/11/2021,315,0.15, ,0.00, ,394,R,8.6, ,89.1, ,55.5, ,71.0, ,61, ,19, ,33, ,40.8, ,4.8, ,114.5, ,66.1, 
147,11/12/2021,316,0.15, ,0, ,391,R,7.7, ,90.8, ,57.4, ,72.4,Y,43, ,16, ,28,Y,37.9,Y,4.0, ,95.2, ,66.3, 
147,11/13/2021,317,0.15, ,0.01, ,392,R,6.9, ,87.3, ,59.1, ,70.6, ,38, ,17, ,27, ,35.1, ,4.7, ,113.9, ,65.8, 
147,11/14/2021,318,0.15, ,0.01, ,391,R,7.1, ,88.8, ,55.9, ,69.1, ,44, ,16, ,29, ,35.6, ,4.7, ,113.8, ,65.0, 
147,11/15/2021,319,0.13, ,0, ,389,R,7.8, ,82.5, ,52.1, ,65.3, ,80, ,17, ,37, ,38.3, ,4.0, ,96.1, ,64.8, 
147,11/16/2021,320,0.08, ,0.01, ,310, ,10.4, ,66.5, ,47.8, ,56.8, ,82, ,50, ,66, ,45.5, ,3.1, ,73.4, ,63.8, 
147,11/17/2021,321,0.09, ,0, ,353, ,12.0, ,68.5, ,50.3, ,58.4, ,85, ,55, ,72, ,49.3, ,3.5, ,84.3, ,64.3, 
147,11/18/2021,322,0.06, ,0.00, ,261, ,11.8, ,67.4, ,47.2, ,55.7, ,86, ,60, ,78, ,49.0, ,3.1, ,73.6, ,63.9, 
147,11/19/2021,323,0.06, ,0.00, ,265, ,12.0, ,66.7, ,49.2, ,56.0, ,89, ,58, ,79, ,49.4, ,3.0, ,71.4, ,63.8, 
147,11/20/2021,324,0.06, ,0, ,241, ,11.8, ,66.1, ,48.5, ,56.7, ,86, ,51, ,75, ,48.8, ,3.0, ,72.5, ,63.9, 
147,11/21/2021,325,0.16, ,0, ,337, ,7.5, ,83.3, ,50.3, ,67.4, ,83, ,14, ,33, ,37.0, ,5.6, ,133.7, ,63.8, 
147,11/22/2021,326,0.13, ,0, ,279, ,5.1, ,87.2, ,52.8, ,67.2, ,34, ,12, ,22, ,27.3, ,3.7, ,89.1, ,63.1, 
147,11/23/2021,327,0.06, ,0, ,173, ,9.1, ,69.9, ,49.9, ,59.6, ,83, ,33, ,52, ,42.1, ,3.6, ,85.6, ,62.6, 
147,11/24/2021,328,0.09, ,0, ,338, ,9.9, ,70.0, ,46.6, ,56.0, ,83, ,42, ,64, ,44.2, ,4.0, ,97.2, ,62.2, 
147,11/25/2021,329,0.13, ,0, ,362,R,4.2, ,76.6, ,43.2, ,58.9, ,48, ,14, ,25, ,22.9, ,4.8, ,116.2, ,61.0, 
147,11/26/2021,330,0.13, ,0, ,355,R,4.5, ,80.1, ,47.3, ,62.2, ,34, ,13, ,24, ,24.6, ,4.9, ,118.2, ,60.0, 
147,11/27/2021,331,0.12, ,0, ,357,R,5.4, ,77.6, ,48.3, ,60.7, ,51, ,14, ,30, ,29.1, ,4.5, ,107.2, ,60.0, 
147,11/28/2021,332,0.12, ,0, ,354,R,5.8, ,82.3, ,47.3, ,61.1, ,69, ,11, ,32, ,30.7, ,4.1, ,99.4, ,59.8, 
147,11/29/2021,333,0.11, ,0, ,350,R,6.4, ,80.1, ,50.0, ,61.7, ,67, ,14, ,34, ,33.3, ,3.5, ,84.2, ,59.9, 
147,11/30/2021,334,0.09, ,0, ,341, ,9.1, ,73.8, ,44.1, ,57.5, ,80, ,30, ,56, ,42.1, ,2.8, ,67.0, ,59.9, 
