197,11/1/2021,305,0.09, ,0, ,227, ,10.0, ,69.1, ,46.4, ,57.8, ,80, ,45, ,61, ,44.4, ,7.3, ,175.2, ,55.1, 
197,11/2/2021,306,0.11, ,0, ,362, ,10.1, ,79.4, ,43.9, ,59.4, ,82, ,36, ,58, ,44.9, ,3.7, ,89.3, ,54.9, 
197,11/3/2021,307,0.11, ,0, ,362, ,10.1, ,83.3, ,41.2, ,59.3, ,90, ,29, ,58, ,44.7, ,3.7, ,89.1, ,54.8, 
197,11/4/2021,308,0.16, ,0, ,362, ,8.6, ,88.5, ,42.2, ,61.5, ,79, ,19, ,46, ,40.6, ,7.0, ,168.1, ,54.6, 
197,11/5/2021,309,0.11, ,0, ,360, ,8.1, ,80.5, ,36.8, ,57.4, ,83, ,26, ,50, ,39.2, ,3.7, ,89.5, ,54.5, 
197,11/6/2021,310,0.16, ,0, ,368, ,7.1, ,84.1, ,41.5, ,61.6, ,67, ,14, ,38, ,35.8, ,6.4, ,153.9, ,54.3, 
197,11/7/2021,311,0.12, ,0, ,348, ,8.3, ,78.7, ,33.1, ,53.6, ,84, ,31, ,59, ,39.7, ,5.6, ,133.7, ,54.2, 
197,11/8/2021,312,0.13, ,0, ,356, ,7.9, ,79.0, ,34.0, ,57.4, ,89, ,14, ,49, ,38.6, ,6.7, ,161.5, ,53.9, 
197,11/9/2021,313,0.15, ,0, ,302, ,9.3, ,71.8, ,54.1,Y,62.0, ,78, ,13, ,49, ,42.7, ,9.9, ,237.1, ,54.3, 
197,11/10/2021,314,0.10, ,0, ,342, ,9.5, ,81.7, ,40.9, ,57.7, ,85, ,34, ,59, ,43.3, ,4.5, ,108.1, ,55.0, 
197,11/11/2021,315,0.12, ,0, ,342, ,8.8, ,87.1, ,36.0, ,56.9, ,88, ,27, ,56, ,41.2, ,4.8, ,115.3, ,54.7, 
197,11/12/2021,316,0.13, ,0, ,341, ,8.6, ,92.7,Y,38.9, ,59.1, ,83, ,23, ,50, ,40.7, ,5.4, ,130.1, ,54.4, 
197,11/13/2021,317,0.11, ,0, ,340, ,8.0, ,84.2, ,38.2, ,57.8, ,79, ,24, ,49, ,38.6, ,4.1, ,99.1, ,54.3, 
197,11/14/2021,318,0.11, ,0, ,342, ,7.1, ,95.1,R,36.1, ,58.3, ,68, ,23, ,43, ,35.9, ,3.8, ,92.2, ,54.0, 
197,11/15/2021,319,0.14, ,0, ,335, ,6.2, ,90.3,Y,35.4, ,62.7,Y,70, ,17, ,32,Y,32.3,Y,5.3, ,127.8, ,53.8, 
197,11/16/2021,320,0.17, ,0, ,313, ,6.4, ,81.2, ,46.6, ,63.4,Y,67, ,16, ,32,Y,33.2,Y,7.7, ,184.3, ,54.3, 
197,11/17/2021,321,0.09, ,0, ,313, ,7.0, ,75.8, ,36.1, ,54.5, ,79, ,24, ,48, ,35.3, ,4.1, ,98.3, ,54.6, 
197,11/18/2021,322,0.08, ,0, ,284, ,6.5, ,75.1, ,33.6, ,52.0, ,78, ,26, ,49, ,33.6, ,3.4, ,82.4, ,54.0, 
197,11/19/2021,323,0.10, ,0, ,290, ,7.3, ,83.9, ,37.1, ,56.6, ,70, ,25, ,46, ,36.3, ,4.4, ,106.0, ,53.2, 
197,11/20/2021,324,0.10, ,0, ,306, ,7.2, ,77.1, ,34.5, ,53.8, ,79, ,32, ,51, ,36.0, ,4.1, ,99.2, ,52.7, 
197,11/21/2021,325,0.13, ,0, ,327, ,5.2, ,69.1, ,34.4, ,50.8, ,74, ,22, ,41, ,27.9, ,7.3, ,175.3, ,52.2, 
197,11/22/2021,326,0.09, ,0, ,307, ,4.4, ,67.2, ,27.7, ,47.0, ,74, ,17, ,40, ,24.2, ,3.8, ,91.6, ,50.5, 
197,11/23/2021,327,0.13, ,0, ,314, ,4.8, ,70.4, ,36.2, ,53.4, ,61, ,20, ,34, ,25.9, ,7.4, ,176.5, ,49.9, 
197,11/24/2021,328,0.11, ,0, ,316, ,4.1, ,62.4, ,29.8, ,45.5, ,83, ,18, ,39, ,22.1, ,6.5, ,155.4, ,49.6, 
197,11/25/2021,329,0.14, ,0, ,320, ,2.5, ,62.1, ,29.3, ,47.1, ,33, ,13, ,22, ,10.7, ,9.6, ,229.8, ,48.5, 
197,11/26/2021,330,0.08, ,0, ,309, ,2.8, ,66.3, ,23.4, ,42.0, ,58, ,12, ,31, ,13.3, ,4.2, ,100.6, ,47.7, 
197,11/27/2021,331,0.08, ,0, ,305, ,3.0, ,71.0, ,27.7, ,45.0, ,60, ,8, ,29, ,14.9, ,3.5, ,84.2, ,47.1, 
197,11/28/2021,332,0.09, ,0, ,300, ,3.5, ,69.9, ,29.3, ,47.0, ,61, ,13, ,32, ,18.5, ,3.8, ,91.9, ,47.0, 
197,11/29/2021,333,0.08, ,0, ,300, ,4.0, ,77.1, ,30.0, ,49.2, ,62, ,14, ,34, ,22.0, ,3.3, ,78.5, ,47.1, 
197,11/30/2021,334,0.09, ,0, ,298, ,4.7, ,73.9, ,30.7, ,50.7, ,64, ,19, ,37, ,25.7, ,3.8, ,92.3, ,47.3, 
