151,11/1/2021,305,0.12, ,0, ,357, ,12.8, ,91.8, ,54.7, ,71.7, ,79, ,27, ,48, ,51.0, ,2.9, ,70.2, ,63.5, 
151,11/2/2021,306,0.11, ,0, ,376, ,12.3, ,86.2, ,52.3, ,68.3, ,83, ,28, ,52, ,49.9, ,1.2, ,27.9, ,63.1, 
151,11/3/2021,307,0.11, ,0, ,386, ,11.8, ,87.8, ,51.7, ,68.5, ,82, ,25, ,50, ,48.9, ,1.2, ,27.9, ,62.1, 
151,11/4/2021,308,0.11, ,0, ,393, ,12.7, ,89.1, ,52.7, ,69.6, ,84, ,26, ,52, ,51.0, ,1.2, ,28.6, ,61.8, 
151,11/5/2021,309,0.11,R,0, ,386, ,12.0, ,90.5, ,49.4, ,68.5, ,83, ,25, ,50, ,49.3, ,1.1, ,26.1, ,61.7, 
151,11/6/2021,310,0.12, ,0, ,376, ,11.5, ,91.2, ,52.7, ,69.7, ,79, ,19, ,46, ,48.2, ,1.6, ,38.9, ,61.8, 
151,11/7/2021,311,0.10, ,0, ,324, ,12.5, ,88.8, ,52.1, ,68.9, ,82, ,31, ,52, ,50.5, ,1.4, ,34.0, ,62.0, 
151,11/8/2021,312,0.11, ,0, ,377, ,12.1, ,88.3, ,51.2, ,67.8, ,83, ,31, ,52, ,49.6, ,1.6, ,37.2, ,61.7, 
151,11/9/2021,313,0.10, ,0, ,345, ,13.5, ,85.3, ,53.3, ,66.7, ,84, ,34, ,60, ,52.6, ,1.4, ,33.9, ,61.9, 
151,11/10/2021,314,0.11, ,0, ,365, ,12.2, ,89.5, ,54.1, ,68.7, ,78, ,36, ,51, ,49.9, ,1.6, ,39.1, ,61.7, 
151,11/11/2021,315,0.12, ,0, ,370, ,9.6, ,87.7, ,50.8, ,69.5, ,70, ,21, ,39, ,43.5, ,2.1, ,49.4, ,61.7, 
151,11/12/2021,316,0.11, ,0, ,369,R,9.9, ,85.2, ,53.3, ,67.9, ,66, ,26, ,42, ,44.2, ,2.1, ,50.8, ,61.5, 
151,11/13/2021,317,0.10, ,0, ,366, ,10.8, ,84.3, ,47.9, ,65.0, ,76, ,30, ,51, ,46.6, ,1.3, ,31.8, ,60.6, 
151,11/14/2021,318,0.10, ,0, ,368,R,10.5, ,86.8, ,46.2, ,65.4, ,79, ,26, ,49, ,45.9, ,1.3, ,30.9, ,60.1, 
151,11/15/2021,319,0.09,R,0, ,359, ,11.1, ,87.5, ,44.6, ,63.5, ,81, ,32, ,55, ,47.2, ,1.0, ,24.6, ,59.5, 
151,11/16/2021,320,0.06,R,0, ,255, ,10.8, ,81.8, ,44.9, ,60.1, ,83, ,32, ,61, ,46.7, ,1.1, ,26.0, ,58.9, 
151,11/17/2021,321,0.09, ,0, ,331, ,10.2, ,82.7, ,47.2, ,61.8, ,79, ,29, ,54, ,45.1, ,1.5, ,36.2, ,62.5, 
151,11/18/2021,322,0.09, ,0, ,343, ,10.2, ,80.7, ,46.2, ,61.4, ,79, ,31, ,55, ,44.9, ,1.6, ,39.5, ,65.9,Y
151,11/19/2021,323,0.08,R,0, ,316, ,10.3, ,81.2, ,45.4, ,60.3, ,86, ,28, ,58, ,45.4, ,1.0, ,24.5, ,66.8,Y
151,11/20/2021,324,0.08,R,0, ,302, ,10.3, ,80.9, ,46.5, ,59.7, ,86, ,34, ,59, ,45.3, ,1.0, ,24.5, ,66.7,Y
151,11/21/2021,325,0.09, ,0, ,318, ,9.0, ,77.3, ,49.6, ,61.5, ,81, ,30, ,48, ,41.7, ,1.9, ,45.4, ,68.9,R
151,11/22/2021,326,0.08, ,0, ,292, ,8.2, ,76.7, ,45.1, ,62.1, ,59, ,27, ,43, ,39.4, ,1.9, ,44.6, ,68.7,R
151,11/23/2021,327,0.05, ,0, ,158, ,10.4, ,74.5, ,50.0, ,62.4, ,77, ,32, ,54, ,45.6, ,1.5, ,36.7, ,--,S
151,11/24/2021,328,0.11, ,0, ,323, ,6.3, ,73.9, ,45.4, ,58.9, ,81, ,19, ,37, ,32.8, ,3.1, ,74.9, ,--,S
151,11/25/2021,329,0.10, ,0, ,344,R,4.9, ,69.9, ,44.7, ,58.2, ,48, ,21, ,29, ,26.4, ,3.1, ,74.8, ,68.2,R
151,11/26/2021,330,0.08, ,0, ,338,R,6.2, ,72.2, ,39.6, ,54.6, ,60, ,27, ,42, ,32.3, ,1.7, ,41.4, ,66.4,R
151,11/27/2021,331,0.07, ,0, ,336,R,6.9, ,79.3, ,38.5, ,54.1, ,80, ,24, ,48, ,35.0, ,1.1, ,26.6, ,64.9,Y
151,11/28/2021,332,0.07,R,0, ,328, ,7.6, ,79.8, ,38.1, ,56.2, ,76, ,27, ,49, ,37.3, ,1.1, ,25.3, ,64.0,Y
151,11/29/2021,333,0.07, ,0, ,332,R,8.4, ,81.7, ,41.1, ,57.4, ,75, ,27, ,52, ,39.9, ,1.0, ,24.3, ,63.9,Y
151,11/30/2021,334,0.07, ,0, ,301, ,9.4, ,82.5,Y,39.0, ,56.8, ,81, ,33, ,60, ,42.9, ,1.1, ,25.6, ,63.6,Y
