83,11/1/2021,305,0.01, ,0.66, ,61, ,15.6, ,60.5, ,55.8,Y,58.1, ,97, ,91, ,94, ,56.4, ,5.1, ,121.5, ,61.0, 
83,11/2/2021,306,0.05, ,0.00, ,219, ,14.6, ,68.1, ,49.4, ,57.8, ,98, ,69, ,89, ,54.7, ,2.3, ,54.8, ,61.1, 
83,11/3/2021,307,0.08, ,0.20, ,296, ,13.9, ,73.5, ,49.0, ,58.9, ,98, ,52, ,82, ,53.3, ,2.5, ,59.7, ,60.8, 
83,11/4/2021,308,0.07, ,0.09, ,268, ,14.1, ,68.3, ,46.4, ,59.4, ,97, ,58, ,82, ,53.8, ,3.4, ,81.5, ,61.6, 
83,11/5/2021,309,0.05, ,0.00, ,202, ,11.2, ,62.5, ,39.5, ,51.2, ,98, ,68, ,87, ,47.4, ,1.7, ,41.4, ,59.1, 
83,11/6/2021,310,0.03, ,0.02, ,130, ,11.7, ,62.3, ,44.2, ,52.4, ,98, ,65, ,87, ,48.6, ,2.3, ,54.2, ,58.5, 
83,11/7/2021,311,0.08, ,0, ,0,R,8.4, ,42.1,R,40.2, ,41.1,Y,97, ,33, ,95,Y,39.9,Y,1.0,I,23.7,I,56.2, 
83,11/8/2021,312,0.06, ,1.11, ,230, ,9.3, ,62.1, ,35.0, ,48.7, ,97, ,49, ,79, ,42.6, ,3.7, ,88.8, ,55.5, 
83,11/9/2021,313,0.01, ,0.51, ,92, ,14.7, ,63.1, ,49.3, ,56.0, ,97, ,89, ,96, ,54.8, ,5.4, ,130.0, ,56.5, 
83,11/10/2021,314,0.04, ,0, ,198, ,13.8, ,67.3, ,49.1, ,56.2, ,98, ,67, ,90, ,53.2, ,1.9, ,46.2, ,58.3, 
83,11/11/2021,315,0.07,R,0.00, ,282, ,13.6, ,76.2, ,46.5, ,55.9, ,98, ,60, ,89, ,52.8, ,1.7, ,39.7, ,58.2, 
83,11/12/2021,316,0.06, ,0.01, ,261, ,14.1, ,73.9, ,47.4, ,56.3, ,98, ,64, ,91, ,53.8, ,1.7, ,41.3, ,58.7, 
83,11/13/2021,317,0.06, ,0.01, ,258, ,14.0, ,72.1, ,48.1, ,55.9, ,98, ,68, ,92, ,53.5, ,2.0, ,47.5, ,59.1, 
83,11/14/2021,318,0.03, ,0.00, ,162, ,13.4, ,64.7, ,46.5, ,53.8, ,98, ,80, ,95, ,52.3, ,2.3, ,55.6, ,58.6, 
83,11/15/2021,319,0.01, ,0.00, ,67, ,13.9, ,57.7, ,51.7, ,54.1, ,99, ,92, ,97, ,53.3, ,2.4, ,56.5, ,58.8, 
83,11/16/2021,320,0.06, ,0.01, ,268, ,13.8, ,67.3, ,45.0, ,55.6, ,99, ,75, ,91, ,53.1, ,3.0, ,72.2, ,59.4, 
83,11/17/2021,321,0.06, ,0.00, ,257, ,10.6, ,66.7, ,42.4, ,50.5, ,98, ,55, ,85, ,46.1, ,2.0, ,48.7, ,58.1, 
83,11/18/2021,322,0.02, ,0, ,117, ,11.1, ,57.7, ,40.1, ,49.3, ,98, ,78, ,93, ,47.4, ,1.8, ,42.4, ,56.7, 
83,11/19/2021,323,0.00, ,0.07,H,58, ,14.1, ,57.8, ,51.1, ,54.7, ,98, ,95, ,97, ,53.8, ,1.5, ,36.1, ,57.7, 
83,11/20/2021,324,0.07, ,0.00, ,273, ,12.1, ,69.8, ,41.2, ,53.5, ,98, ,56, ,87, ,49.6, ,2.7, ,65.5, ,58.3, 
83,11/21/2021,325,0.07, ,0.01, ,293, ,9.1, ,67.6, ,32.9, ,47.7, ,98, ,48, ,81, ,42.1, ,2.2, ,52.4, ,56.0, 
83,11/22/2021,326,0.06, ,0, ,290, ,9.2, ,67.4, ,32.4, ,47.4, ,97, ,53, ,83, ,42.5, ,1.8, ,42.0, ,54.6, 
83,11/23/2021,327,0.06, ,0, ,277, ,9.0, ,67.8, ,33.7, ,47.8, ,98, ,50, ,80, ,41.9, ,2.0, ,46.9, ,54.2, 
83,11/24/2021,328,0.06, ,0, ,281, ,8.2, ,67.5, ,34.2, ,46.7, ,95, ,44, ,75, ,39.3, ,2.4, ,56.5, ,53.4, 
83,11/25/2021,329,0.06,R,0, ,269, ,8.2, ,66.8, ,30.6, ,45.5, ,97, ,46, ,79, ,39.5, ,1.4, ,34.8, ,52.4, 
83,11/26/2021,330,0.05, ,0, ,253, ,9.6, ,66.3, ,33.7, ,48.5, ,97, ,46, ,83, ,43.5, ,1.4, ,34.7, ,53.1, 
83,11/27/2021,331,0.06,R,0, ,258, ,10.7, ,72.1, ,38.3, ,51.8, ,98, ,49, ,81, ,46.3, ,1.4, ,33.7, ,53.7, 
83,11/28/2021,332,0.06, ,0, ,256, ,11.6, ,71.2, ,40.6, ,52.8, ,97, ,57, ,85, ,48.5, ,1.9, ,45.9, ,54.3, 
83,11/29/2021,333,0.06, ,0.00, ,249, ,11.8, ,71.5, ,40.8, ,51.2, ,98, ,65, ,91, ,48.8, ,1.8, ,42.2, ,54.9, 
83,11/30/2021,334,0.05,R,0.00, ,234, ,10.9, ,68.8, ,36.6, ,49.8, ,98, ,62, ,89, ,46.7, ,1.3, ,31.3, ,54.6, 
