71,11/1/2021,305,0.02, ,0.01, ,99, ,16.0,Y,63.8, ,51.9, ,59.0, ,100, ,82, ,94,Y,57.2,Y,3.8, ,91.3, ,55.7, 
71,11/2/2021,306,0.05, ,0, ,189, ,17.2,Y,68.8, ,53.7,Y,60.7, ,100, ,81, ,95,Y,59.2,Y,3.8, ,91.7, ,56.1, 
71,11/3/2021,307,0.09, ,0.00, ,326, ,15.2, ,74.9, ,50.1, ,59.9, ,100, ,63, ,86, ,55.8, ,2.4, ,57.8, ,56.2, 
71,11/4/2021,308,0.08, ,0.00, ,264, ,15.1, ,70.5, ,48.3, ,60.0, ,100, ,59, ,85, ,55.6, ,4.7, ,114.0, ,56.2, 
71,11/5/2021,309,0.08, ,0.00, ,300, ,13.2, ,77.7, ,42.0, ,55.9, ,100, ,60, ,87, ,52.0, ,3.1, ,73.7, ,55.3, 
71,11/6/2021,310,0.09, ,0, ,301, ,13.5, ,71.1, ,47.8, ,57.5, ,100, ,62, ,84, ,52.6, ,4.5, ,108.8, ,54.9, 
71,11/7/2021,311,0.10, ,0, ,315, ,9.6, ,62.7, ,42.6, ,52.3, ,93, ,45, ,72, ,43.4, ,6.1, ,147.6, ,54.4, 
71,11/8/2021,312,0.09, ,0.06, ,275, ,10.3, ,70.1, ,37.3, ,53.9, ,100, ,40, ,73, ,45.4, ,5.1, ,121.4, ,53.1, 
71,11/9/2021,313,0.05, ,0.06, ,163, ,13.7, ,68.6, ,47.8, ,56.3, ,100, ,73, ,89, ,53.0, ,7.7, ,184.4, ,53.3, 
71,11/10/2021,314,0.06, ,0, ,223, ,15.4,Y,70.0, ,47.7, ,58.0, ,100, ,75, ,94,Y,56.2,Y,5.2, ,124.6, ,53.6, 
71,11/11/2021,315,0.08, ,0.00, ,306, ,14.1, ,72.3, ,46.4, ,56.9, ,100, ,65, ,89, ,53.7, ,3.2, ,76.6, ,53.9, 
71,11/12/2021,316,0.03, ,0.02, ,184, ,14.4, ,67.4, ,47.6, ,54.1, ,100, ,91, ,100, ,54.3, ,2.6, ,62.8, ,53.8, 
71,11/13/2021,317,0.02, ,0.01, ,148, ,14.0, ,62.8, ,46.7, ,53.3, ,100, ,99, ,100, ,53.5, ,2.9, ,68.7, ,53.9, 
71,11/14/2021,318,0.00, ,0.01, ,61, ,14.0, ,55.7, ,51.7, ,53.5, ,100, ,100, ,100, ,53.5, ,2.9, ,69.3, ,53.9, 
71,11/15/2021,319,0.00, ,0, ,57, ,13.5, ,55.7, ,47.9, ,52.5, ,100, ,100, ,100, ,52.5, ,3.6, ,86.3, ,54.0, 
71,11/16/2021,320,0.01, ,0, ,82, ,13.4, ,59.7, ,42.6, ,52.2, ,100, ,97, ,100, ,52.3, ,5.0, ,120.7, ,53.8, 
71,11/17/2021,321,0.06, ,0.01, ,283, ,11.4, ,66.2, ,39.0, ,50.0, ,100, ,65, ,93, ,48.1, ,2.2, ,52.3, ,53.1, 
71,11/18/2021,322,0.02, ,0.01, ,118, ,12.3, ,57.8, ,42.1, ,49.8, ,100, ,100, ,100, ,50.0, ,2.2, ,52.0, ,52.4, 
71,11/19/2021,323,0.06, ,0, ,251, ,15.0, ,68.1, ,45.5, ,57.0, ,100, ,71, ,95, ,55.5, ,4.6, ,110.3, ,52.8, 
71,11/20/2021,324,0.08, ,0, ,282, ,12.1, ,65.4, ,40.8, ,55.1, ,100, ,54, ,81, ,49.5, ,6.0, ,143.9, ,53.3, 
71,11/21/2021,325,0.06, ,0.00, ,269, ,10.7, ,66.3, ,35.1, ,47.9, ,100, ,65, ,94, ,46.3, ,2.3, ,55.0, ,52.2, 
71,11/22/2021,326,0.06, ,0,R,180, ,11.7, ,67.2, ,38.3, ,51.5, ,100, ,65, ,90, ,48.6, ,3.3, ,79.0, ,51.4, 
71,11/23/2021,327,0.06, ,0.01, ,231, ,10.6, ,63.5, ,35.8, ,48.6, ,100, ,48, ,91, ,46.1, ,5.3, ,126.4, ,51.0, 
71,11/24/2021,328,0.10, ,0, ,282, ,7.2, ,62.0, ,35.7, ,50.0, ,100, ,39, ,58, ,36.0, ,6.7, ,160.1, ,50.4, 
71,11/25/2021,329,0.05, ,0.00, ,235, ,9.5, ,62.6, ,31.6, ,43.9, ,100, ,69, ,97, ,43.1, ,2.6, ,62.0, ,49.5, 
71,11/26/2021,330,0.06, ,0.00, ,255, ,10.6, ,67.3, ,38.4, ,49.7, ,100, ,50, ,87, ,46.1, ,2.5, ,60.9, ,49.3, 
71,11/27/2021,331,0.06, ,0, ,255, ,10.8, ,68.8, ,37.8, ,50.8, ,100, ,51, ,85, ,46.5, ,2.3, ,55.6, ,49.3, 
71,11/28/2021,332,0.06, ,0.00, ,250, ,11.6, ,69.2, ,38.1, ,50.6, ,100, ,61, ,92, ,48.4, ,2.8, ,68.0, ,49.3, 
71,11/29/2021,333,0.06, ,0.00, ,250, ,12.6, ,71.4,Y,38.4, ,51.8, ,100, ,69, ,96, ,50.8, ,2.9, ,68.5, ,49.2, 
71,11/30/2021,334,0.06, ,0.00, ,247, ,13.3, ,75.9,Y,38.7, ,52.6, ,100, ,70, ,98, ,52.1, ,2.5, ,59.0, ,49.2, 
