129,5/1/2022,121,0.19, ,0, ,667, ,10.4, ,66.5, ,42.0, ,53.5, ,94, ,52, ,75, ,45.7, ,3.5, ,83.8, ,61.4, 
129,5/2/2022,122,0.18, ,0, ,624, ,10.6, ,66.0, ,45.8, ,55.2, ,93, ,42, ,72, ,46.2, ,4.4, ,105.1, ,62.0, 
129,5/3/2022,123,0.20, ,0, ,683, ,9.6, ,70.2, ,39.1, ,54.8, ,94, ,37, ,65, ,43.3, ,3.6, ,85.9, ,61.8, 
129,5/4/2022,124,0.19,R,0, ,670, ,11.0, ,68.2, ,42.0, ,53.6, ,99, ,50, ,78, ,47.0, ,3.7, ,90.0, ,61.9, 
129,5/5/2022,125,0.14, ,0, ,519, ,11.7, ,64.2, ,47.6, ,53.8, ,99, ,57, ,83, ,48.8, ,3.6, ,85.7, ,62.5, 
129,5/6/2022,126,0.18, ,0, ,633, ,13.1, ,67.0, ,45.0, ,56.4, ,95, ,64, ,84, ,51.8, ,4.1, ,98.1, ,62.4, 
129,5/7/2022,127,0.20, ,0, ,653, ,11.2, ,66.7, ,44.7, ,57.7, ,96, ,44, ,69, ,47.4, ,5.0, ,119.8, ,63.5, 
129,5/8/2022,128,0.20, ,0, ,676, ,8.4,Y,60.4, ,39.6, ,51.3, ,91, ,47, ,65,Y,39.9,Y,6.2, ,148.5, ,61.8, 
129,5/9/2022,129,0.19, ,0, ,686, ,7.6,Y,58.0, ,35.5,Y,48.4,Y,89, ,50, ,66,Y,37.4,Y,5.4, ,129.0, ,60.3, 
129,5/10/2022,130,0.20, ,0, ,706,R,7.6,Y,59.7, ,35.8,Y,48.9,Y,90, ,43, ,64,Y,37.4,Y,4.9, ,118.8, ,59.6, 
129,5/11/2022,131,0.20,R,0, ,699, ,8.5,Y,64.9, ,34.9,Y,50.9, ,90, ,43, ,67,Y,40.4,Y,4.6, ,109.4, ,59.7, 
129,5/12/2022,132,0.18, ,0, ,653, ,9.3, ,65.3, ,39.0, ,53.2, ,91, ,44, ,67, ,42.5, ,3.3, ,78.3, ,60.6, 
129,5/13/2022,133,0.21, ,0, ,682, ,11.7, ,75.1, ,43.5, ,58.9, ,89, ,45, ,69, ,48.7, ,3.5, ,83.5, ,61.9, 
129,5/14/2022,134,0.21, ,0, ,684, ,13.0, ,74.1, ,47.3, ,59.3, ,95, ,54, ,75, ,51.5, ,3.6, ,85.2, ,63.5, 
129,5/15/2022,135,0.19, ,0, ,649, ,13.0, ,71.9, ,48.9, ,57.6, ,98, ,60, ,80, ,51.6, ,3.4, ,82.5, ,64.2, 
129,5/16/2022,136,0.17, ,0, ,591, ,12.5, ,66.5, ,48.9, ,56.3, ,94, ,62, ,81, ,50.4, ,3.4, ,82.1, ,64.6, 
129,5/17/2022,137,0.17, ,0, ,606, ,11.6, ,65.8, ,47.2, ,54.9, ,95, ,60, ,79, ,48.4, ,3.4, ,81.1, ,64.4, 
129,5/18/2022,138,0.21, ,0, ,694, ,12.1, ,73.5, ,46.9, ,58.9, ,94, ,43, ,71, ,49.7, ,3.4, ,80.7, ,64.5, 
129,5/19/2022,139,0.22, ,0, ,701, ,12.0, ,76.1, ,48.9, ,60.1, ,92, ,44, ,67, ,49.3, ,3.7, ,89.8, ,65.3, 
129,5/20/2022,140,0.22, ,0, ,719, ,9.6, ,70.1, ,43.6, ,57.0, ,89, ,34, ,61, ,43.5, ,3.7, ,88.7, ,64.8, 
129,5/21/2022,141,0.20, ,0, ,714, ,10.6, ,65.8, ,43.9, ,53.7, ,91, ,52, ,75, ,46.0, ,3.9, ,92.5, ,64.4, 
129,5/22/2022,142,0.16, ,0, ,598, ,11.6, ,64.3, ,46.7, ,53.9, ,97, ,61, ,82, ,48.5, ,3.6, ,86.3, ,64.9, 
129,5/23/2022,143,0.21,R,0, ,704, ,11.5, ,70.3, ,44.9, ,56.6, ,93, ,50, ,73, ,48.1, ,3.4, ,82.2, ,65.1, 
129,5/24/2022,144,0.22, ,0, ,704, ,12.2, ,77.9, ,44.2, ,60.0, ,93, ,44, ,69, ,49.7, ,3.2, ,77.7, ,65.6, 
129,5/25/2022,145,0.18, ,0, ,660, ,12.8, ,62.7, ,49.6, ,55.7, ,96, ,71, ,85, ,51.2, ,5.0, ,119.9, ,65.7, 
129,5/26/2022,146,0.06, ,0, ,244, ,13.1, ,59.7, ,51.9, ,55.9, ,96, ,78, ,86, ,51.8, ,5.9, ,140.7, ,64.3, 
129,5/27/2022,147,0.14, ,0, ,490, ,12.7, ,64.1, ,53.2, ,57.8, ,91, ,64, ,78, ,50.9, ,5.1, ,121.6, ,64.2, 
129,5/28/2022,148,0.18, ,0, ,644, ,13.4, ,66.1, ,52.4, ,57.4, ,97, ,62, ,83, ,52.3, ,4.7, ,112.0, ,65.3, 
129,5/29/2022,149,0.22, ,0, ,716, ,12.1, ,68.9, ,49.3, ,58.8, ,97, ,50, ,72, ,49.7, ,4.7, ,111.8, ,66.3, 
129,5/30/2022,150,0.20, ,0, ,725, ,11.1, ,66.8, ,47.2, ,55.1, ,91, ,52, ,75, ,47.3, ,4.0, ,96.3, ,66.5, 
129,5/31/2022,151,0.21, ,0, ,719, ,11.4, ,68.1, ,44.4, ,56.6, ,95, ,54, ,73, ,48.1, ,3.5, ,83.0, ,66.4, 
