195,5/1/2022,121,0.23, ,0, ,691,R,9.1, ,77.7, ,43.4, ,60.9, ,93, ,22, ,50, ,42.1, ,3.8, ,92.1, ,64.9, 
195,5/2/2022,122,0.20, ,0, ,608, ,8.8, ,71.3, ,46.0, ,59.9, ,68, ,34, ,50, ,41.3, ,3.1, ,74.0, ,65.2, 
195,5/3/2022,123,0.24, ,0, ,705,R,8.0, ,78.3, ,40.6, ,60.9, ,78, ,25, ,44, ,38.9, ,3.5, ,84.6, ,65.2, 
195,5/4/2022,124,0.25, ,0, ,701,R,9.2, ,84.3, ,54.2, ,69.2, ,57, ,21, ,38, ,42.3, ,2.8, ,67.8, ,65.8, 
195,5/5/2022,125,0.15, ,0, ,385, ,10.1, ,74.0, ,57.1, ,65.7, ,68, ,35, ,47, ,44.7, ,2.7, ,63.8, ,66.8, 
195,5/6/2022,126,0.14, ,0, ,436, ,13.0, ,73.3, ,51.7, ,62.9, ,89, ,51, ,66, ,51.5, ,2.6, ,63.6, ,66.7, 
195,5/7/2022,127,0.20, ,0, ,661, ,10.2, ,71.2, ,49.7, ,60.0, ,86, ,29, ,58, ,45.1, ,2.7, ,65.2, ,66.8, 
195,5/8/2022,128,0.16, ,0, ,523, ,7.3, ,64.2, ,38.8, ,51.1, ,96, ,26, ,57, ,36.5, ,3.5, ,83.4, ,66.9, 
195,5/9/2022,129,0.12, ,0.04, ,436, ,7.3, ,60.8, ,38.7, ,47.4,Y,86, ,41, ,65,Y,36.3,Y,3.0, ,72.5, ,65.6, 
195,5/10/2022,130,0.10, ,0.00, ,372, ,7.6, ,59.4, ,38.4,Y,46.9,Y,91, ,48, ,69,Y,37.4,Y,2.9, ,70.4, ,64.1, 
195,5/11/2022,131,0.21, ,0, ,721,R,6.9, ,69.2, ,37.5,Y,52.9, ,81, ,25, ,50, ,35.0, ,3.3, ,80.2, ,63.0, 
195,5/12/2022,132,0.20, ,0, ,635, ,6.5, ,71.7, ,42.7, ,56.9, ,76, ,16, ,41, ,33.4, ,2.9, ,70.5, ,63.8, 
195,5/13/2022,133,0.25, ,0, ,704, ,8.2, ,79.0, ,49.7, ,64.8, ,60, ,25, ,39, ,39.3, ,3.9, ,93.7, ,64.5, 
195,5/14/2022,134,0.27, ,0, ,711, ,10.9, ,87.1, ,55.9, ,71.9, ,58, ,22, ,41, ,46.8, ,3.8, ,91.3, ,65.9, 
195,5/15/2022,135,0.25, ,0, ,667, ,13.0, ,89.8, ,61.1, ,74.1, ,64, ,26, ,45, ,51.5, ,3.1, ,74.7, ,67.4, 
195,5/16/2022,136,0.23, ,0, ,691, ,12.0, ,81.5, ,53.4, ,67.1, ,76, ,32, ,53, ,49.4, ,2.7, ,64.6, ,68.6, 
195,5/17/2022,137,0.26, ,0, ,723,R,11.1, ,86.6, ,53.2, ,69.8, ,72, ,18, ,44, ,47.2, ,3.2, ,76.5, ,69.0, 
195,5/18/2022,138,0.27, ,0, ,701, ,11.3, ,93.5, ,58.4, ,75.1, ,61, ,15, ,38, ,47.7, ,3.3, ,78.4, ,69.7, 
195,5/19/2022,139,0.27, ,0, ,686, ,8.0, ,86.7, ,52.6, ,72.2, ,53, ,7, ,30, ,38.9, ,3.7, ,88.5, ,70.5, 
195,5/20/2022,140,0.28, ,0, ,746,R,5.8,Y,81.1, ,42.9, ,63.9, ,65, ,12, ,28,Y,30.6,Y,4.3, ,103.4, ,70.4, 
195,5/21/2022,141,0.27, ,0, ,727, ,6.3, ,84.8, ,47.6, ,68.2, ,50, ,13, ,27, ,32.8, ,3.1, ,73.4, ,70.1, 
195,5/22/2022,142,0.28, ,0, ,715, ,7.3, ,86.8, ,55.1, ,71.7, ,49, ,15, ,28, ,36.5, ,3.5, ,83.0, ,70.5, 
195,5/23/2022,143,0.28, ,0, ,708, ,9.4, ,89.4, ,58.9, ,74.0, ,51, ,18, ,33, ,42.8, ,3.7, ,89.0, ,71.1, 
195,5/24/2022,144,0.29, ,0, ,715, ,9.6, ,94.3, ,62.6, ,78.4, ,47, ,12, ,29, ,43.6, ,3.7, ,88.7, ,71.7, 
195,5/25/2022,145,0.28, ,0, ,690, ,11.4, ,98.0, ,68.0, ,82.2, ,47, ,17, ,30, ,48.1, ,3.0, ,71.7, ,72.6, 
195,5/26/2022,146,0.24, ,0, ,595, ,11.3, ,84.5, ,60.0, ,73.3, ,62, ,27, ,40, ,47.8, ,3.0, ,71.2, ,73.5, 
195,5/27/2022,147,0.21, ,0, ,607, ,13.4, ,79.1, ,54.5, ,66.3, ,84, ,43, ,61, ,52.4, ,2.7, ,64.9, ,73.2, 
195,5/28/2022,148,0.15, ,0.00, ,452, ,12.4, ,75.8, ,55.7, ,64.0, ,85, ,39, ,61, ,50.3, ,3.0, ,72.1, ,72.9, 
195,5/29/2022,149,0.24, ,0, ,736, ,9.5, ,76.7, ,53.5, ,63.6, ,95, ,21, ,47, ,43.2, ,3.1, ,73.9, ,72.3, 
195,5/30/2022,150,0.25, ,0, ,745,R,7.9, ,78.3, ,50.0, ,64.0, ,68, ,17, ,39, ,38.4, ,3.2, ,77.0, ,72.2, 
195,5/31/2022,151,0.28, ,0.04,H,743, ,7.9, ,84.4, ,47.8, ,68.9, ,67, ,18, ,33, ,38.4, ,4.2, ,99.6, ,72.2, 
