232,5/1/2022,121,--,N,0, ,673, ,11.0, ,66.6, ,43.6, ,54.6, ,97, ,53, ,75, ,47.1, ,5.1, ,123.2, ,64.3, 
232,5/2/2022,122,--,N,0, ,623, ,11.0, ,66.4, ,42.2, ,53.4, ,97, ,57, ,79, ,47.2, ,4.5, ,107.6, ,64.0, 
232,5/3/2022,123,--,N,0, ,683, ,10.0, ,73.5, ,43.0, ,56.3, ,92, ,36, ,65, ,44.5, ,4.5, ,108.9, ,63.8, 
232,5/4/2022,124,--,N,0, ,678, ,11.1, ,76.7, ,42.8, ,57.1, ,96, ,40, ,70, ,47.4, ,3.5, ,83.2, ,64.1, 
232,5/5/2022,125,--,N,0, ,582, ,11.8, ,66.7, ,47.1, ,54.1, ,99, ,60, ,83, ,49.0, ,3.5, ,82.9, ,65.0, 
232,5/6/2022,126,--,N,0, ,655, ,13.3, ,69.4, ,47.0, ,57.6, ,97, ,59, ,82, ,52.1, ,4.5, ,108.7, ,65.1, 
232,5/7/2022,127,--,N,0.00, ,650, ,12.2, ,67.6, ,46.8, ,56.4, ,100, ,56, ,79, ,49.8, ,6.3, ,150.4, ,65.8, 
232,5/8/2022,128,--,N,0, ,690, ,9.3, ,64.9, ,44.0, ,53.4, ,96, ,43, ,67, ,42.7, ,7.2,Y,172.3,Y,64.5, 
232,5/9/2022,129,--,N,0, ,703, ,7.7,R,63.8, ,40.7,Y,52.2, ,89, ,34, ,--,R,--,I,6.3, ,151.8, ,63.5, 
232,5/10/2022,130,--,N,0, ,705, ,8.0,Y,64.5, ,39.0,Y,51.9, ,89, ,35, ,60,Y,38.7,Y,5.5, ,132.6, ,63.0, 
232,5/11/2022,131,--,N,0, ,703, ,8.8,Y,64.7, ,38.3,R,52.2, ,91, ,37, ,66,Y,41.2,Y,5.6, ,134.8, ,62.8, 
232,5/12/2022,132,--,N,0, ,702, ,9.6, ,68.8, ,40.0,Y,55.1, ,96, ,42, ,65, ,43.5, ,5.5, ,130.9, ,63.5, 
232,5/13/2022,133,--,N,0, ,703, ,9.0,Y,89.6,R,47.7, ,65.4,Y,90,H,14,H,42,Y,41.8,Y,5.4, ,129.6, ,65.7, 
232,5/14/2022,134,--,N,0, ,691, ,12.3, ,85.7,Y,49.4, ,64.6,H,91,H,43,H,59, ,50.0, ,5.5, ,133.1, ,67.4, 
232,5/15/2022,135,--,N,0, ,578, ,12.8, ,68.1, ,49.0, ,56.3, ,96, ,61, ,83, ,51.2, ,4.4, ,106.0, ,67.0, 
232,5/16/2022,136,--,N,0, ,653, ,12.5, ,67.0, ,48.0, ,55.8, ,100, ,60, ,82, ,50.4, ,5.7, ,136.2, ,67.0, 
232,5/17/2022,137,--,N,0, ,644, ,11.6, ,67.0, ,45.7, ,54.7, ,99, ,55, ,80, ,48.5, ,4.5, ,107.3, ,66.5, 
232,5/18/2022,138,--,N,0, ,675, ,11.9, ,72.4, ,46.8, ,57.9, ,98, ,45, ,72, ,49.0, ,3.7, ,88.2, ,66.9, 
232,5/19/2022,139,--,N,0, ,693, ,11.7, ,73.6, ,47.5, ,59.1, ,91, ,49, ,68, ,48.7, ,4.5, ,108.2, ,67.1, 
232,5/20/2022,140,--,N,0, ,668, ,11.7, ,73.4, ,47.0, ,59.4, ,85, ,47, ,68, ,48.7, ,3.7, ,88.8, ,67.8, 
232,5/21/2022,141,--,N,0, ,699, ,11.5, ,76.9, ,45.7, ,58.3, ,92, ,41, ,69, ,48.2, ,4.1, ,97.8, ,67.1, 
232,5/22/2022,142,--,N,0, ,656, ,11.9, ,68.7, ,49.3, ,56.0, ,93, ,53, ,77, ,49.1, ,4.2, ,100.0, ,67.4, 
232,5/23/2022,143,--,N,0, ,699, ,11.8, ,71.8, ,45.3, ,57.7, ,96, ,50, ,72, ,48.8, ,4.1, ,97.6, ,67.1, 
232,5/24/2022,144,--,N,0, ,693, ,12.8, ,76.1, ,47.9, ,60.4, ,93, ,48, ,71, ,51.1, ,3.6, ,87.4, ,67.7, 
232,5/25/2022,145,--,N,0, ,646, ,14.7, ,77.2, ,51.3, ,60.4, ,98, ,53, ,82, ,54.9, ,4.1, ,98.3, ,68.5, 
232,5/26/2022,146,--,N,0.01, ,223, ,15.1,Y,65.2, ,55.5, ,59.0, ,100, ,72, ,88,Y,55.6,Y,3.1, ,74.2, ,67.4, 
232,5/27/2022,147,--,N,0, ,582, ,13.4, ,74.2, ,51.7, ,61.7, ,89, ,50, ,71, ,52.4, ,4.1, ,99.4, ,68.0, 
232,5/28/2022,148,--,N,0, ,605, ,13.3, ,67.9, ,49.7, ,57.8, ,97, ,59, ,81, ,52.1, ,4.8, ,115.7, ,67.9, 
232,5/29/2022,149,--,N,0.00,H,708, ,12.4, ,69.4, ,48.5, ,58.2, ,100, ,54, ,75, ,50.3, ,6.0, ,144.9, ,67.9, 
232,5/30/2022,150,--,N,0, ,714, ,11.5, ,66.8, ,46.1, ,56.1, ,97, ,54, ,75, ,48.2, ,5.5, ,132.4, ,67.6, 
232,5/31/2022,151,--,N,0, ,711, ,11.7, ,68.6, ,45.2, ,56.4, ,97, ,52, ,75, ,48.7, ,4.7, ,112.9, ,67.2, 
