258,5/1/2022,121,0.23, ,0, ,719,R,10.8, ,77.6, ,46.3, ,62.2, ,92, ,30, ,57, ,46.6, ,3.4, ,80.6, ,71.3, 
258,5/2/2022,122,0.25, ,0, ,700,R,9.8, ,83.8, ,49.2, ,67.6, ,83, ,20, ,42, ,44.0, ,3.8, ,91.1, ,71.9, 
258,5/3/2022,123,0.23, ,0, ,729,R,9.7, ,78.0, ,45.2, ,62.9, ,87, ,29, ,49, ,43.6, ,3.2, ,77.3, ,72.2, 
258,5/4/2022,124,0.25, ,0, ,711,R,9.9, ,88.7, ,49.4, ,69.7, ,83, ,16, ,40, ,44.4, ,2.7, ,64.6, ,73.1, 
258,5/5/2022,125,0.27, ,0, ,698, ,9.2, ,91.4, ,52.8, ,73.9, ,67, ,18, ,32, ,42.4, ,3.5, ,83.5, ,74.5, 
258,5/6/2022,126,0.25, ,0, ,726,R,12.1, ,84.9, ,49.7, ,68.5, ,83, ,28, ,51, ,49.7, ,3.4, ,81.7, ,75.2, 
258,5/7/2022,127,0.22, ,0, ,685, ,11.2, ,77.6, ,49.3, ,64.6, ,87, ,26, ,54, ,47.6, ,3.5, ,84.9, ,75.1, 
258,5/8/2022,128,0.23, ,0, ,721,R,7.6, ,70.3, ,44.9, ,58.7, ,85, ,18, ,45, ,37.4, ,5.0,R,120.0,R,73.0, 
258,5/9/2022,129,0.22, ,0, ,767,R,6.3, ,65.9, ,38.4,Y,52.5,Y,85, ,20, ,47,Y,32.8,Y,3.6, ,86.4, ,71.2, 
258,5/10/2022,130,0.21, ,0, ,721,R,6.3, ,67.6, ,39.5,Y,53.5,Y,85, ,21, ,45,Y,32.8,Y,3.9, ,92.9, ,69.9, 
258,5/11/2022,131,0.23, ,0, ,767,R,6.4, ,69.8, ,35.3,Y,53.6, ,91, ,20, ,46, ,33.3, ,3.9, ,92.9, ,69.4, 
258,5/12/2022,132,0.22, ,0, ,695, ,7.2, ,76.2, ,38.2,Y,58.7, ,88, ,22, ,43, ,36.1, ,3.3, ,78.2, ,69.6, 
258,5/13/2022,133,0.25, ,0, ,743,R,8.3, ,82.7, ,40.2,Y,63.2, ,87, ,22, ,42, ,39.8, ,3.2, ,75.8, ,70.8, 
258,5/14/2022,134,0.26, ,0, ,720,R,11.3, ,90.1, ,48.7, ,71.8, ,79, ,24, ,42, ,47.7, ,3.4, ,81.0, ,73.5, 
258,5/15/2022,135,0.24, ,0, ,607, ,13.0, ,92.3, ,58.2, ,75.9, ,74, ,22, ,42, ,51.4, ,3.4, ,81.6, ,75.6, 
258,5/16/2022,136,0.27, ,0, ,740,R,11.0, ,87.6, ,53.4, ,70.3, ,81, ,19, ,43, ,47.0, ,3.7, ,89.4, ,74.6, 
258,5/17/2022,137,0.25, ,0, ,736,R,11.9, ,85.9, ,48.2, ,68.1, ,89, ,27, ,51, ,49.2, ,3.3, ,79.9, ,73.7, 
258,5/18/2022,138,0.27, ,0, ,714, ,12.4, ,91.5, ,54.2, ,74.4, ,83, ,23, ,43, ,50.3, ,3.4, ,82.5, ,75.6, 
258,5/19/2022,139,0.28, ,0, ,703, ,13.1, ,94.1, ,59.1, ,77.0, ,70, ,24, ,41, ,51.8, ,3.9, ,92.6, ,77.7, 
258,5/20/2022,140,0.26, ,0, ,755,R,8.6, ,80.6, ,53.7, ,67.1, ,67, ,17, ,38, ,40.6, ,3.9, ,94.0, ,75.1, 
258,5/21/2022,141,0.26, ,0, ,743,R,7.8, ,84.8, ,46.1, ,66.7, ,76, ,14, ,35, ,38.1, ,3.3, ,79.2, ,71.7, 
258,5/22/2022,142,0.26, ,0, ,720, ,9.0, ,89.3, ,47.1, ,69.3, ,75, ,17, ,37, ,41.7, ,3.6, ,86.0, ,70.4, 
258,5/23/2022,143,0.26, ,0, ,706, ,10.3, ,90.3, ,51.0, ,72.3, ,77, ,19, ,38, ,45.3, ,3.4, ,80.9, ,70.8, 
258,5/24/2022,144,0.27, ,0, ,703, ,12.1, ,95.5, ,54.6, ,76.0, ,76, ,17, ,39, ,49.5, ,3.1, ,73.8, ,73.1, 
258,5/25/2022,145,0.28, ,0, ,691, ,12.2, ,100.7, ,57.8, ,79.6, ,81, ,12, ,35, ,49.7, ,2.8, ,68.2, ,74.8, 
258,5/26/2022,146,0.29, ,0, ,685, ,13.0, ,97.8, ,58.5, ,80.2, ,70, ,21, ,37, ,51.6, ,3.8, ,92.1, ,75.1, 
258,5/27/2022,147,0.24, ,0, ,650, ,14.1, ,85.3, ,55.5, ,71.1, ,91, ,33, ,54, ,53.6, ,3.3, ,79.3, ,74.2, 
258,5/28/2022,148,0.26, ,0, ,672, ,11.9, ,82.3, ,54.5, ,70.3, ,88, ,21, ,47, ,49.0, ,4.9,Y,117.2,Y,72.6, 
258,5/29/2022,149,0.21, ,0, ,613, ,11.1, ,79.9, ,50.6, ,64.8, ,84, ,21, ,53, ,47.3, ,3.9, ,93.9, ,70.3, 
258,5/30/2022,150,0.25, ,0, ,700, ,8.7, ,82.3, ,44.9, ,64.5, ,81, ,21, ,42, ,41.0, ,3.8, ,92.2, ,68.7, 
258,5/31/2022,151,0.25, ,0, ,711, ,9.0, ,84.4, ,45.9, ,65.9, ,73, ,19, ,41, ,41.7, ,3.3, ,80.1, ,69.2, 
