126,5/1/2022,121,0.21, ,0, ,671, ,9.4, ,75.6, ,42.5, ,57.3, ,90, ,33, ,59, ,42.9, ,3.2, ,77.7, ,64.0, 
126,5/2/2022,122,0.20, ,0, ,675, ,9.6, ,69.4, ,42.3, ,55.5, ,91, ,39, ,64, ,43.4, ,3.5, ,83.0, ,64.1, 
126,5/3/2022,123,0.22, ,0, ,691, ,7.7, ,80.4, ,42.0, ,59.8, ,84, ,21, ,44, ,37.9, ,2.9, ,70.8, ,64.3, 
126,5/4/2022,124,0.24, ,0, ,693, ,8.8, ,88.3, ,43.5, ,62.0, ,91, ,20, ,46, ,41.2, ,3.1, ,73.8, ,65.6, 
126,5/5/2022,125,0.19, ,0, ,570, ,9.4, ,76.4, ,31.0,R,57.4, ,97, ,35, ,58, ,42.9, ,3.2, ,76.3, ,66.0, 
126,5/6/2022,126,0.22, ,0, ,677, ,11.8, ,76.0, ,47.1, ,61.0, ,88, ,42, ,65, ,49.0, ,3.5, ,82.9, ,66.2, 
126,5/7/2022,127,0.21, ,0, ,677, ,10.1, ,69.5, ,45.2, ,59.4, ,86, ,42, ,58, ,44.9, ,4.5, ,107.8, ,67.2, 
126,5/8/2022,128,0.20, ,0, ,652, ,7.6, ,64.1, ,40.9, ,52.2, ,84, ,38, ,57, ,37.6, ,4.6, ,109.7, ,65.5, 
126,5/9/2022,129,0.18, ,0, ,827,R,6.6,Y,62.6, ,41.1, ,53.8, ,79, ,36, ,47,Y,33.9,Y,5.9,Y,142.8,Y,64.1, 
126,5/10/2022,130,0.20, ,0, ,692, ,6.8,Y,62.9, ,36.0,Y,50.3, ,83, ,35, ,55,Y,34.6,Y,4.2, ,101.1, ,63.1, 
126,5/11/2022,131,0.21, ,0, ,715,R,7.2,Y,67.4, ,40.5, ,53.5, ,79, ,29, ,52,Y,36.2,Y,4.1, ,97.8, ,63.3, 
126,5/12/2022,132,0.21, ,0, ,667, ,7.8, ,72.5, ,36.6,Y,55.1, ,85, ,27, ,53, ,38.2, ,3.9, ,94.2, ,63.9, 
126,5/13/2022,133,0.24, ,0, ,703, ,10.9, ,84.6, ,45.4, ,63.9, ,86, ,29, ,54, ,46.7, ,3.8, ,90.4, ,65.4, 
126,5/14/2022,134,0.25, ,0, ,707, ,11.7, ,90.2, ,49.1, ,69.3, ,90, ,27, ,48, ,48.8, ,3.3, ,79.0, ,68.1, 
126,5/15/2022,135,0.23, ,0, ,697, ,11.9, ,80.3, ,50.3, ,64.3, ,77, ,40, ,58, ,49.2, ,3.3, ,79.0, ,69.6, 
126,5/16/2022,136,0.22, ,0, ,706, ,11.3, ,73.9, ,47.0, ,59.3, ,90, ,44, ,66, ,47.8, ,3.5, ,85.2, ,69.4, 
126,5/17/2022,137,0.22, ,0, ,714, ,10.4, ,75.7, ,42.4, ,58.4, ,93, ,37, ,62, ,45.6, ,3.2, ,76.3, ,68.7, 
126,5/18/2022,138,0.25, ,0, ,719, ,10.3, ,89.2, ,43.7, ,67.2, ,89, ,23, ,45, ,45.2, ,2.9, ,68.7, ,69.2, 
126,5/19/2022,139,0.26, ,0, ,715, ,10.9, ,86.2, ,53.2, ,68.8, ,66, ,29, ,45, ,46.8, ,3.6, ,86.2, ,71.4, 
126,5/20/2022,140,0.25, ,0, ,734,R,7.6,Y,77.4, ,50.7, ,63.2, ,68, ,22, ,38,Y,37.3,Y,3.9, ,94.3, ,71.0, 
126,5/21/2022,141,0.24, ,0, ,732,R,8.3, ,80.6, ,45.0, ,60.9, ,80, ,25, ,46, ,39.8, ,3.2, ,77.1, ,70.4, 
126,5/22/2022,142,0.23, ,0, ,719, ,9.8, ,79.6, ,43.6, ,60.2, ,85, ,29, ,55, ,44.1, ,3.2, ,77.8, ,70.0, 
126,5/23/2022,143,0.25, ,0, ,720, ,9.9, ,84.9, ,46.2, ,65.1, ,82, ,24, ,47, ,44.2, ,3.0, ,72.9, ,70.7, 
126,5/24/2022,144,0.27,R,0, ,720, ,9.2, ,97.3,Y,46.9, ,73.1,Y,78, ,15, ,33,Y,42.4,Y,2.9, ,68.7, ,71.9, 
126,5/25/2022,145,0.25,R,0, ,707, ,10.7, ,87.7, ,52.1, ,68.4, ,93, ,27, ,45, ,46.2, ,3.3, ,79.4, ,73.8, 
126,5/26/2022,146,0.16, ,0, ,548, ,12.9, ,67.6, ,51.6, ,57.7, ,94, ,60, ,79, ,51.3, ,4.6, ,110.2, ,72.1, 
126,5/27/2022,147,0.15, ,0, ,492, ,12.8, ,69.9, ,54.1, ,59.0, ,93, ,51, ,75, ,51.0, ,4.7, ,112.2, ,70.5, 
126,5/28/2022,148,0.22, ,0, ,622, ,12.1, ,75.0, ,53.5, ,62.0, ,89, ,43, ,64, ,49.7, ,5.0, ,119.6, ,70.2, 
126,5/29/2022,149,0.23, ,0, ,699, ,10.7, ,76.3, ,48.5, ,62.3, ,87, ,27, ,56, ,46.4, ,4.1, ,97.7, ,70.5, 
126,5/30/2022,150,0.24, ,0, ,740,R,9.2, ,74.7, ,43.7, ,58.6, ,85, ,30, ,55, ,42.3, ,3.4, ,82.1, ,70.5, 
126,5/31/2022,151,0.25, ,0.02,H,740, ,8.8,Y,83.4, ,42.7, ,63.4, ,86, ,22, ,44,Y,41.1,Y,3.6, ,85.4, ,70.3, 
