236,5/1/2022,121,0.18, ,0, ,682, ,5.3, ,69.6, ,16.7, ,43.2, ,95, ,24, ,56, ,28.5, ,3.0, ,72.4, ,50.5, 
236,5/2/2022,122,0.15, ,0.07, ,541, ,5.4, ,48.8, ,28.2, ,39.3, ,94, ,46, ,66, ,29.1, ,9.3, ,223.4, ,50.6, 
236,5/3/2022,123,0.19, ,0, ,680, ,5.7, ,65.9, ,16.7, ,41.8, ,95, ,33, ,64, ,30.4, ,3.3, ,78.5, ,49.6, 
236,5/4/2022,124,0.23, ,0, ,694, ,7.1, ,78.7, ,24.1, ,52.7, ,94, ,25, ,53, ,35.9, ,3.8, ,91.6, ,52.1, 
236,5/5/2022,125,0.06, ,0.06, ,182, ,8.3, ,55.8, ,37.8, ,49.0, ,85, ,43, ,70, ,39.6, ,7.3, ,175.7, ,52.3, 
236,5/6/2022,126,0.19, ,0.06, ,493, ,7.7, ,60.3, ,36.6, ,49.6, ,74, ,48, ,63, ,37.7, ,13.9,R,332.5,R,51.4, 
236,5/7/2022,127,0.12, ,0.06, ,444, ,5.9, ,47.6,Y,26.9, ,39.0, ,81, ,63, ,73, ,31.2, ,8.8, ,211.1, ,50.0, 
236,5/8/2022,128,0.07,R,0.04, ,321, ,4.1, ,38.8,R,18.4, ,29.6,R,90, ,61, ,--,R,--,I,6.1, ,145.9, ,46.7,Y
236,5/9/2022,129,0.09,R,0.01, ,419, ,4.4, ,41.8,Y,16.7,Y,30.7,R,92, ,51, ,--,R,--,I,5.2, ,125.0, ,--,S
236,5/10/2022,130,0.10, ,0.02, ,433, ,5.0, ,47.9,Y,22.0, ,34.1,Y,94, ,47, ,76,Y,27.2,Y,4.5, ,108.6, ,45.4,R
236,5/11/2022,131,0.15, ,0, ,573, ,4.9, ,55.5, ,15.2,Y,37.9,Y,95, ,34, ,63,Y,26.6,Y,4.4, ,104.4, ,46.3,R
236,5/12/2022,132,0.09, ,0, ,281, ,6.0, ,52.9, ,30.5, ,43.2, ,89, ,38, ,63, ,31.6, ,6.7, ,159.8, ,47.6,Y
236,5/13/2022,133,0.09, ,0, ,294, ,7.2, ,59.5, ,27.9, ,47.2, ,87, ,39, ,65, ,36.2, ,6.1, ,146.8, ,47.3,R
236,5/14/2022,134,0.21, ,0, ,622, ,8.4, ,68.3, ,36.9, ,54.4, ,87, ,34, ,58, ,40.0, ,7.3, ,175.0, ,50.1,Y
236,5/15/2022,135,0.25, ,0, ,691, ,8.3, ,73.4, ,29.7, ,54.4, ,94, ,37, ,57, ,39.6, ,5.6, ,134.1, ,53.0, 
236,5/16/2022,136,0.21, ,0, ,618, ,6.9, ,67.2, ,25.6, ,48.2, ,94, ,32, ,60, ,34.9, ,5.5, ,132.3, ,53.2, 
236,5/17/2022,137,0.24, ,0, ,736, ,5.8, ,69.9, ,23.6, ,48.8, ,98, ,22, ,50, ,30.8, ,4.8, ,114.4, ,53.4, 
236,5/18/2022,138,0.24, ,0, ,698, ,7.8, ,69.9, ,25.9, ,51.4, ,84, ,34, ,60, ,38.0, ,5.6, ,134.8, ,54.4, 
236,5/19/2022,139,0.24, ,0, ,748,R,5.0, ,54.5, ,24.3, ,42.9, ,85, ,31, ,53, ,27.1, ,10.2,Y,244.9,Y,54.8, 
236,5/20/2022,140,0.22, ,0, ,755,R,4.3,Y,61.6, ,16.2,Y,41.3, ,87, ,22, ,49,Y,23.4,Y,5.0, ,120.6, ,53.2, 
236,5/21/2022,141,0.23, ,0, ,761,R,5.1, ,67.9, ,20.2,Y,47.0, ,88, ,21, ,46, ,27.4, ,4.4, ,106.7, ,53.9, 
236,5/22/2022,142,0.23, ,0, ,726, ,5.6, ,69.0, ,23.1, ,49.3, ,83, ,27, ,46, ,29.6, ,4.5, ,107.3, ,54.9, 
236,5/23/2022,143,0.25, ,0, ,735, ,7.0, ,72.1, ,34.3, ,54.1, ,79, ,31, ,49, ,35.5, ,5.3, ,127.2, ,56.6, 
236,5/24/2022,144,0.25, ,0, ,732, ,7.0, ,75.3, ,26.1, ,54.4, ,88, ,22, ,49, ,35.4, ,4.9, ,118.3, ,57.1, 
236,5/25/2022,145,0.27, ,0, ,746, ,7.3, ,81.9, ,30.7, ,59.0, ,92, ,19, ,43, ,36.6, ,3.9, ,94.4, ,58.5, 
236,5/26/2022,146,0.21, ,0.00, ,319, ,9.3, ,77.6, ,34.7, ,54.8, ,95, ,28, ,64, ,42.7, ,6.5, ,154.8, ,60.7, 
236,5/27/2022,147,0.12, ,0.00, ,355, ,8.4, ,67.1, ,33.0, ,49.2, ,97, ,42, ,70, ,40.0, ,5.1, ,122.2, ,57.5, 
236,5/28/2022,148,0.15, ,0.03, ,449, ,7.6, ,58.7, ,31.2, ,46.2, ,98, ,54, ,71, ,37.4, ,8.3,Y,199.8,Y,55.9, 
236,5/29/2022,149,0.21, ,0, ,678, ,5.7, ,56.0, ,29.9, ,44.0, ,79, ,36, ,58, ,30.1, ,9.8,R,234.5,R,55.4, 
236,5/30/2022,150,0.21, ,0.07,H,770,R,5.6, ,60.9, ,23.6,Y,41.2,Y,93, ,34, ,64,Y,29.8,Y,4.8, ,115.9, ,55.7, 
236,5/31/2022,151,0.22, ,0.00, ,766,R,7.0, ,71.0, ,24.1, ,48.1, ,97, ,33, ,61, ,35.3, ,3.1, ,73.4, ,56.0, 
