244,5/1/2022,121,0.23, ,0, ,675, ,9.5, ,80.7, ,45.6, ,63.4, ,94, ,21, ,47, ,43.1, ,4.9, ,118.2, ,60.0, 
244,5/2/2022,122,0.23, ,0, ,644, ,8.6, ,75.5, ,53.0, ,62.5, ,73, ,25, ,45, ,40.8, ,7.1, ,171.1, ,59.9, 
244,5/3/2022,123,0.25, ,0, ,680, ,8.5, ,79.6, ,50.4, ,64.4, ,60, ,29, ,41, ,40.3, ,7.3, ,174.6, ,60.8, 
244,5/4/2022,124,0.24, ,0, ,675, ,11.1, ,85.8, ,56.2, ,71.3, ,62, ,25, ,43, ,47.4, ,4.1, ,98.1, ,62.6, 
244,5/5/2022,125,0.09, ,0, ,188, ,11.5, ,73.2, ,56.9, ,65.0, ,77, ,41, ,55, ,48.2, ,6.6, ,157.9, ,62.2, 
244,5/6/2022,126,0.19, ,0, ,533, ,13.6, ,79.1, ,54.6, ,64.9, ,92, ,45, ,65, ,52.7, ,7.1, ,170.3, ,61.7, 
244,5/7/2022,127,0.22, ,0, ,662, ,9.8, ,75.4, ,48.8, ,62.0, ,94, ,32, ,51, ,43.9, ,4.2, ,100.4, ,61.7, 
244,5/8/2022,128,0.20, ,0, ,590, ,6.4, ,66.0, ,44.4, ,54.4, ,60, ,30, ,44, ,33.2, ,6.3, ,151.0, ,60.9, 
244,5/9/2022,129,0.14, ,0.02, ,514, ,8.0, ,62.0, ,40.4, ,52.1,Y,93, ,40, ,60,Y,38.7,Y,4.7, ,111.9, ,59.3, 
244,5/10/2022,130,0.15, ,0.08, ,586, ,8.6, ,65.0, ,40.4, ,51.0,Y,94, ,37, ,68,Y,40.7,Y,3.4, ,82.1, ,58.3,Y
244,5/11/2022,131,0.20, ,0, ,698, ,8.5, ,73.9, ,36.4,Y,56.5, ,100, ,24, ,54, ,40.2, ,3.1, ,73.5, ,58.1,Y
244,5/12/2022,132,0.19, ,0, ,603, ,9.1, ,72.0, ,48.1, ,59.4, ,82, ,25, ,52, ,42.0, ,4.5, ,107.8, ,58.8, 
244,5/13/2022,133,0.21, ,0, ,676, ,12.4, ,82.5, ,43.5, ,64.9, ,96, ,35, ,59, ,50.2, ,2.8, ,66.8, ,59.4, 
244,5/14/2022,134,0.25, ,0, ,692, ,13.7, ,88.7, ,51.9, ,72.1, ,95, ,28, ,51, ,53.0, ,3.6, ,86.5, ,60.7, 
244,5/15/2022,135,0.26, ,0, ,647, ,14.2, ,92.1, ,53.5, ,74.1, ,92, ,24, ,49, ,53.9, ,4.3, ,103.5, ,62.2, 
244,5/16/2022,136,0.22, ,0, ,688, ,13.5, ,84.3, ,53.6, ,69.0, ,81, ,36, ,56, ,52.6, ,3.5, ,84.6, ,64.4, 
244,5/17/2022,137,0.25, ,0, ,711, ,12.8, ,89.8, ,51.3, ,71.7, ,99, ,19, ,48, ,51.1, ,3.2, ,77.4, ,66.1, 
244,5/18/2022,138,0.31, ,0, ,684, ,12.1, ,91.6, ,54.2, ,76.1, ,73, ,24, ,39, ,49.5, ,6.7, ,161.2, ,65.6, 
244,5/19/2022,139,0.33, ,0, ,701, ,9.0, ,85.9, ,62.1, ,74.3, ,53, ,19, ,31, ,41.9, ,8.7, ,209.0, ,65.5, 
244,5/20/2022,140,0.32, ,0, ,733,R,6.3,Y,79.7, ,54.8, ,66.6, ,47, ,18, ,28,Y,32.7,Y,10.3,Y,248.3,Y,63.7, 
244,5/21/2022,141,0.26, ,0, ,725,R,9.0, ,91.0, ,53.6, ,70.1, ,78, ,18, ,36, ,41.8, ,4.3, ,102.4, ,63.9, 
244,5/22/2022,142,0.25, ,0, ,707, ,10.9, ,91.0, ,53.2, ,71.0, ,88, ,17, ,42, ,46.7, ,3.3, ,80.2, ,65.8, 
244,5/23/2022,143,0.31, ,0, ,710, ,10.5, ,89.4, ,63.1, ,77.3, ,54, ,25, ,33, ,45.7, ,6.9, ,164.5, ,67.8, 
244,5/24/2022,144,0.33, ,0, ,718, ,10.9, ,91.7, ,66.7,Y,78.9, ,57, ,19, ,32, ,46.9, ,7.2, ,171.8, ,68.7, 
244,5/25/2022,145,0.28, ,0, ,706, ,14.7, ,101.4,Y,64.0, ,82.5, ,61, ,21, ,39, ,54.8, ,3.6, ,85.7, ,69.6, 
244,5/26/2022,146,0.22, ,0, ,521, ,14.1, ,83.5, ,61.3, ,73.0, ,74, ,40, ,51, ,53.7, ,6.5, ,154.9, ,69.7, 
244,5/27/2022,147,0.22, ,0.02, ,581, ,14.6, ,81.8, ,56.2, ,68.3, ,89, ,37, ,62, ,54.8, ,5.6, ,135.0, ,68.4, 
244,5/28/2022,148,0.24, ,0, ,679, ,13.6, ,78.8, ,56.4, ,66.2, ,84, ,42, ,62, ,52.7, ,7.1, ,169.7, ,68.1, 
244,5/29/2022,149,0.27, ,0, ,739,R,8.5, ,81.0, ,52.9, ,66.2, ,57, ,22, ,39, ,40.4, ,6.2, ,148.0, ,67.0, 
244,5/30/2022,150,0.29, ,0, ,747,R,7.6,Y,80.0, ,57.7, ,67.5, ,46, ,18, ,33,Y,37.5,Y,7.8, ,186.3, ,66.4, 
244,5/31/2022,151,0.29, ,0, ,739,R,10.0, ,85.7, ,55.4, ,70.6, ,83, ,21, ,39, ,44.6, ,5.7, ,137.9, ,66.3, 
