263,5/1/2022,121,0.16, ,0.01, ,649, ,10.6, ,58.4, ,35.5,Y,49.3, ,100, ,75, ,89, ,46.1, ,3.3, ,80.1, ,54.3,Y
263,5/2/2022,122,0.14, ,0.42, ,515, ,10.0, ,56.4, ,37.5, ,48.9, ,99, ,65, ,85, ,44.6, ,6.3, ,151.8, ,54.6,Y
263,5/3/2022,123,0.17, ,0.00, ,641, ,10.3, ,57.2, ,35.1,Y,48.4, ,100, ,76, ,89, ,45.4, ,6.4, ,154.4, ,53.7,R
263,5/4/2022,124,0.14, ,0, ,582, ,11.3, ,58.0, ,36.0,Y,49.4, ,100, ,85, ,94, ,47.8, ,3.2, ,76.1, ,54.3,R
263,5/5/2022,125,0.01, ,0.80, ,101, ,13.3, ,56.5, ,48.5, ,53.1, ,99, ,89, ,96, ,52.1, ,9.6, ,230.1, ,55.0,Y
263,5/6/2022,126,0.02, ,0.73, ,147, ,14.0, ,57.5, ,51.2, ,54.4, ,99, ,92, ,97, ,53.6, ,12.2,Y,291.7,Y,55.0,Y
263,5/7/2022,127,0.13, ,0.24, ,526, ,10.9, ,56.0, ,44.4, ,50.4, ,98, ,68, ,87, ,46.8, ,6.4, ,152.7, ,55.0,R
263,5/8/2022,128,0.12, ,0.40, ,453, ,8.9, ,53.5, ,40.8, ,46.9,Y,97, ,65, ,82,Y,41.6,Y,6.5, ,156.7, ,54.4,R
263,5/9/2022,129,0.12, ,0.31, ,506, ,8.6,Y,53.6, ,34.4,Y,44.9,Y,98,H,68,H,85,Y,40.6,Y,4.5, ,106.8, ,53.9,R
263,5/10/2022,130,0.16, ,0, ,640, ,8.7,Y,55.4, ,32.4,R,45.2,Y,98,H,67,H,85,Y,40.9,Y,4.8, ,114.9, ,53.3,R
263,5/11/2022,131,0.16, ,0, ,625, ,9.3, ,56.9, ,33.4,R,47.6,Y,100, ,64, ,83,Y,42.7,Y,3.3, ,79.6, ,53.6,R
263,5/12/2022,132,0.02, ,0.37, ,143, ,11.0, ,52.4, ,45.0, ,49.3, ,98, ,78, ,92, ,47.0, ,8.3, ,199.1, ,54.0,R
263,5/13/2022,133,0.03,R,0.40, ,192, ,14.3, ,59.3, ,51.4, ,54.6, ,100, ,92, ,98, ,54.1, ,5.8, ,139.3, ,54.0,R
263,5/14/2022,134,0.08, ,0.05, ,333, ,14.6, ,63.3, ,51.4, ,56.0, ,100, ,81, ,95, ,54.8, ,4.6, ,110.7, ,55.3,R
263,5/15/2022,135,0.11,R,0.05, ,409, ,14.6, ,65.7, ,50.9, ,56.2, ,100, ,79, ,95, ,54.8, ,4.8, ,114.5, ,56.6,Y
263,5/16/2022,136,0.16, ,0.09, ,605, ,12.4, ,59.6, ,42.1, ,53.1, ,100, ,72, ,90, ,50.2, ,6.9, ,165.7, ,57.3,Y
263,5/17/2022,137,0.18, ,0, ,689, ,11.0, ,59.4, ,35.5,Y,49.9, ,100, ,75, ,90, ,46.9, ,5.1, ,122.1, ,56.4,Y
263,5/18/2022,138,0.12, ,0, ,462, ,12.4, ,63.2, ,40.9, ,53.3, ,100, ,64, ,89, ,50.3, ,3.7, ,89.1, ,56.6,Y
263,5/19/2022,139,0.20, ,0, ,715, ,10.4, ,56.6, ,40.0, ,51.4, ,98, ,65, ,80, ,45.5, ,10.7, ,256.6, ,57.0,Y
263,5/20/2022,140,0.21, ,0, ,734,R,9.4, ,60.2, ,36.7,Y,49.6, ,99, ,56, ,78, ,43.0, ,8.3, ,198.9, ,55.7,R
263,5/21/2022,141,0.19, ,0, ,718, ,10.4, ,64.0, ,34.3,Y,49.4, ,100, ,59, ,87, ,45.6, ,5.4, ,130.8, ,55.3,R
263,5/22/2022,142,0.15, ,0, ,580, ,11.5, ,59.4, ,39.8, ,50.6, ,99, ,79, ,92, ,48.3, ,4.0, ,96.2, ,55.9,R
263,5/23/2022,143,0.16, ,0, ,617, ,11.9, ,61.6, ,42.7, ,51.9, ,99, ,76, ,90, ,49.0, ,3.9, ,93.7, ,56.6,Y
263,5/24/2022,144,0.18, ,0, ,646, ,11.3, ,65.9, ,38.9,Y,51.9, ,100, ,54, ,86, ,47.8, ,3.8, ,90.8, ,56.8,Y
263,5/25/2022,145,0.18,R,0, ,694, ,12.2, ,65.4, ,38.7,Y,53.2, ,100, ,69, ,88, ,49.9, ,3.5, ,83.6, ,57.5,Y
263,5/26/2022,146,0.09, ,0, ,355, ,13.6, ,70.6, ,48.3, ,54.8, ,100, ,75, ,93, ,52.7, ,2.8,Y,66.3,Y,58.5,Y
263,5/27/2022,147,0.04,R,0.02, ,215, ,13.9, ,57.9, ,52.0, ,54.4, ,100, ,89, ,96, ,53.4, ,3.0,Y,72.6,Y,58.4,Y
263,5/28/2022,148,0.03, ,0.35, ,166, ,13.4, ,56.8, ,50.0, ,53.2, ,100, ,91, ,97, ,52.3, ,5.3, ,126.0, ,58.0,Y
263,5/29/2022,149,0.16, ,0.03, ,541, ,11.4, ,58.9, ,40.2,Y,51.8, ,99, ,67, ,87, ,48.1, ,7.9, ,190.1, ,57.3,Y
263,5/30/2022,150,0.20, ,0, ,731, ,10.1, ,57.8, ,34.5,R,48.6,Y,100, ,71, ,87,Y,44.9,Y,8.5, ,202.9, ,56.2,R
263,5/31/2022,151,0.19,R,0.00, ,725, ,11.3, ,64.7, ,35.1,R,52.0, ,100, ,58, ,86, ,47.8, ,3.4, ,82.8, ,56.5,Y
