116,5/1/2022,121,--,N,0, ,670, ,10.6, ,62.1, ,44.1, ,53.0, ,94, ,60, ,78, ,46.2, ,7.0, ,168.0, ,61.2, 
116,5/2/2022,122,--,N,0, ,643, ,10.5, ,62.2, ,45.3, ,52.2, ,92, ,64, ,79, ,45.9, ,7.8, ,187.5, ,61.4, 
116,5/3/2022,123,--,N,0, ,701,R,9.4, ,71.7, ,39.4, ,53.4, ,90, ,32, ,68, ,42.9, ,5.3, ,127.6, ,61.2, 
116,5/4/2022,124,--,N,0, ,644, ,10.6, ,67.8, ,41.9, ,52.1, ,96, ,47, ,80, ,46.2, ,5.9, ,141.6, ,62.0, 
116,5/5/2022,125,--,N,0, ,541, ,11.3, ,66.6, ,47.5, ,53.7, ,97, ,55, ,80, ,47.8, ,5.7, ,137.8, ,62.7, 
116,5/6/2022,126,--,N,0, ,666, ,13.2, ,67.7, ,44.5, ,56.6, ,94, ,68, ,85, ,52.0, ,6.4, ,152.4, ,63.2, 
116,5/7/2022,127,--,N,0, ,642, ,11.5, ,62.0, ,44.8, ,55.0, ,94, ,66, ,78, ,48.2, ,9.8, ,234.5, ,64.2, 
116,5/8/2022,128,--,N,0, ,713,R,9.1, ,58.5, ,41.5, ,50.1, ,88, ,57, ,74, ,42.0, ,11.1,Y,266.2,Y,61.8, 
116,5/9/2022,129,--,N,0, ,718,R,8.0,Y,58.8, ,38.8, ,49.0, ,87, ,47, ,67,Y,38.7,Y,6.9, ,165.5, ,60.5, 
116,5/10/2022,130,--,N,0, ,715,R,8.0,Y,58.1, ,37.9,Y,48.9, ,86, ,52, ,68,Y,38.9,Y,8.9, ,212.9, ,60.2, 
116,5/11/2022,131,--,N,0, ,718,R,8.9, ,59.5, ,37.0,Y,50.0, ,86, ,59, ,72, ,41.5, ,8.3, ,199.0, ,59.8, 
116,5/12/2022,132,--,N,0, ,667, ,9.6, ,61.5, ,39.7, ,51.4, ,89, ,56, ,74, ,43.4, ,6.3, ,152.0, ,60.5, 
116,5/13/2022,133,--,N,0, ,702, ,11.9, ,71.3, ,42.4, ,56.8, ,93, ,55, ,76, ,49.2, ,7.6, ,181.3, ,61.8, 
116,5/14/2022,134,--,N,0, ,695, ,12.6, ,66.6, ,47.6, ,55.4, ,97, ,69, ,84, ,50.7, ,7.3, ,174.1, ,63.7, 
116,5/15/2022,135,--,N,0, ,617, ,12.7, ,62.3, ,49.5, ,54.8, ,97, ,75, ,86, ,50.9, ,7.9, ,190.3, ,64.8, 
116,5/16/2022,136,--,N,0, ,589, ,12.2, ,61.1, ,48.5, ,54.6, ,96, ,73, ,84, ,49.9, ,8.6, ,207.4, ,64.5, 
116,5/17/2022,137,--,N,0, ,661, ,11.3, ,59.8, ,47.5, ,52.9, ,92, ,73, ,82, ,47.7, ,8.0, ,191.2, ,64.0, 
116,5/18/2022,138,--,N,0, ,659, ,11.9, ,66.7, ,46.0, ,55.7, ,95, ,56, ,79, ,49.2, ,5.9, ,140.9, ,64.2, 
116,5/19/2022,139,--,N,0, ,721, ,11.3, ,65.2, ,48.6, ,56.2, ,93, ,55, ,73, ,47.7, ,7.8, ,187.6, ,65.4, 
116,5/20/2022,140,--,N,0, ,738,R,9.7, ,64.8, ,44.9, ,54.9, ,87, ,48, ,66, ,43.9, ,6.3, ,150.1, ,65.1, 
116,5/21/2022,141,--,N,0, ,718, ,11.1, ,63.2, ,45.2, ,52.9, ,92, ,66, ,81, ,47.3, ,5.7, ,137.7, ,65.4, 
116,5/22/2022,142,--,N,0, ,633, ,11.4, ,60.6, ,46.7, ,52.6, ,93, ,70, ,84, ,48.0, ,7.0, ,168.2, ,65.5, 
116,5/23/2022,143,--,N,0, ,722, ,11.3, ,64.4, ,44.5, ,54.1, ,93, ,66, ,79, ,47.8, ,6.4, ,153.6, ,65.3, 
116,5/24/2022,144,--,N,0, ,725, ,11.8, ,77.4,Y,42.9, ,58.1, ,92, ,52, ,72, ,49.0, ,4.9, ,117.7, ,65.9, 
116,5/25/2022,145,--,N,0, ,613, ,12.6, ,62.6, ,48.7, ,55.2, ,96, ,71, ,85, ,50.7, ,8.5, ,203.8, ,66.6, 
116,5/26/2022,146,--,N,0, ,361, ,13.7, ,61.1, ,55.0, ,57.0, ,96, ,85, ,86, ,53.0, ,9.1, ,217.2, ,64.8, 
116,5/27/2022,147,--,N,0.00, ,427, ,13.0, ,62.9, ,52.4, ,57.0, ,92, ,71, ,82, ,51.5, ,5.8, ,139.9, ,64.4, 
116,5/28/2022,148,--,N,0, ,667, ,13.6, ,67.3, ,51.0, ,56.8, ,97, ,70, ,87, ,52.8, ,7.0, ,167.5, ,65.5, 
116,5/29/2022,149,--,N,0, ,742,R,11.7, ,64.4, ,48.2, ,55.8, ,97, ,61, ,77, ,48.8, ,8.2, ,197.3, ,66.5, 
116,5/30/2022,150,--,N,0, ,744,R,10.9, ,61.2, ,46.0, ,53.4, ,92, ,64, ,78, ,46.7, ,8.5, ,204.3, ,65.9, 
116,5/31/2022,151,--,N,0, ,743,R,11.2, ,64.8, ,45.1, ,54.8, ,93, ,54, ,76, ,47.5, ,5.4, ,130.6, ,65.8, 
