151,5/1/2022,121,0.25, ,0, ,650, ,12.8, ,94.6, ,54.6, ,76.8, ,68, ,24, ,41, ,51.1, ,3.4, ,81.3, ,67.3, 
151,5/2/2022,122,0.23,R,0, ,649, ,15.2, ,101.4, ,55.5, ,76.9, ,80, ,27, ,48, ,55.8, ,2.1, ,49.9, ,68.2, 
151,5/3/2022,123,0.22, ,0, ,639, ,15.1, ,99.6, ,60.5, ,76.0, ,79, ,33, ,49, ,55.5, ,2.0, ,47.5, ,71.2, 
151,5/4/2022,124,0.23, ,0, ,662, ,12.8, ,92.5, ,51.7, ,74.3, ,75, ,30, ,44, ,51.2, ,2.0, ,47.2, ,69.3, 
151,5/5/2022,125,0.23,R,0, ,663, ,16.6,Y,100.1, ,56.5, ,78.5, ,80, ,29, ,50,Y,58.2,Y,1.3, ,32.2, ,68.4, 
151,5/6/2022,126,0.25, ,0, ,657, ,15.5, ,98.7, ,57.6, ,79.6, ,74, ,32, ,45, ,56.3, ,2.4, ,57.7, ,68.8, 
151,5/7/2022,127,0.27, ,0, ,640, ,16.4, ,103.0, ,62.4, ,83.2, ,76, ,25, ,42, ,57.9, ,3.5, ,84.0, ,69.6, 
151,5/8/2022,128,0.27, ,0, ,653, ,13.1, ,90.0, ,59.5, ,75.3, ,63, ,28, ,44, ,51.8, ,4.9, ,116.7, ,69.2, 
151,5/9/2022,129,0.24, ,0, ,661, ,10.9, ,86.0, ,51.8, ,70.6, ,79, ,27, ,43, ,46.7, ,3.0, ,72.9, ,68.1, 
151,5/10/2022,130,0.24, ,0, ,652, ,9.6, ,84.9, ,54.6, ,71.0, ,78, ,21, ,37, ,43.5, ,3.1, ,74.3, ,67.6, 
151,5/11/2022,131,0.24, ,0, ,657, ,5.6, ,85.7, ,51.6, ,69.8, ,63, ,10, ,22, ,29.8, ,3.5, ,83.5, ,67.2, 
151,5/12/2022,132,0.26, ,0, ,682, ,6.0, ,89.7, ,48.1,Y,72.3, ,43, ,10, ,22, ,31.4, ,2.9, ,70.0, ,67.7, 
151,5/13/2022,133,0.26, ,0, ,679, ,7.7, ,103.7, ,51.4, ,79.6, ,54, ,8, ,22, ,37.7, ,1.7, ,41.4, ,68.6, 
151,5/14/2022,134,0.24,R,0.00, ,673, ,8.2, ,105.2, ,53.3, ,81.2, ,55, ,5, ,23, ,39.4, ,1.1, ,26.8, ,69.5, 
151,5/15/2022,135,0.26, ,0, ,678, ,8.4, ,104.4, ,56.4, ,83.3, ,55, ,6, ,22, ,40.1, ,1.8, ,42.8, ,70.1, 
151,5/16/2022,136,0.27, ,0, ,662, ,11.0, ,102.5, ,60.8, ,83.8, ,48, ,12, ,28, ,47.1, ,2.2, ,53.2, ,71.7, 
151,5/17/2022,137,0.28, ,0, ,666, ,13.4, ,103.1, ,64.3, ,83.9, ,61, ,17, ,34, ,52.4, ,3.1, ,73.8, ,72.8, 
151,5/18/2022,138,0.26, ,0, ,660, ,15.5, ,106.8, ,63.2, ,84.1, ,71, ,21, ,39, ,56.4, ,2.2, ,52.6, ,73.8, 
151,5/19/2022,139,0.30, ,0, ,670, ,14.2, ,109.7,Y,63.6, ,85.1, ,56, ,21, ,34, ,54.0, ,3.8, ,92.0, ,74.5, 
151,5/20/2022,140,0.28, ,0, ,653, ,16.3, ,97.6, ,67.5, ,81.6, ,67, ,31, ,44, ,57.7, ,4.9, ,117.6, ,75.3, 
151,5/21/2022,141,0.24, ,0, ,652, ,16.2, ,89.8, ,64.4, ,77.0, ,81, ,36, ,51, ,57.6, ,3.3, ,78.2, ,74.4, 
151,5/22/2022,142,0.26, ,0, ,664, ,14.9, ,94.2, ,62.7, ,78.9, ,74, ,28, ,44, ,55.3, ,2.6, ,62.4, ,73.4, 
151,5/23/2022,143,0.25, ,0, ,651, ,15.4, ,96.9, ,64.6, ,80.4, ,69, ,29, ,43, ,56.1, ,2.2, ,52.1, ,73.1, 
151,5/24/2022,144,0.25, ,0, ,668, ,16.1, ,103.1, ,62.6, ,82.4, ,71, ,25, ,43, ,57.5, ,1.7, ,40.4, ,73.2, 
151,5/25/2022,145,0.27, ,0, ,672, ,16.5, ,100.9, ,63.9, ,83.2, ,65, ,28, ,42, ,58.0, ,2.5, ,61.0, ,73.6, 
151,5/26/2022,146,0.28, ,0, ,668, ,17.4, ,101.0, ,66.8, ,85.9, ,68, ,27, ,41, ,59.5, ,2.9, ,68.7, ,73.5, 
151,5/27/2022,147,0.31, ,0.02, ,656, ,16.6, ,104.3, ,67.6, ,84.5, ,72, ,24, ,41, ,58.2, ,4.8, ,116.2, ,73.5, 
151,5/28/2022,148,0.36, ,0, ,660, ,13.4, ,96.5, ,67.3, ,83.1, ,51, ,23, ,34, ,52.3, ,9.2,Y,220.9,Y,73.3, 
151,5/29/2022,149,0.31, ,0, ,667, ,14.0, ,95.1, ,66.3, ,80.7, ,74, ,23, ,39, ,53.6, ,6.6, ,158.4, ,73.6, 
151,5/30/2022,150,0.26, ,0, ,683, ,13.3, ,106.5, ,58.0, ,79.5, ,58, ,26, ,39, ,52.1, ,1.9, ,44.7, ,73.0, 
151,5/31/2022,151,0.25,R,0, ,682, ,14.3, ,104.1, ,61.7, ,79.2, ,62, ,27, ,42, ,54.1, ,1.4, ,34.4, ,72.5, 
