152,5/1/2022,121,0.19, ,0, ,683, ,12.7, ,67.7, ,45.5, ,56.9, ,99, ,62, ,81, ,51.0, ,3.7, ,87.8, ,62.0, 
152,5/2/2022,122,0.16, ,0, ,570, ,13.1, ,68.2, ,47.1, ,57.8, ,99, ,61, ,80, ,51.7, ,3.4, ,80.5, ,61.6, 
152,5/3/2022,123,0.20, ,0, ,684, ,13.4, ,68.7, ,48.7, ,58.9, ,99, ,59, ,79, ,52.4, ,3.8, ,91.0, ,62.2, 
152,5/4/2022,124,0.21, ,0.00,H,695, ,13.6, ,72.7, ,47.0, ,59.7, ,99, ,57, ,78, ,52.8, ,3.5, ,85.2, ,62.0, 
152,5/5/2022,125,0.18, ,0, ,648, ,14.3, ,69.0, ,50.7, ,57.8, ,99, ,65, ,87, ,54.1, ,3.5, ,83.9, ,62.6, 
152,5/6/2022,126,0.21, ,0, ,691, ,13.7, ,72.6, ,48.6, ,61.0, ,99, ,50, ,75, ,52.9, ,3.7, ,89.2, ,63.6, 
152,5/7/2022,127,0.20, ,0, ,698, ,13.8, ,69.7, ,50.1, ,59.3, ,99, ,65, ,80, ,53.2, ,3.7, ,89.4, ,63.7, 
152,5/8/2022,128,0.20, ,0, ,693, ,11.6, ,66.9, ,47.3, ,57.3, ,99, ,50, ,72, ,48.5, ,4.2, ,100.8, ,62.9, 
152,5/9/2022,129,0.21, ,0, ,707, ,8.6,Y,65.3, ,43.9, ,55.1, ,99, ,34, ,58,Y,40.6,Y,4.4, ,106.4, ,61.5, 
152,5/10/2022,130,0.21, ,0, ,725,R,9.0,Y,65.3, ,40.4, ,53.6, ,99, ,38, ,64,Y,41.7,Y,4.4, ,105.8, ,60.9,Y
152,5/11/2022,131,0.21, ,0, ,734,R,8.6,Y,65.4, ,39.1,Y,54.1, ,98, ,31, ,60,Y,40.7,Y,4.1, ,98.1, ,60.9,Y
152,5/12/2022,132,0.26, ,0, ,735,R,8.1,Y,79.3, ,40.8, ,61.1, ,94, ,18, ,44,Y,39.0,Y,4.9, ,117.0, ,61.7, 
152,5/13/2022,133,0.27,R,0, ,733,R,9.1,Y,86.4,Y,50.1, ,68.1, ,71, ,18, ,39,Y,42.2,Y,4.3, ,103.1, ,64.5, 
152,5/14/2022,134,0.26, ,0, ,716,R,10.4, ,82.4, ,49.5, ,68.0, ,75, ,28, ,44, ,45.5, ,3.5, ,84.3, ,66.8, 
152,5/15/2022,135,0.20, ,0, ,630, ,13.5, ,79.4, ,50.7, ,62.4, ,99, ,38, ,70, ,52.6, ,3.6, ,85.2, ,66.6, 
152,5/16/2022,136,0.20, ,0, ,678, ,13.7, ,68.7, ,49.5, ,58.3, ,99, ,62, ,82, ,52.9, ,3.9, ,94.1, ,66.4, 
152,5/17/2022,137,0.20, ,0, ,711, ,13.0, ,67.5, ,46.3, ,57.6, ,99, ,58, ,80, ,51.5, ,3.7, ,89.8, ,64.8, 
152,5/18/2022,138,0.20, ,0, ,698, ,14.0, ,69.0, ,47.1, ,58.7, ,99, ,64, ,83, ,53.5, ,3.7, ,89.1, ,64.4, 
152,5/19/2022,139,0.08, ,0, ,313, ,15.4, ,64.1, ,54.1, ,58.8, ,99, ,80, ,91, ,56.2, ,3.7, ,88.7, ,62.9, 
152,5/20/2022,140,0.04, ,0, ,178, ,15.0, ,64.6, ,58.2, ,60.8, ,98, ,71, ,82, ,55.4, ,3.2, ,77.7, ,61.4,Y
152,5/21/2022,141,0.21, ,0, ,691, ,14.1, ,69.3, ,52.2, ,61.2, ,99, ,59, ,77, ,53.8, ,4.1, ,98.8, ,64.1, 
152,5/22/2022,142,0.20, ,0, ,713, ,13.5, ,67.7, ,48.4, ,57.5, ,99, ,64, ,83, ,52.5, ,3.9, ,93.4, ,64.3, 
152,5/23/2022,143,0.19, ,0.00,H,662, ,14.0, ,67.5, ,48.4, ,57.8, ,99, ,69, ,86, ,53.5, ,3.6, ,85.5, ,64.3, 
152,5/24/2022,144,0.18, ,0, ,624, ,15.7, ,70.9, ,55.1, ,61.4, ,99, ,65, ,84, ,56.6, ,4.0, ,95.3, ,65.5, 
152,5/25/2022,145,0.21, ,0, ,705, ,16.7, ,70.7, ,57.1, ,62.8, ,99, ,71, ,86, ,58.4, ,4.0, ,97.0, ,67.3, 
152,5/26/2022,146,0.18, ,0, ,626, ,15.7, ,68.5, ,54.9, ,61.5, ,99, ,67, ,84, ,56.8, ,4.0, ,95.7, ,67.5, 
152,5/27/2022,147,0.18, ,0, ,612, ,14.3, ,69.2, ,53.8, ,61.1, ,96, ,63, ,78, ,54.1, ,3.9, ,94.2, ,66.1, 
152,5/28/2022,148,0.12, ,0, ,407, ,14.0, ,68.6, ,50.5, ,59.4, ,96, ,66, ,81, ,53.5, ,3.8, ,90.1, ,64.0, 
152,5/29/2022,149,0.22, ,0, ,731, ,13.8, ,71.2, ,49.0, ,60.3, ,99, ,54, ,77, ,53.2, ,4.1, ,97.2, ,64.6, 
152,5/30/2022,150,0.22, ,0, ,724, ,13.2, ,70.3, ,49.4, ,60.0, ,99, ,56, ,75, ,51.9, ,4.0, ,96.6, ,64.9, 
152,5/31/2022,151,0.22, ,0, ,730, ,13.4, ,71.6, ,46.8, ,61.1, ,99, ,55, ,73, ,52.3, ,3.8, ,91.9, ,65.2, 
