43,5/1/2022,121,0.19, ,0, ,705,R,6.4, ,67.0, ,34.0, ,49.2, ,92, ,27, ,53, ,33.1, ,4.0, ,96.0, ,51.7, 
43,5/2/2022,122,0.17, ,0.03, ,473, ,5.8, ,56.4, ,32.7, ,47.2, ,90, ,31, ,53, ,30.8, ,9.5, ,229.0, ,51.9, 
43,5/3/2022,123,0.19, ,0, ,701,R,6.8, ,67.6, ,27.0, ,47.8, ,95, ,35, ,60, ,34.6, ,4.1, ,98.6, ,51.1, 
43,5/4/2022,124,0.24, ,0, ,707,R,7.6, ,78.0, ,34.6, ,57.9, ,96, ,25, ,47, ,37.6, ,4.9, ,116.8, ,52.2, 
43,5/5/2022,125,0.11, ,0, ,309, ,8.9, ,61.6, ,41.2, ,52.2, ,89, ,43, ,67, ,41.6, ,7.9, ,189.0, ,52.6, 
43,5/6/2022,126,0.16, ,0.16, ,431, ,10.1, ,62.7, ,43.8, ,53.5, ,86, ,58, ,72, ,44.8, ,12.4,R,297.8,R,52.4, 
43,5/7/2022,127,0.19, ,0, ,604, ,6.7, ,57.4, ,36.1, ,47.3, ,78, ,44, ,61, ,34.4, ,9.2, ,221.4, ,52.0, 
43,5/8/2022,128,0.13, ,0, ,503, ,5.1, ,47.0,Y,25.1,Y,37.2,Y,88, ,48, ,68,Y,27.5,Y,9.7,Y,233.8,Y,50.9, 
43,5/9/2022,129,0.10, ,0, ,439, ,5.3, ,44.7,Y,25.0,Y,35.6,Y,97, ,56, ,75,Y,28.4,Y,5.8, ,138.7, ,49.4,Y
43,5/10/2022,130,0.12, ,0.13,H,509, ,5.7, ,51.7, ,24.0,Y,36.5,Y,100, ,40, ,78,Y,30.3,Y,4.5, ,107.8, ,48.8,Y
43,5/11/2022,131,0.16, ,0.01, ,644, ,6.2, ,57.6, ,31.8, ,43.6, ,100, ,35, ,65, ,32.5, ,4.2, ,100.2, ,49.4,Y
43,5/12/2022,132,0.20,R,0, ,574, ,6.4, ,59.3, ,39.5, ,49.2, ,85, ,34, ,53, ,33.0, ,8.2, ,196.1, ,50.3, 
43,5/13/2022,133,0.17, ,0, ,539, ,9.2, ,64.8, ,36.7, ,52.4, ,94, ,50, ,68, ,42.2, ,5.2, ,126.0, ,50.7, 
43,5/14/2022,134,0.20, ,0, ,626, ,10.2, ,72.5, ,37.6, ,56.8, ,100, ,38, ,64, ,44.9, ,4.2, ,100.9, ,52.5, 
43,5/15/2022,135,0.25, ,0, ,694, ,10.4, ,76.6, ,37.5, ,59.1, ,100, ,34, ,61, ,45.5, ,6.1, ,147.2, ,55.8, 
43,5/16/2022,136,0.24, ,0, ,703, ,8.7, ,72.4, ,38.9, ,58.0, ,96, ,22, ,53, ,40.8, ,5.4, ,129.9, ,58.1, 
43,5/17/2022,137,0.23, ,0, ,746,R,8.0, ,77.4, ,37.4, ,58.3, ,94, ,21, ,48, ,38.7, ,3.9, ,93.0, ,58.0, 
43,5/18/2022,138,0.24, ,0, ,709, ,8.5, ,79.4, ,38.4, ,60.6, ,79, ,27, ,47, ,40.2, ,3.9, ,94.5, ,57.8, 
43,5/19/2022,139,0.29, ,0, ,758,R,6.0, ,66.5, ,39.2, ,53.8, ,97, ,19, ,42, ,31.5, ,10.1,Y,242.0,Y,57.5, 
43,5/20/2022,140,0.24, ,0, ,768,R,5.1, ,64.2, ,35.3, ,49.4, ,65, ,26, ,42, ,27.4, ,9.2,Y,221.2,Y,55.8, 
43,5/21/2022,141,0.23, ,0, ,764,R,5.9, ,73.0, ,31.6, ,54.3, ,90, ,17, ,41, ,31.2, ,3.7, ,89.2, ,55.5, 
43,5/22/2022,142,0.23, ,0, ,725, ,6.9, ,73.2, ,36.1, ,56.2, ,81, ,24, ,45, ,35.1, ,3.6, ,86.8, ,55.9, 
43,5/23/2022,143,0.24, ,0, ,738, ,7.9, ,77.7, ,36.0, ,60.1, ,85, ,28, ,45, ,38.5, ,4.3, ,103.1, ,56.4, 
43,5/24/2022,144,0.21, ,0, ,666, ,8.8, ,79.8, ,39.9, ,61.5, ,74, ,24, ,47, ,41.1, ,3.4, ,80.9, ,57.0, 
43,5/25/2022,145,0.26, ,0, ,757,R,9.8, ,85.7, ,41.3, ,65.4, ,94, ,20, ,46, ,44.0, ,3.8, ,91.8, ,57.7, 
43,5/26/2022,146,0.19, ,0, ,596, ,10.6, ,78.9, ,47.3, ,67.3, ,90, ,34, ,46, ,46.0, ,5.7, ,137.9, ,57.9, 
43,5/27/2022,147,0.14, ,0.12, ,400, ,10.9, ,71.4, ,42.2, ,56.8, ,100, ,43, ,69, ,46.8, ,5.0, ,119.0, ,57.4, 
43,5/28/2022,148,0.15, ,0.03, ,494, ,10.7, ,61.4, ,41.9, ,52.0, ,100, ,63, ,81, ,46.3, ,8.3,Y,199.4,Y,57.2, 
43,5/29/2022,149,0.25, ,0, ,760,R,6.1, ,63.9, ,35.8, ,51.5, ,95, ,26, ,47, ,31.8, ,7.5, ,180.3, ,59.3, 
43,5/30/2022,150,0.21, ,0, ,723, ,6.0, ,62.8, ,34.7, ,49.0, ,80, ,31, ,51, ,31.6, ,5.8, ,139.3, ,59.8, 
43,5/31/2022,151,0.24, ,0, ,771,R,7.5, ,75.7, ,32.7, ,55.4, ,92, ,25, ,50, ,37.1, ,3.9, ,94.0, ,58.2, 
