142,5/1/2022,121,0.23, ,0, ,668, ,9.9, ,79.0, ,47.9, ,64.9, ,79, ,29, ,47, ,44.4, ,4.4, ,106.3, ,66.0, 
142,5/2/2022,122,0.27, ,0, ,669, ,9.7, ,83.2, ,49.1, ,67.4, ,83, ,21, ,42, ,43.8, ,6.0, ,142.9, ,66.5, 
142,5/3/2022,123,0.23, ,0, ,676, ,9.1, ,78.6, ,44.2, ,63.3, ,88, ,28, ,46, ,42.2, ,3.9, ,94.2, ,67.1, 
142,5/4/2022,124,0.26, ,0, ,676, ,8.8, ,89.2, ,47.3, ,70.8, ,77, ,17, ,34, ,41.1, ,3.2, ,77.6, ,67.7, 
142,5/5/2022,125,0.30, ,0, ,644, ,9.1, ,92.0, ,55.0, ,74.7, ,58, ,17, ,31, ,42.0, ,6.0, ,143.8, ,68.8, 
142,5/6/2022,126,0.26, ,0, ,668, ,12.1, ,86.2, ,49.9, ,70.7, ,84, ,31, ,47, ,49.5, ,5.0, ,120.6, ,69.7, 
142,5/7/2022,127,0.27, ,0, ,675, ,10.4, ,78.3, ,58.0, ,67.2, ,80, ,24, ,46, ,45.5, ,8.0,Y,191.2,Y,70.1, 
142,5/8/2022,128,0.27, ,0, ,696, ,7.4, ,70.2, ,47.7, ,59.2, ,77, ,20, ,43, ,36.7, ,9.3,R,224.1,R,68.7, 
142,5/9/2022,129,0.24, ,0, ,708,R,6.1, ,66.7, ,42.6, ,55.7, ,71, ,19, ,40, ,31.8, ,7.5,Y,179.7,Y,67.3, 
142,5/10/2022,130,0.24, ,0, ,676, ,6.0, ,67.7, ,43.7, ,56.2, ,73, ,21, ,39, ,31.5, ,7.0, ,166.9, ,66.6, 
142,5/11/2022,131,0.25, ,0, ,714,R,6.4, ,71.0, ,39.3, ,57.8, ,79, ,22, ,39, ,33.0, ,6.3, ,151.9, ,66.1, 
142,5/12/2022,132,0.25, ,0, ,644, ,6.4, ,77.0, ,39.3, ,62.4, ,78, ,19, ,33, ,33.1, ,5.5, ,131.5, ,66.7, 
142,5/13/2022,133,0.25, ,0, ,700, ,8.4, ,83.2, ,42.9, ,65.6, ,70, ,22, ,39, ,39.9, ,3.5, ,83.6, ,67.6, 
142,5/14/2022,134,0.27, ,0, ,684, ,11.4, ,90.1, ,50.3, ,73.4, ,76, ,26, ,40, ,47.9, ,4.1, ,97.4, ,69.4, 
142,5/15/2022,135,0.29, ,0, ,608, ,12.6, ,94.4, ,57.2, ,77.5, ,70, ,23, ,39, ,50.8, ,6.3, ,150.8, ,71.3, 
142,5/16/2022,136,0.30, ,0, ,696, ,10.5, ,87.8, ,56.9, ,73.3, ,67, ,16, ,38, ,45.9, ,6.5, ,155.5, ,72.3, 
142,5/17/2022,137,0.28, ,0, ,693, ,11.3, ,87.4, ,51.0, ,72.2, ,76, ,27, ,42, ,47.7, ,5.1, ,121.5, ,72.6, 
142,5/18/2022,138,0.27, ,0, ,692, ,12.2, ,92.7, ,55.0, ,75.8, ,71, ,25, ,40, ,49.8, ,3.5, ,84.7, ,73.6, 
142,5/19/2022,139,0.33, ,0, ,678, ,12.5, ,95.7, ,61.8, ,79.6, ,65, ,21, ,36, ,50.4, ,7.1, ,171.3, ,74.8, 
142,5/20/2022,140,0.28, ,0, ,714, ,7.1, ,81.7, ,55.1, ,69.7, ,55, ,17, ,28, ,35.6, ,5.3, ,127.7, ,74.8, 
142,5/21/2022,141,0.29, ,0, ,717, ,6.2, ,86.5, ,48.7, ,70.9, ,56, ,13, ,24, ,32.5, ,4.6, ,110.3, ,74.3, 
142,5/22/2022,142,0.32, ,0, ,699, ,7.4, ,91.9, ,50.1, ,74.8, ,58, ,15, ,25, ,36.9, ,5.9, ,142.5, ,74.6, 
142,5/23/2022,143,0.29, ,0, ,693, ,9.4, ,92.0, ,53.5, ,75.8, ,60, ,17, ,31, ,42.9, ,4.6, ,109.4, ,75.2, 
142,5/24/2022,144,0.30, ,0, ,697, ,10.9, ,96.5, ,56.9, ,80.1, ,64, ,18, ,31, ,46.8, ,4.4, ,105.2, ,76.2, 
142,5/25/2022,145,0.31, ,0, ,691, ,10.2, ,102.6, ,61.1, ,84.8, ,58, ,11, ,25, ,45.1, ,4.0, ,96.0, ,77.5, 
142,5/26/2022,146,0.33, ,0, ,665, ,12.4, ,100.2, ,63.7, ,82.4, ,57, ,19, ,33, ,50.3, ,6.4, ,154.7, ,78.8,Y
142,5/27/2022,147,0.26, ,0, ,614, ,13.3, ,86.9, ,58.9, ,74.2, ,75, ,29, ,46, ,52.1, ,5.6, ,133.5, ,78.6, 
142,5/28/2022,148,0.29, ,0, ,619, ,10.9, ,83.5, ,62.5, ,71.5, ,57, ,18, ,41, ,46.7, ,9.1,R,218.1,R,77.7, 
142,5/29/2022,149,0.31, ,0, ,705, ,10.2, ,81.7, ,54.3, ,68.9, ,89, ,17, ,42, ,45.0, ,8.6,Y,205.3,Y,76.0, 
142,5/30/2022,150,0.31, ,0, ,720, ,7.5, ,83.6, ,47.0, ,69.1, ,63, ,19, ,31, ,37.3, ,7.3, ,176.3, ,75.3, 
142,5/31/2022,151,0.28, ,0, ,724, ,7.6, ,87.2, ,45.9, ,70.6, ,65, ,18, ,30, ,37.5, ,4.6, ,111.1, ,75.4, 
