241,5/1/2022,121,0.19, ,0.00, ,668, ,14.1, ,67.1, ,49.2, ,59.3, ,99, ,70, ,82, ,53.8, ,4.5, ,108.3, ,65.3, 
241,5/2/2022,122,0.15, ,0, ,524, ,14.5, ,66.1, ,55.8, ,59.9, ,93, ,72, ,83, ,54.6, ,4.3, ,102.1, ,66.3, 
241,5/3/2022,123,0.09, ,0, ,367, ,14.0, ,64.3, ,50.4, ,58.6, ,95, ,72, ,83, ,53.6, ,4.0, ,96.8, ,65.9, 
241,5/4/2022,124,0.20, ,0.00,H,719,R,14.7, ,68.1, ,46.6, ,58.9, ,98, ,72, ,87, ,54.9, ,4.4, ,105.1, ,65.3, 
241,5/5/2022,125,0.20, ,0, ,700, ,16.0, ,70.1, ,55.5, ,61.4, ,98, ,71, ,86, ,57.3, ,4.8, ,114.1, ,67.1, 
241,5/6/2022,126,0.20, ,0, ,713,R,15.2, ,67.7, ,51.0, ,59.5, ,99, ,69, ,88, ,55.8, ,4.3, ,104.3, ,67.6, 
241,5/7/2022,127,0.20, ,0, ,696, ,15.4, ,67.0, ,53.2, ,60.8, ,97, ,76, ,85, ,56.1, ,5.4, ,129.4, ,67.4, 
241,5/8/2022,128,0.17, ,0, ,571, ,14.0, ,66.9, ,55.3, ,60.3, ,88, ,70, ,78, ,53.5, ,5.2, ,125.5, ,67.7, 
241,5/9/2022,129,0.21, ,0, ,702, ,11.4, ,65.1, ,46.1, ,57.6, ,85, ,55, ,70, ,48.0, ,5.6, ,135.3, ,66.9, 
241,5/10/2022,130,0.23, ,0.00,H,743,R,9.8, ,66.5, ,43.4,Y,54.7, ,90, ,35, ,67, ,43.9, ,6.0,Y,144.9,Y,65.1, 
241,5/11/2022,131,0.23, ,0, ,752,R,9.1, ,64.5, ,41.7,Y,54.1, ,94, ,36, ,64, ,42.2, ,5.8, ,139.1, ,63.9, 
241,5/12/2022,132,0.27, ,0, ,775,R,7.1,Y,78.5, ,42.6,Y,62.0, ,80, ,16, ,37,Y,35.7,Y,5.1, ,122.0, ,63.3, 
241,5/13/2022,133,0.27, ,0, ,770,R,8.5,Y,83.7, ,49.3, ,66.0, ,66, ,22, ,39,Y,40.5,Y,5.2, ,123.9, ,64.2, 
241,5/14/2022,134,0.28,R,0, ,765,R,10.4, ,85.3, ,51.9, ,68.0, ,67, ,27, ,44, ,45.5, ,5.1, ,123.4, ,65.3, 
241,5/15/2022,135,0.21, ,0, ,688, ,13.9, ,78.8, ,51.9, ,62.3, ,94, ,38, ,72, ,53.3, ,5.2, ,124.8, ,65.7, 
241,5/16/2022,136,0.20, ,0, ,699, ,15.2, ,66.9, ,56.8, ,60.6, ,93, ,73, ,84, ,55.7, ,4.9, ,118.7, ,67.0, 
241,5/17/2022,137,0.15, ,0, ,553, ,14.8, ,65.0, ,56.0, ,59.9, ,92, ,75, ,84, ,55.1, ,4.8, ,115.4, ,67.2, 
241,5/18/2022,138,0.19, ,0, ,667, ,14.9, ,65.8, ,57.0, ,60.4, ,91, ,76, ,83, ,55.2, ,4.5, ,108.0, ,67.2, 
241,5/19/2022,139,0.06, ,0.00, ,261, ,15.1, ,63.4, ,56.4, ,58.9, ,95, ,84, ,89, ,55.6, ,4.1, ,97.4, ,66.8, 
241,5/20/2022,140,0.07, ,0.05, ,286, ,15.5, ,64.1, ,56.8, ,59.5, ,96, ,79, ,89, ,56.3, ,3.8, ,92.0, ,66.0, 
241,5/21/2022,141,0.05, ,0.00, ,225, ,14.4, ,63.5, ,58.6, ,60.5, ,87, ,72, ,80, ,54.4, ,3.2, ,77.7, ,65.7, 
241,5/22/2022,142,0.21, ,0, ,689, ,15.2, ,67.7, ,54.7, ,61.3, ,94, ,70, ,82, ,55.8, ,5.2, ,124.2, ,66.1, 
241,5/23/2022,143,0.14, ,0, ,510, ,14.8, ,65.0, ,56.0, ,59.0, ,92, ,81, ,87, ,55.1, ,4.3, ,102.5, ,66.4, 
241,5/24/2022,144,0.18, ,0, ,638, ,15.5, ,66.1, ,56.8, ,60.3, ,92, ,78, ,86, ,56.3, ,4.4, ,106.2, ,67.0, 
241,5/25/2022,145,0.17, ,0, ,616, ,15.6, ,66.0, ,52.2, ,59.6, ,98, ,78, ,90, ,56.6, ,4.5, ,107.0, ,67.2, 
241,5/26/2022,146,0.19, ,0, ,642, ,15.4, ,66.7, ,57.3, ,60.7, ,94, ,76, ,85, ,56.1, ,4.5, ,107.1, ,67.5, 
241,5/27/2022,147,0.18, ,0, ,608, ,14.9, ,67.9, ,55.4, ,61.6, ,93, ,69, ,79, ,55.2, ,4.5, ,108.4, ,67.7, 
241,5/28/2022,148,0.10, ,0, ,383, ,14.8, ,65.7, ,58.1, ,60.9, ,92, ,72, ,81, ,55.0, ,4.2, ,100.5, ,67.1, 
241,5/29/2022,149,0.21, ,0.00, ,697, ,15.2, ,68.9, ,56.9, ,62.2, ,90, ,67, ,79, ,55.8, ,4.8, ,114.3, ,67.4, 
241,5/30/2022,150,0.21, ,0.00,H,688, ,15.2, ,69.4, ,55.0, ,62.0, ,95, ,70, ,80, ,55.7, ,4.9, ,116.6, ,67.7, 
241,5/31/2022,151,0.22, ,0, ,764,R,14.8, ,69.0, ,49.6, ,60.9, ,98, ,65, ,81, ,55.0, ,4.9, ,116.7, ,67.3, 
