147,5/1/2022,121,0.20, ,0.01, ,664, ,13.6, ,70.4, ,53.2, ,59.3, ,95, ,62, ,79, ,52.8, ,5.5, ,132.3, ,67.6, 
147,5/2/2022,122,0.20, ,0, ,685, ,12.8, ,69.0, ,54.8, ,60.0, ,86, ,58, ,72, ,51.1, ,3.7, ,88.0, ,67.9, 
147,5/3/2022,123,0.18, ,0, ,615, ,12.7, ,66.2, ,51.7, ,59.0, ,89, ,64, ,74, ,50.8, ,4.1, ,99.2, ,67.6, 
147,5/4/2022,124,0.22, ,0.02, ,736,R,13.7, ,72.3, ,47.8, ,59.7, ,95, ,58, ,78, ,52.9, ,3.9, ,93.8, ,67.9, 
147,5/5/2022,125,0.23, ,0.02,H,724,R,15.2, ,82.5, ,52.5, ,63.5, ,98, ,44, ,76, ,55.8, ,3.9, ,93.1, ,68.7, 
147,5/6/2022,126,0.22, ,0.00,H,736,R,13.9, ,73.7, ,50.1, ,61.7, ,98, ,50, ,74, ,53.3, ,3.6, ,85.3, ,69.2, 
147,5/7/2022,127,0.21, ,0, ,688, ,14.9, ,71.5, ,56.8, ,62.0, ,95, ,62, ,79, ,55.2, ,4.5, ,108.1, ,69.5, 
147,5/8/2022,128,0.19, ,0, ,591, ,12.6, ,67.7, ,52.8, ,59.3, ,82, ,62, ,73, ,50.7, ,6.8,Y,162.9,Y,69.0, 
147,5/9/2022,129,0.22, ,0, ,727,R,11.2, ,66.3, ,49.4, ,58.0, ,83, ,57, ,68, ,47.5, ,5.2, ,124.2, ,68.1, 
147,5/10/2022,130,0.23, ,0.03, ,757,R,10.4, ,70.3, ,45.9,Y,57.8, ,92, ,42, ,64, ,45.6, ,4.7, ,112.1, ,66.8, 
147,5/11/2022,131,0.23, ,0, ,767,R,9.5, ,66.9, ,47.1, ,57.1, ,89, ,44, ,59, ,43.1, ,4.5, ,108.6, ,66.8, 
147,5/12/2022,132,0.27, ,0.02, ,774,R,7.1,R,80.2, ,45.6,Y,64.6, ,81, ,14, ,--,R,--,I,4.7, ,112.1, ,66.1, 
147,5/13/2022,133,0.28,R,0, ,768,R,8.5,Y,87.1,Y,50.9, ,68.6, ,66, ,20, ,36,Y,40.4,Y,4.3, ,103.4, ,66.8, 
147,5/14/2022,134,0.28,R,0, ,767,R,9.9, ,87.9,Y,55.8, ,71.8,Y,66, ,22, ,37,Y,44.4,Y,4.5, ,107.5, ,67.7, 
147,5/15/2022,135,0.24,R,0, ,752,R,12.7, ,80.6, ,53.7, ,65.0, ,96, ,32, ,60, ,50.9, ,3.7, ,89.2, ,68.4, 
147,5/16/2022,136,0.22, ,0, ,733,R,14.5, ,71.6, ,55.4, ,61.8, ,93, ,62, ,77, ,54.5, ,3.8, ,90.3, ,68.9, 
147,5/17/2022,137,0.21, ,0, ,695, ,13.7, ,70.8, ,54.3, ,60.7, ,89, ,60, ,76, ,52.9, ,4.6, ,110.3, ,69.3, 
147,5/18/2022,138,0.21, ,0, ,706, ,14.0, ,69.5, ,54.3, ,60.8, ,99, ,64, ,77, ,53.5, ,3.6, ,85.5, ,69.2, 
147,5/19/2022,139,0.19, ,0, ,650, ,14.3, ,69.5, ,53.1, ,60.6, ,99, ,65, ,79, ,54.2, ,4.1, ,97.8, ,69.8, 
147,5/20/2022,140,0.06, ,0.01, ,204, ,14.1, ,67.2, ,56.9, ,60.1, ,95, ,64, ,79, ,53.7, ,4.7, ,112.3, ,69.2, 
147,5/21/2022,141,0.08, ,0.00, ,299, ,14.0, ,67.0, ,55.7, ,60.2, ,98, ,64, ,78, ,53.5, ,3.1, ,73.8, ,68.4, 
147,5/22/2022,142,0.19, ,0, ,631, ,14.2, ,70.5, ,55.8, ,61.4, ,89, ,59, ,76, ,53.9, ,3.8, ,91.6, ,68.9, 
147,5/23/2022,143,0.20, ,0, ,672, ,14.2, ,69.4, ,56.5, ,60.9, ,87, ,66, ,78, ,54.0, ,3.9, ,93.2, ,69.7, 
147,5/24/2022,144,0.20, ,0.00, ,672, ,14.7, ,69.9, ,54.8, ,61.3, ,92, ,68, ,79, ,54.8, ,3.6, ,86.1, ,70.1, 
147,5/25/2022,145,0.22, ,0.00, ,746,R,15.0, ,72.9, ,52.7, ,61.8, ,98, ,60, ,80, ,55.5, ,3.6, ,87.1, ,70.0, 
147,5/26/2022,146,0.21, ,0.00, ,691, ,15.1, ,71.3, ,56.6, ,61.9, ,98, ,66, ,80, ,55.7, ,4.0, ,95.6, ,70.6, 
147,5/27/2022,147,0.18, ,0, ,589, ,14.4, ,71.0, ,56.2, ,62.2, ,93, ,59, ,75, ,54.2, ,3.6, ,86.6, ,70.5, 
147,5/28/2022,148,0.10, ,0, ,351, ,14.0, ,66.1, ,55.9, ,60.9, ,89, ,68, ,77, ,53.6, ,4.3, ,104.0, ,69.9, 
147,5/29/2022,149,0.20, ,0, ,642, ,14.6, ,70.6, ,55.6, ,61.3, ,95, ,61, ,79, ,54.6, ,4.4, ,105.4, ,69.5, 
147,5/30/2022,150,0.22, ,0, ,707, ,14.4, ,72.0, ,54.1, ,62.2, ,94, ,56, ,76, ,54.4, ,3.6, ,87.2, ,70.1, 
147,5/31/2022,151,0.24, ,0, ,768,R,14.6, ,71.5, ,55.5, ,63.2, ,93, ,56, ,73, ,54.6, ,4.0, ,95.0, ,70.7, 
