197,5/1/2022,121,0.28, ,0, ,719,R,12.8, ,--,S,52.4, ,69.3, ,84, ,23, ,52, ,51.1, ,8.0, ,191.0, ,56.7, 
197,5/2/2022,122,0.26,R,0, ,717,R,12.5, ,--,S,41.9, ,67.3, ,81, ,34, ,55, ,50.5, ,6.7, ,159.7, ,57.1, 
197,5/3/2022,123,0.25, ,0, ,722,R,11.6, ,87.5, ,50.1, ,67.6, ,86, ,29, ,50, ,48.5, ,4.7, ,111.9, ,57.8, 
197,5/4/2022,124,0.25, ,0, ,733,R,10.8, ,104.4,Y,44.8, ,68.7, ,85, ,23, ,45, ,46.5, ,4.2, ,99.6, ,58.5, 
197,5/5/2022,125,0.31, ,0, ,723,R,9.6, ,82.9, ,54.1, ,70.5, ,62, ,21, ,38, ,43.5, ,8.5, ,203.3, ,59.4, 
197,5/6/2022,126,0.29, ,0, ,714, ,12.6, ,85.2, ,59.4,Y,73.5, ,71, ,34, ,45, ,50.6, ,8.1, ,193.4, ,59.8, 
197,5/7/2022,127,0.31, ,0, ,728,R,12.0, ,78.5, ,62.2,Y,69.6, ,75, ,21, ,49, ,49.4, ,12.5, ,300.6, ,60.2, 
197,5/8/2022,128,0.24, ,0, ,578, ,12.0, ,81.8, ,46.3, ,65.0, ,71, ,43, ,57, ,49.3, ,11.7, ,281.7, ,59.5, 
197,5/9/2022,129,0.24, ,0, ,727,R,8.2, ,--,S,41.0, ,55.1, ,69, ,39, ,55, ,39.4, ,9.9, ,238.8, ,57.8, 
197,5/10/2022,130,0.26, ,0, ,744,R,7.4, ,80.3, ,39.4, ,55.9, ,75, ,37, ,48, ,36.8, ,8.1, ,194.7, ,56.8, 
197,5/11/2022,131,0.24, ,0, ,761,R,6.1, ,63.2, ,36.2, ,50.6, ,70, ,32, ,48, ,31.8, ,9.3, ,222.2, ,56.1, 
197,5/12/2022,132,0.26, ,0, ,755,R,8.0, ,99.0, ,32.8,Y,60.8, ,81, ,25, ,44, ,38.7, ,5.3, ,126.5, ,55.6, 
197,5/13/2022,133,0.28,R,0, ,756,R,8.6, ,--,S,39.4, ,70.1, ,73, ,12, ,34, ,40.5, ,5.2, ,125.6, ,56.6, 
197,5/14/2022,134,0.27,R,0, ,754,R,7.0, ,111.7,Y,39.8, ,71.6, ,68, ,8, ,26, ,35.3, ,4.1, ,97.8, ,57.7, 
197,5/15/2022,135,0.32, ,0, ,641, ,6.8, ,91.9, ,49.5, ,73.5, ,55, ,9, ,24, ,34.5, ,8.0, ,192.5, ,58.8, 
197,5/16/2022,136,0.39, ,0, ,752,R,7.0, ,88.5, ,56.6, ,74.4, ,52, ,12, ,24, ,35.3, ,11.7, ,280.8, ,59.6, 
197,5/17/2022,137,0.34, ,0, ,755,R,6.8, ,88.1, ,53.6, ,72.2, ,56, ,8, ,25, ,34.6, ,9.0, ,216.1, ,60.2, 
197,5/18/2022,138,0.31, ,0, ,744,R,7.8, ,94.5, ,56.9, ,76.8, ,57, ,10, ,25, ,38.1, ,6.0, ,145.0, ,60.6, 
197,5/19/2022,139,0.38, ,0, ,743,R,9.5, ,94.0, ,56.5, ,75.2, ,65, ,16, ,32, ,43.1, ,11.9, ,285.6, ,61.3, 
197,5/20/2022,140,0.30, ,0, ,758,R,10.9, ,78.5, ,56.8, ,65.6, ,86, ,27, ,51, ,46.9, ,12.9, ,310.2, ,61.9, 
197,5/21/2022,141,0.26, ,0, ,750,R,10.9, ,79.8, ,53.9, ,65.6, ,78, ,19, ,50, ,46.7, ,8.9, ,212.9, ,61.5, 
197,5/22/2022,142,0.29, ,0, ,755,R,10.2, ,85.4, ,51.2, ,71.5, ,80, ,19, ,39, ,45.0, ,7.1, ,170.4, ,61.2, 
197,5/23/2022,143,0.30, ,0, ,753,R,10.5, ,89.2, ,57.5, ,74.9, ,67, ,18, ,35, ,45.8, ,6.1, ,146.2, ,61.5, 
197,5/24/2022,144,0.29, ,0, ,754,R,10.7, ,93.5, ,55.5, ,75.6, ,71, ,18, ,35, ,46.2, ,5.0, ,120.3, ,62.1, 
197,5/25/2022,145,0.30, ,0, ,745, ,12.1, ,95.2, ,57.3, ,77.8, ,64, ,20, ,37, ,49.6, ,5.7, ,135.7, ,62.8, 
197,5/26/2022,146,0.33, ,0, ,751,R,11.7, ,88.2, ,63.6,Y,75.4, ,60, ,28, ,39, ,48.8, ,9.4, ,226.7, ,63.6, 
197,5/27/2022,147,0.31, ,0, ,723, ,12.3, ,82.6, ,59.9, ,71.0, ,70, ,32, ,48, ,50.1, ,10.0, ,241.1, ,63.3, 
197,5/28/2022,148,0.29, ,0, ,738, ,13.1, ,75.4, ,57.5, ,68.1, ,74, ,47, ,56, ,51.7, ,11.7, ,281.7, ,62.8, 
197,5/29/2022,149,0.33, ,0, ,770,R,8.6, ,70.5, ,53.6, ,62.1, ,69, ,23, ,45, ,40.7, ,16.7,Y,401.6,Y,62.2, 
197,5/30/2022,150,0.32, ,0, ,779,R,6.8, ,73.3, ,53.8, ,64.2, ,46, ,21, ,33, ,34.7, ,11.5, ,275.0, ,61.0, 
197,5/31/2022,151,0.27, ,0, ,767,R,8.0, ,82.6, ,49.9, ,66.6, ,77, ,26, ,36, ,38.8, ,6.0, ,143.9, ,60.7, 
