173,5/1/2022,121,0.11, ,0, ,382, ,13.9, ,64.5, ,55.5, ,58.8, ,91, ,73, ,82, ,53.4, ,5.8, ,138.6, ,64.1, 
173,5/2/2022,122,0.18, ,0, ,624, ,12.8, ,63.4, ,55.7, ,58.5, ,86, ,71, ,77, ,51.1, ,4.4, ,106.1, ,64.4, 
173,5/3/2022,123,0.16, ,0, ,587, ,13.0, ,61.5, ,53.3, ,57.5, ,88, ,73, ,81, ,51.6, ,5.3, ,127.5, ,64.4, 
173,5/4/2022,124,0.19, ,0.00,H,699, ,14.0, ,62.9, ,52.8, ,58.1, ,90, ,81, ,85, ,53.6, ,3.9, ,93.5, ,64.0, 
173,5/5/2022,125,0.15, ,0, ,535, ,15.3, ,63.9, ,56.5, ,59.2, ,93, ,82, ,89, ,56.0, ,4.3, ,103.9, ,65.2, 
173,5/6/2022,126,0.17, ,0, ,640, ,14.9, ,62.3, ,55.4, ,58.6, ,93, ,81, ,89, ,55.3, ,3.9, ,94.2, ,65.8, 
173,5/7/2022,127,0.17, ,0, ,601, ,14.9, ,64.0, ,58.2, ,60.4, ,90, ,78, ,83, ,55.3, ,5.4, ,128.5, ,66.1, 
173,5/8/2022,128,0.16, ,0, ,545, ,12.7, ,63.7, ,54.6, ,58.7, ,84, ,71, ,76, ,51.0, ,7.1,Y,170.1,Y,65.5, 
173,5/9/2022,129,0.20, ,0, ,679, ,11.5, ,63.1, ,53.9, ,57.5, ,79, ,63, ,71, ,48.3, ,6.1, ,147.1, ,64.7, 
173,5/10/2022,130,0.21, ,0.00,H,731,R,11.3, ,63.4, ,51.0, ,57.3, ,76, ,64, ,71, ,47.8, ,6.2, ,148.6, ,63.7, 
173,5/11/2022,131,0.21, ,0, ,749,R,10.7, ,61.3, ,48.1, ,56.3, ,80, ,61, ,69, ,46.2, ,6.3, ,152.4, ,63.3, 
173,5/12/2022,132,0.22, ,0, ,756,R,11.2, ,65.8, ,50.5, ,59.5, ,78, ,49, ,65, ,47.6, ,5.3, ,128.1, ,63.1, 
173,5/13/2022,133,0.22, ,0, ,753,R,11.7, ,70.5, ,55.5, ,63.8, ,77, ,41, ,58, ,48.8, ,3.5, ,83.8, ,64.3, 
173,5/14/2022,134,0.23,R,0, ,745,R,11.9, ,76.1, ,59.5, ,67.1, ,76, ,33, ,52, ,49.1, ,3.0, ,73.1, ,65.4, 
173,5/15/2022,135,0.15, ,0, ,556, ,15.8, ,64.9, ,56.0, ,60.2, ,92, ,84, ,89, ,56.8, ,4.4, ,105.2, ,65.9, 
173,5/16/2022,136,0.16, ,0, ,555, ,14.3, ,63.5, ,55.9, ,58.9, ,89, ,79, ,84, ,54.1, ,4.8, ,115.5, ,66.0, 
173,5/17/2022,137,0.17, ,0, ,598, ,13.6, ,62.8, ,56.6, ,58.9, ,86, ,73, ,80, ,52.8, ,5.3, ,127.3, ,66.0, 
173,5/18/2022,138,0.16, ,0, ,566, ,13.9, ,63.1, ,55.9, ,58.7, ,89, ,78, ,82, ,53.3, ,4.8, ,116.1, ,65.9, 
173,5/19/2022,139,0.10, ,0, ,372, ,14.3, ,63.1, ,55.9, ,58.3, ,91, ,80, ,86, ,54.1, ,4.9, ,118.6, ,65.3, 
173,5/20/2022,140,0.09, ,0.06, ,318, ,14.6, ,65.0, ,56.5, ,59.2, ,92, ,73, ,85, ,54.8, ,6.0, ,144.7, ,64.8, 
173,5/21/2022,141,0.07, ,0, ,286, ,14.0, ,62.6, ,57.0, ,58.9, ,86, ,78, ,82, ,53.5, ,4.2, ,101.0, ,64.6, 
173,5/22/2022,142,0.10, ,0, ,385, ,14.5, ,63.4, ,56.7, ,58.9, ,86, ,83, ,85, ,54.4, ,4.1, ,99.6, ,64.5, 
173,5/23/2022,143,0.08, ,0.00, ,321, ,14.0, ,62.3, ,56.1, ,57.7, ,92, ,79, ,86, ,53.6, ,4.0, ,97.1, ,64.6, 
173,5/24/2022,144,0.08, ,0, ,331, ,14.2, ,61.2, ,56.1, ,58.4, ,89, ,83, ,85, ,53.9, ,3.5, ,83.6, ,64.9, 
173,5/25/2022,145,0.12, ,0, ,471, ,14.8, ,63.2, ,55.5, ,59.0, ,92, ,80, ,87, ,55.1, ,3.7, ,88.6, ,65.1, 
173,5/26/2022,146,0.10, ,0, ,367, ,14.6, ,63.2, ,58.2, ,59.8, ,89, ,78, ,83, ,54.7, ,4.1, ,97.8, ,65.7, 
173,5/27/2022,147,0.16, ,0, ,561, ,14.3, ,64.7, ,57.3, ,60.4, ,87, ,72, ,80, ,54.1, ,4.6, ,110.2, ,65.7, 
173,5/28/2022,148,0.11, ,0, ,391, ,14.3, ,63.8, ,58.1, ,60.2, ,86, ,74, ,80, ,54.1, ,4.8, ,116.2, ,65.5, 
173,5/29/2022,149,0.18, ,0, ,611, ,14.6, ,65.4, ,58.2, ,60.9, ,85, ,74, ,80, ,54.8, ,5.4, ,129.0, ,65.9, 
173,5/30/2022,150,0.19, ,0, ,684, ,14.8, ,64.7, ,57.1, ,60.7, ,87, ,77, ,82, ,55.1, ,4.5, ,108.7, ,66.5, 
173,5/31/2022,151,0.21, ,0, ,732, ,14.8, ,64.9, ,58.1, ,60.7, ,90, ,71, ,82, ,55.1, ,4.8, ,115.7, ,66.9, 
