91,5/1/2022,121,0.18, ,0, ,683, ,5.7, ,61.6, ,26.1, ,44.7, ,95, ,30, ,57, ,30.4, ,3.4, ,82.0, ,50.6, 
91,5/2/2022,122,0.17, ,0.08, ,594, ,5.7, ,50.5, ,31.9, ,41.0, ,98, ,45, ,65, ,30.3, ,11.1,Y,265.7,Y,50.8, 
91,5/3/2022,123,0.18, ,0, ,689, ,6.1, ,63.7, ,23.1, ,44.8, ,97, ,32, ,61, ,32.0, ,3.9, ,92.8, ,50.2, 
91,5/4/2022,124,0.23, ,0, ,684, ,7.1, ,76.7, ,28.4, ,55.7, ,97, ,19, ,47, ,35.8, ,4.2, ,101.7, ,51.9, 
91,5/5/2022,125,0.14, ,0, ,327, ,7.9, ,61.2, ,45.9, ,54.3, ,81, ,39, ,55, ,38.4, ,10.6, ,254.1, ,52.7, 
91,5/6/2022,126,0.19, ,0.04, ,460, ,8.3, ,60.5, ,38.8, ,51.6, ,90, ,49, ,64, ,39.7, ,13.2,Y,316.4,Y,52.4, 
91,5/7/2022,127,0.15, ,0, ,513, ,6.0, ,50.0, ,31.1, ,41.0, ,86, ,52, ,69, ,31.7, ,9.4, ,225.7, ,51.9, 
91,5/8/2022,128,0.09, ,0.04, ,399, ,4.3, ,41.4,Y,17.3,Y,30.8,Y,94, ,50, ,74,Y,23.7,Y,7.0, ,167.2, ,50.1, 
91,5/9/2022,129,0.09, ,0, ,399, ,4.6, ,44.1,Y,17.4,Y,31.8,Y,95, ,47, ,76,Y,25.0,Y,4.4, ,105.5, ,48.5, 
91,5/10/2022,130,0.07, ,0.12, ,349, ,5.7, ,45.2, ,29.4, ,34.2,Y,98, ,55, ,85,Y,30.2,Y,4.5, ,108.2, ,48.6, 
91,5/11/2022,131,0.15, ,0, ,578, ,5.2, ,54.0, ,22.1, ,40.7, ,98, ,32, ,60, ,28.1, ,4.8, ,116.1, ,48.6, 
91,5/12/2022,132,0.15, ,0, ,447, ,6.1, ,57.7, ,36.9, ,46.7, ,84, ,36, ,56, ,32.1, ,6.0, ,144.6, ,49.8, 
91,5/13/2022,133,0.14, ,0, ,460, ,7.4, ,62.6, ,30.3, ,48.9, ,97, ,28, ,63, ,36.8, ,4.7, ,111.7, ,50.5, 
91,5/14/2022,134,0.20, ,0, ,582, ,8.9, ,70.3, ,34.5, ,54.3, ,100, ,32, ,62, ,41.5, ,4.6, ,110.4, ,51.6, 
91,5/15/2022,135,0.18,R,0, ,530, ,10.2, ,73.0, ,33.4, ,55.5, ,100, ,40, ,68, ,45.1, ,4.9, ,117.7, ,54.1, 
91,5/16/2022,136,0.20, ,0, ,597, ,7.3, ,67.8, ,32.8, ,51.9, ,97, ,27, ,55, ,36.3, ,5.8, ,138.5, ,56.3, 
91,5/17/2022,137,0.22, ,0, ,648, ,5.8, ,69.8, ,32.0, ,58.8, ,98, ,22, ,34, ,30.6, ,6.3, ,151.2, ,56.8, 
91,5/18/2022,138,0.22, ,0, ,591, ,8.4, ,70.7, ,32.1, ,53.7, ,92, ,35, ,60, ,40.0, ,6.9, ,164.9, ,56.2, 
91,5/19/2022,139,0.22, ,0, ,685, ,5.1, ,55.3, ,31.3, ,45.6, ,69, ,28, ,49, ,27.7, ,10.4, ,250.5, ,56.0, 
91,5/20/2022,140,0.20, ,0, ,738, ,4.6, ,60.8, ,27.0, ,44.1, ,86, ,22, ,47, ,25.1, ,5.5, ,132.2, ,54.8, 
91,5/21/2022,141,0.22, ,0, ,725, ,5.3, ,64.8, ,28.1, ,49.9, ,83, ,21, ,44, ,28.7, ,4.9, ,117.5, ,55.6, 
91,5/22/2022,142,0.21, ,0, ,697, ,6.6, ,66.3, ,32.2, ,52.3, ,87, ,27, ,49, ,33.7, ,4.8, ,114.7, ,56.7, 
91,5/23/2022,143,0.24, ,0, ,707, ,7.6, ,71.0, ,33.2, ,55.4, ,90, ,28, ,50, ,37.3, ,5.7, ,137.7, ,57.7, 
91,5/24/2022,144,0.24, ,0, ,699, ,7.7, ,74.7, ,33.3, ,57.2, ,94, ,24, ,48, ,37.8, ,5.6, ,134.1, ,58.2, 
91,5/25/2022,145,0.25, ,0, ,721, ,8.2, ,78.9, ,35.8, ,60.2, ,91, ,24, ,46, ,39.3, ,3.9, ,94.2, ,58.6, 
91,5/26/2022,146,0.15, ,0, ,413, ,9.2, ,75.2, ,38.4, ,56.9, ,87, ,36, ,58, ,42.4, ,4.2, ,100.6, ,58.6, 
91,5/27/2022,147,0.10, ,0.04, ,329, ,9.5, ,65.6, ,37.6, ,51.2, ,97, ,49, ,74, ,43.2, ,3.9, ,94.8, ,57.5, 
91,5/28/2022,148,0.14, ,0.04, ,423, ,8.6, ,60.1, ,39.6, ,49.8, ,97, ,49, ,70, ,40.6, ,8.0, ,192.7, ,56.8, 
91,5/29/2022,149,0.19, ,0, ,639, ,6.2, ,55.3, ,32.7, ,44.8, ,82, ,42, ,62, ,32.4, ,11.4,Y,273.4,Y,55.5, 
91,5/30/2022,150,0.17, ,0, ,615, ,5.5, ,56.3, ,27.6, ,42.7, ,92, ,37, ,59, ,29.3, ,4.8, ,114.2, ,54.8, 
91,5/31/2022,151,0.21, ,0, ,737, ,6.7, ,69.4, ,30.8, ,51.1, ,88, ,25, ,53, ,34.4, ,3.5, ,84.4, ,55.4, 
