181,5/1/2022,121,0.26, ,0, ,576, ,9.4, ,91.7, ,56.2, ,77.1, ,49, ,23, ,30, ,43.0, ,4.3, ,102.4, ,74.3, 
181,5/2/2022,122,0.23, ,0, ,657, ,12.0, ,90.2, ,55.1, ,74.9, ,79, ,19, ,40, ,49.3, ,2.3, ,54.9, ,73.9, 
181,5/3/2022,123,0.22, ,0, ,668, ,14.3, ,90.3, ,57.1, ,72.6, ,94, ,24, ,52, ,54.0, ,1.9, ,45.0, ,74.0, 
181,5/4/2022,124,0.23, ,0, ,689, ,12.1, ,93.7, ,52.2, ,73.2, ,94, ,16, ,43, ,49.7, ,1.7, ,41.0, ,74.0, 
181,5/5/2022,125,0.25, ,0, ,692, ,12.1, ,94.3, ,56.6, ,78.1, ,78, ,20, ,37, ,49.7, ,2.3, ,54.9, ,74.4, 
181,5/6/2022,126,0.26, ,0, ,641, ,11.9, ,94.4, ,55.3, ,79.4, ,56, ,21, ,35, ,49.1, ,3.0, ,72.8, ,75.1, 
181,5/7/2022,127,0.27, ,0, ,636, ,11.8, ,97.0, ,61.9, ,79.5, ,62, ,18, ,34, ,48.9, ,3.7, ,89.3, ,75.9, 
181,5/8/2022,128,0.29, ,0, ,640, ,9.8, ,84.6, ,61.7, ,73.9, ,46, ,25, ,34, ,44.1, ,6.8, ,163.3, ,75.3, 
181,5/9/2022,129,0.25, ,0, ,649, ,8.6, ,82.1, ,52.8, ,69.4, ,62, ,20, ,35, ,40.5, ,4.8, ,114.1, ,73.7, 
181,5/10/2022,130,0.27, ,0, ,651, ,6.9, ,83.9, ,52.8, ,70.3, ,46, ,18, ,27, ,35.0, ,4.8, ,115.6, ,73.1, 
181,5/11/2022,131,0.24, ,0, ,676, ,7.0, ,78.1, ,53.2, ,66.5, ,57, ,22, ,32, ,35.4, ,3.8, ,92.1, ,72.4, 
181,5/12/2022,132,0.22, ,0, ,680, ,9.3, ,84.1, ,50.3, ,67.1, ,73, ,22, ,41, ,42.5, ,2.3, ,56.4, ,72.0, 
181,5/13/2022,133,0.23, ,0, ,676, ,12.3, ,98.6, ,48.9,Y,72.4, ,81, ,19, ,45, ,50.0, ,1.7, ,40.7, ,72.2, 
181,5/14/2022,134,0.24,R,0, ,686, ,14.5, ,106.8, ,52.8, ,77.5, ,85, ,18, ,45, ,54.5, ,1.5, ,34.9, ,73.5, 
181,5/15/2022,135,0.27, ,0, ,685, ,13.4, ,98.4, ,57.4, ,81.0, ,78, ,16, ,37, ,52.4, ,2.6, ,63.5, ,74.9, 
181,5/16/2022,136,0.26, ,0, ,668, ,13.6, ,98.0, ,58.5, ,81.1, ,49, ,25, ,37, ,52.7, ,2.5, ,60.0, ,75.5, 
181,5/17/2022,137,0.24, ,0, ,641, ,14.4, ,93.4, ,58.5, ,78.4, ,75, ,30, ,43, ,54.3, ,2.2, ,52.9, ,76.1, 
181,5/18/2022,138,0.23, ,0, ,662, ,16.4, ,92.1, ,59.0, ,76.0, ,82, ,30, ,53, ,57.8, ,2.1, ,49.8, ,76.4, 
181,5/19/2022,139,0.24, ,0, ,678, ,16.8, ,94.4, ,58.5, ,76.6, ,93, ,31, ,54, ,58.6, ,2.3, ,55.1, ,76.7, 
181,5/20/2022,140,0.25, ,0, ,663, ,14.7, ,92.1, ,59.5, ,74.6, ,80, ,31, ,50, ,54.9, ,3.3, ,79.5, ,76.9, 
181,5/21/2022,141,0.23, ,0, ,672, ,14.1, ,89.4, ,56.6, ,73.5, ,79, ,31, ,50, ,53.7, ,1.8, ,42.5, ,76.4, 
181,5/22/2022,142,0.24, ,0, ,678, ,14.4, ,90.7, ,58.1, ,75.4, ,86, ,31, ,48, ,54.3, ,1.9, ,45.3, ,76.5, 
181,5/23/2022,143,0.24, ,0, ,672, ,16.0, ,93.5, ,59.9, ,76.4, ,90, ,27, ,51, ,57.1, ,1.8, ,44.0, ,76.9, 
181,5/24/2022,144,0.24, ,0, ,673, ,16.8, ,96.0, ,59.5, ,77.6, ,79, ,29, ,52, ,58.5, ,1.7, ,40.4, ,77.6, 
181,5/25/2022,145,0.24, ,0, ,660, ,15.8, ,102.3, ,60.8, ,80.3, ,83, ,17, ,45, ,56.9, ,2.1, ,50.3, ,78.4, 
181,5/26/2022,146,0.27, ,0, ,681, ,13.3, ,102.4, ,62.1, ,83.3, ,76, ,15, ,34, ,52.1, ,2.7, ,65.9, ,79.3, 
181,5/27/2022,147,0.29, ,0, ,669, ,10.4, ,102.4, ,61.0, ,84.5, ,60, ,14, ,26, ,45.5, ,3.2, ,77.4, ,80.1, 
181,5/28/2022,148,0.31, ,0, ,678, ,9.8, ,97.7, ,65.5, ,82.2, ,44, ,15, ,26, ,43.9, ,5.4, ,128.8, ,80.2, 
181,5/29/2022,149,0.30, ,0, ,676, ,11.5, ,94.4, ,69.5, ,80.4, ,45, ,20, ,33, ,48.3, ,5.7, ,136.9, ,79.8, 
181,5/30/2022,150,0.28, ,0, ,696, ,10.5, ,94.9, ,63.5, ,81.1, ,68, ,10, ,29, ,45.7, ,3.9, ,93.7, ,79.7, 
181,5/31/2022,151,0.26, ,0, ,702, ,11.9, ,93.5, ,57.1, ,77.8, ,64, ,16, ,37, ,49.1, ,2.6, ,62.3, ,79.9, 
