239,5/1/2022,121,--,N,0, ,686, ,14.9, ,103.3, ,50.1, ,67.4, ,93, ,39, ,65, ,55.3, ,5.5, ,132.0, ,74.9, 
239,5/2/2022,122,--,N,0, ,605, ,17.0, ,100.5, ,58.2, ,69.7, ,100, ,37, ,69, ,59.0, ,4.7, ,113.8, ,75.4, 
239,5/3/2022,123,--,N,0, ,555, ,19.0,Y,--,S,56.4, ,70.1,H,100,H,36,H,75,Y,62.0,Y,4.3, ,103.2, ,75.1, 
239,5/4/2022,124,--,N,0, ,702, ,12.3, ,--,S,50.7, ,73.3, ,100, ,10, ,44, ,49.9, ,4.9, ,116.5, ,76.1, 
239,5/5/2022,125,--,N,0, ,686, ,9.1, ,113.7,Y,52.4, ,77.1, ,43, ,13, ,29, ,42.2, ,4.8, ,116.2, ,77.5, 
239,5/6/2022,126,--,N,0, ,690, ,8.4, ,108.6,Y,54.0, ,75.4, ,55, ,16, ,28, ,40.0, ,5.2, ,125.9, ,78.1, 
239,5/7/2022,127,--,N,0, ,696, ,12.4, ,89.0, ,53.9, ,67.9, ,90, ,31, ,53, ,50.2, ,6.0, ,143.1, ,78.5, 
239,5/8/2022,128,--,N,0, ,526, ,13.2, ,71.9, ,55.2, ,60.9, ,90, ,48, ,72, ,52.0, ,8.7,Y,208.7,Y,76.9, 
239,5/9/2022,129,--,N,0, ,549, ,12.2, ,93.5, ,52.0, ,62.1,H,94,H,37,H,64, ,49.9, ,5.4, ,128.9, ,75.5, 
239,5/10/2022,130,--,N,0, ,672, ,11.1, ,83.6, ,48.5, ,63.8, ,97, ,24, ,55, ,47.4, ,5.4, ,128.6, ,74.6, 
239,5/11/2022,131,--,N,0, ,729,R,7.4, ,74.4, ,42.9, ,58.4, ,92, ,18, ,44, ,36.8, ,5.0, ,120.9, ,74.1, 
239,5/12/2022,132,--,N,0, ,735,R,5.5,Y,103.7, ,44.6, ,69.2, ,55, ,9, ,23,Y,29.5,Y,4.7, ,113.9, ,75.1, 
239,5/13/2022,133,--,N,0, ,732,R,7.1, ,--,S,57.0, ,78.8,Y,39, ,7, ,21,Y,35.8,Y,5.2, ,125.1, ,77.7, 
239,5/14/2022,134,--,N,0, ,734,R,5.9,Y,--,S,58.3, ,81.4,Y,41, ,4, ,16,Y,31.2,Y,5.4, ,129.8, ,80.2, 
239,5/15/2022,135,--,N,0, ,612, ,7.5, ,113.4,Y,59.0, ,79.5,Y,32, ,12, ,22,Y,37.0,Y,5.4, ,130.1, ,80.3, 
239,5/16/2022,136,--,N,0, ,717, ,11.1, ,97.5, ,52.6, ,73.3, ,75, ,27, ,40, ,47.3, ,5.1, ,121.4, ,80.4, 
239,5/17/2022,137,--,N,0, ,694, ,16.4, ,101.3,Y,55.9, ,70.4, ,99, ,34, ,65, ,58.0, ,4.8, ,115.4, ,80.7, 
239,5/18/2022,138,--,N,0, ,689, ,18.1,Y,113.1,R,56.1, ,76.5,Y,98, ,27, ,58,Y,60.7,Y,4.2, ,101.6, ,81.4, 
239,5/19/2022,139,--,N,0, ,709, ,19.2,Y,--,S,53.7, ,72.7, ,99, ,34, ,70,Y,62.4,Y,5.4, ,130.1, ,82.0, 
239,5/20/2022,140,--,N,0, ,231, ,19.2,Y,108.2,Y,59.0, ,65.8,H,100,H,65,H,89,Y,62.4,Y,5.8, ,139.1, ,77.5, 
239,5/21/2022,141,--,N,0, ,496, ,15.4, ,83.4, ,59.1, ,64.5, ,97, ,50, ,74, ,56.1, ,5.5, ,132.7, ,77.4, 
239,5/22/2022,142,--,N,0, ,687, ,15.7, ,118.7,R,59.3, ,70.1, ,90, ,32, ,62, ,56.6, ,5.2, ,125.3, ,80.0, 
239,5/23/2022,143,--,N,0, ,712, ,18.9,Y,101.7, ,55.3, ,73.5, ,98, ,39, ,67,Y,61.9,Y,4.4, ,105.8, ,80.5, 
239,5/24/2022,144,--,N,0, ,725, ,16.6, ,--,S,57.1, ,79.1, ,100, ,18, ,49, ,58.3, ,4.4, ,105.8, ,82.3, 
239,5/25/2022,145,--,N,0, ,718, ,16.3, ,104.4,Y,57.9, ,80.2,Y,73, ,26, ,47,Y,57.8,Y,4.5, ,107.9, ,84.2, 
239,5/26/2022,146,--,N,0, ,730, ,16.5, ,107.3,Y,58.8, ,75.4, ,86, ,26, ,55, ,58.1, ,5.3, ,127.8, ,84.7, 
239,5/27/2022,147,--,N,0, ,700, ,18.2,Y,115.6,Y,53.6, ,72.4, ,94, ,38, ,67,Y,60.8,Y,4.9, ,117.8, ,83.2, 
239,5/28/2022,148,--,N,0, ,504, ,15.9, ,77.1, ,59.0, ,65.6, ,96, ,48, ,74, ,57.1, ,5.8, ,138.6, ,81.7, 
239,5/29/2022,149,--,N,0, ,571, ,14.6, ,78.5, ,56.5, ,65.0, ,96, ,44, ,69, ,54.6, ,5.6, ,135.6, ,81.4, 
239,5/30/2022,150,--,N,0, ,688, ,15.6, ,92.9, ,54.2, ,69.2, ,100, ,31, ,64, ,56.5, ,5.4, ,130.7, ,81.7, 
239,5/31/2022,151,--,N,0, ,739, ,14.1, ,125.3,R,52.4, ,72.2, ,95, ,24, ,52, ,53.6, ,5.1, ,121.3, ,82.5, 
