217,5/1/2022,121,0.20, ,0.00, ,655, ,12.7, ,71.9, ,47.2, ,58.7, ,97, ,54, ,75, ,50.8, ,3.5, ,82.9, ,67.0, 
217,5/2/2022,122,0.18, ,0, ,596, ,13.0, ,71.9, ,49.2, ,58.6, ,95, ,56, ,78, ,51.6, ,3.6, ,86.3, ,67.2, 
217,5/3/2022,123,0.20, ,0, ,668, ,13.1, ,71.1, ,49.3, ,59.3, ,96, ,57, ,76, ,51.7, ,3.9, ,93.7, ,67.0, 
217,5/4/2022,124,0.22, ,0.00, ,680, ,13.9, ,80.0, ,49.2, ,62.5, ,97, ,49, ,72, ,53.4, ,3.4, ,81.8, ,67.2, 
217,5/5/2022,125,0.21, ,0.00, ,687, ,13.7, ,76.1, ,48.3, ,61.3, ,97, ,46, ,74, ,52.9, ,3.0, ,72.2, ,67.7, 
217,5/6/2022,126,0.22, ,0.00, ,671, ,13.2, ,79.0, ,50.3, ,63.6, ,97, ,39, ,66, ,52.0, ,3.2, ,77.0, ,68.1, 
217,5/7/2022,127,0.21, ,0.00, ,682, ,13.6, ,74.2, ,51.8, ,61.3, ,93, ,56, ,74, ,52.8, ,3.5, ,84.9, ,68.5, 
217,5/8/2022,128,0.20, ,0.00, ,657, ,11.5, ,69.7, ,48.5, ,58.1, ,94, ,45, ,70, ,48.2, ,3.8, ,90.4, ,68.5, 
217,5/9/2022,129,0.21, ,0, ,689, ,7.9, ,68.0, ,45.3, ,55.0, ,89, ,33, ,53, ,38.3, ,4.2, ,101.9, ,68.0, 
217,5/10/2022,130,0.22, ,0, ,699, ,8.2, ,66.1, ,41.6,Y,53.7, ,88, ,29, ,58, ,39.4, ,4.5, ,107.1, ,67.0, 
217,5/11/2022,131,0.22, ,0.06, ,706, ,7.6, ,68.3, ,42.8,Y,55.2, ,86, ,27, ,51, ,37.4, ,4.2, ,101.6, ,66.1, 
217,5/12/2022,132,0.27, ,0.06, ,713, ,6.7, ,81.3, ,46.0, ,64.0, ,71, ,14, ,33, ,34.3, ,5.0,Y,121.2,Y,65.7, 
217,5/13/2022,133,0.28,R,0.06, ,712, ,7.3, ,90.2,Y,56.6, ,--,S,52,H,15,H,--,Q,--,Q,4.4, ,106.1, ,66.2, 
217,5/14/2022,134,0.27,R,0.07, ,701, ,8.9, ,89.6,Y,59.4,Y,--,S,64,H,19,H,--,Q,--,Q,3.9, ,93.4, ,67.3, 
217,5/15/2022,135,0.21, ,0.05, ,596, ,11.7, ,83.5, ,54.0, ,67.5,Y,90, ,29, ,51,Y,48.6,Y,3.4, ,82.7, ,68.2, 
217,5/16/2022,136,0.21, ,0.06, ,697, ,13.4, ,75.1, ,50.0, ,60.8, ,95, ,51, ,74, ,52.3, ,3.3, ,79.0, ,68.3, 
217,5/17/2022,137,0.21, ,0.05, ,697, ,12.8, ,73.1, ,47.5, ,59.0, ,97, ,58, ,75, ,51.1, ,3.5, ,85.2, ,68.4, 
217,5/18/2022,138,0.21, ,0.04, ,691, ,13.8, ,74.3, ,49.3, ,61.2, ,95, ,58, ,75, ,53.1, ,3.3, ,78.7, ,68.3, 
217,5/19/2022,139,0.18, ,0.05, ,631, ,14.7, ,70.4, ,51.1, ,59.4, ,100, ,65, ,85, ,54.8, ,3.6, ,85.6, ,68.6, 
217,5/20/2022,140,0.03, ,0.02, ,166, ,14.1, ,65.7, ,57.2,Y,60.0, ,88, ,71, ,80, ,53.8, ,2.8, ,66.5, ,68.6, 
217,5/21/2022,141,0.17, ,0.02, ,544, ,13.5, ,70.9, ,51.5, ,61.2, ,92, ,54, ,73, ,52.5, ,3.9, ,93.0, ,67.6, 
217,5/22/2022,142,0.22, ,0.05, ,707, ,12.8, ,73.0, ,48.7, ,59.9, ,95, ,50, ,72, ,51.0, ,3.5, ,83.1, ,67.6, 
217,5/23/2022,143,0.20, ,0.05, ,659, ,13.5, ,73.7, ,47.3, ,58.6, ,99, ,57, ,80, ,52.6, ,3.3, ,80.1, ,68.1, 
217,5/24/2022,144,0.21, ,0, ,662, ,15.2, ,78.9, ,52.8, ,63.1, ,97, ,51, ,77, ,55.7, ,3.2, ,77.6, ,68.4, 
217,5/25/2022,145,0.22, ,0, ,699, ,16.2, ,80.1, ,54.5, ,64.7, ,100, ,54, ,78, ,57.6, ,3.5, ,84.7, ,69.4, 
217,5/26/2022,146,0.21, ,0, ,684, ,15.5, ,73.9, ,52.3, ,63.1, ,96, ,59, ,79, ,56.4, ,3.8, ,91.3, ,70.5, 
217,5/27/2022,147,0.18, ,0, ,591, ,13.9, ,73.8, ,52.2, ,60.5, ,96, ,56, ,77, ,53.4, ,3.8, ,90.2, ,70.6, 
217,5/28/2022,148,0.08, ,0, ,293, ,13.7, ,67.8, ,50.5, ,58.5, ,97, ,67, ,82, ,53.0, ,3.0, ,71.2, ,69.7, 
217,5/29/2022,149,0.23, ,0, ,728, ,13.4, ,76.0, ,49.8, ,62.3, ,99, ,43, ,70, ,52.4, ,3.4, ,82.7, ,68.4, 
217,5/30/2022,150,0.23, ,0, ,725, ,12.8, ,75.0, ,50.0, ,61.8, ,96, ,44, ,68, ,51.1, ,3.6, ,85.3, ,68.8, 
217,5/31/2022,151,0.23, ,0, ,730, ,12.8, ,76.4, ,48.3, ,62.9, ,97, ,42, ,65, ,51.2, ,3.6, ,86.5, ,69.0, 
