12,5/1/2022,121,0.22, ,0, ,656, ,9.7, ,79.0, ,43.2, ,61.1, ,97, ,23, ,53, ,43.6, ,4.0, ,96.7, ,65.6, 
12,5/2/2022,122,0.22, ,0, ,616, ,7.7, ,71.2, ,52.2, ,61.4, ,69, ,22, ,42, ,37.9, ,5.7, ,137.9, ,65.4, 
12,5/3/2022,123,0.25, ,0, ,666, ,7.8, ,79.9, ,46.8, ,62.9, ,77, ,25, ,40, ,38.1, ,5.9, ,142.3, ,65.0, 
12,5/4/2022,124,0.24, ,0, ,668, ,9.8, ,85.4, ,51.4, ,71.0, ,65, ,21, ,38, ,44.0, ,3.8, ,91.1, ,65.7, 
12,5/5/2022,125,0.07, ,0, ,184, ,11.6, ,73.8, ,58.3, ,65.0, ,74, ,43, ,55, ,48.6, ,4.5, ,107.3, ,65.9, 
12,5/6/2022,126,0.18, ,0,R,663, ,13.1, ,78.0, ,55.9, ,68.0, ,85, ,43, ,56, ,51.8, ,7.0, ,166.8, ,65.6, 
12,5/7/2022,127,0.21, ,0, ,658, ,9.2, ,72.9, ,48.4, ,61.0, ,95, ,28, ,50, ,42.5, ,4.1, ,97.8, ,66.0, 
12,5/8/2022,128,0.17, ,0, ,543, ,6.3, ,64.4, ,38.7, ,52.0, ,87, ,29, ,47, ,32.6, ,4.2, ,101.5, ,65.4, 
12,5/9/2022,129,0.17, ,0.11, ,600, ,7.7, ,63.0, ,43.4, ,50.4,Y,99, ,31, ,62,Y,37.9,Y,3.8, ,90.4, ,63.8, 
12,5/10/2022,130,0.11, ,0.14,H,446, ,9.1, ,60.2, ,39.9, ,49.0,Y,98, ,49, ,77,Y,42.1,Y,2.4, ,57.0, ,63.2, 
12,5/11/2022,131,0.20, ,0.00, ,662, ,8.0, ,70.9, ,34.6,Y,53.5, ,99, ,25, ,57, ,38.7, ,2.4, ,58.3, ,62.7, 
12,5/12/2022,132,0.17, ,0, ,537, ,8.5, ,71.3, ,47.8, ,58.2, ,78, ,24, ,52, ,40.5, ,3.6, ,86.8, ,63.4, 
12,5/13/2022,133,0.20, ,0, ,630, ,11.0, ,79.7, ,41.2, ,61.3, ,97, ,32, ,59, ,47.0, ,2.1, ,50.1, ,64.2, 
12,5/14/2022,134,0.23, ,0, ,639, ,12.6, ,88.1, ,48.7, ,69.3, ,99, ,23, ,52, ,50.7, ,2.7, ,65.4, ,66.3, 
12,5/15/2022,135,0.22, ,0, ,565, ,14.2, ,90.0, ,51.4, ,72.7, ,98, ,31, ,52, ,54.0, ,3.5, ,84.6, ,67.9, 
12,5/16/2022,136,0.21, ,0, ,657, ,13.6, ,82.3, ,55.3, ,66.4, ,80, ,33, ,61, ,52.7, ,2.8, ,67.1, ,69.8, 
12,5/17/2022,137,0.24, ,0, ,668, ,12.1, ,89.2, ,50.5, ,68.8, ,98, ,17, ,50, ,49.6, ,2.4, ,57.9, ,70.8, 
12,5/18/2022,138,0.30, ,0, ,658, ,10.8, ,92.8, ,49.1, ,74.8, ,92, ,17, ,37, ,46.7, ,5.5, ,132.0, ,70.6, 
12,5/19/2022,139,0.34, ,0, ,695, ,6.4, ,85.4, ,62.4, ,75.9, ,32, ,10, ,21, ,33.3, ,8.7,Y,209.4,Y,71.1, 
12,5/20/2022,140,0.29, ,0, ,728,R,5.2, ,80.6, ,54.4, ,66.1, ,40, ,13, ,24, ,28.2, ,7.0, ,167.4, ,70.0, 
12,5/21/2022,141,0.26, ,0, ,719, ,8.3, ,87.0, ,52.5, ,68.0, ,77, ,16, ,36, ,39.8, ,3.8, ,92.3, ,69.4, 
12,5/22/2022,142,0.25, ,0, ,710, ,9.8, ,87.7, ,46.3, ,67.4, ,91, ,15, ,43, ,44.0, ,2.7, ,63.8, ,69.7, 
12,5/23/2022,143,0.29, ,0, ,701, ,9.2, ,90.7, ,58.0, ,75.5, ,52, ,19, ,30, ,42.3, ,5.1, ,123.5, ,70.3, 
12,5/24/2022,144,0.31, ,0, ,706, ,9.3, ,93.8, ,57.8, ,78.4, ,51, ,15, ,28, ,42.7, ,5.4, ,129.6, ,71.2, 
12,5/25/2022,145,0.26, ,0, ,709, ,14.8, ,97.8, ,60.3, ,78.9, ,76, ,24, ,44, ,55.0, ,2.5, ,60.6, ,72.4, 
12,5/26/2022,146,0.19, ,0, ,496, ,14.6, ,83.5, ,60.1, ,73.1, ,80, ,37, ,52, ,54.6, ,3.8, ,90.3, ,73.0, 
12,5/27/2022,147,0.18, ,0, ,521, ,14.8, ,80.1, ,56.7, ,67.5, ,86, ,43, ,64, ,55.1, ,3.9, ,94.3, ,72.1, 
12,5/28/2022,148,0.21, ,0, ,604, ,13.4, ,76.7, ,55.8, ,65.6, ,82, ,41, ,63, ,52.4, ,5.4, ,130.3, ,72.1, 
12,5/29/2022,149,0.28, ,0, ,717, ,7.5, ,78.9, ,54.2, ,65.8, ,50, ,16, ,35, ,37.1, ,6.8, ,162.8, ,71.3, 
12,5/30/2022,150,0.29, ,0, ,736, ,6.5, ,79.2, ,55.5, ,66.8, ,51, ,14, ,29, ,33.5, ,7.3, ,174.3, ,70.7, 
12,5/31/2022,151,0.27, ,0, ,726, ,8.7, ,85.5, ,54.7, ,69.2, ,79, ,18, ,36, ,41.0, ,4.9, ,118.1, ,70.3, 
