64,5/1/2022,121,0.21, ,0, ,670, ,12.2, ,72.4, ,48.5, ,58.1, ,99, ,47, ,74, ,49.8, ,4.6, ,110.0, ,67.8, 
64,5/2/2022,122,0.21, ,0, ,658, ,12.0, ,74.8, ,46.0, ,57.4, ,100, ,47, ,74, ,49.4, ,4.4, ,104.4, ,68.3, 
64,5/3/2022,123,0.23, ,0, ,703,R,10.5, ,79.8, ,42.6, ,58.7, ,100, ,32, ,62, ,45.7, ,3.6, ,86.1, ,68.4, 
64,5/4/2022,124,0.24, ,0, ,705,R,11.1, ,88.3, ,38.6, ,62.1, ,99, ,27, ,58, ,47.3, ,3.2, ,77.5, ,68.5, 
64,5/5/2022,125,0.22, ,0, ,690, ,12.0, ,84.8, ,44.7, ,59.4, ,100, ,27, ,69, ,49.3, ,3.9, ,92.4, ,68.9, 
64,5/6/2022,126,0.22, ,0, ,692, ,13.4, ,77.5, ,45.8, ,61.0, ,100, ,46, ,73, ,52.4, ,3.9, ,94.3, ,69.3, 
64,5/7/2022,127,0.21, ,0, ,645, ,13.0, ,75.9, ,48.7, ,59.5, ,100, ,46, ,75, ,51.6, ,4.7, ,112.2, ,69.7, 
64,5/8/2022,128,0.24, ,0, ,722,R,9.0, ,70.1, ,43.9, ,55.9, ,100, ,38, ,59, ,41.8, ,6.3, ,151.9, ,69.9, 
64,5/9/2022,129,0.23, ,0, ,704, ,6.5,Y,68.6, ,43.0, ,55.0, ,83, ,23, ,44,Y,33.6,Y,5.7, ,137.0, ,69.5, 
64,5/10/2022,130,0.23, ,0, ,734,R,7.3,Y,69.7, ,35.6, ,52.8, ,100, ,23, ,53,Y,36.4,Y,4.5, ,108.8, ,69.1, 
64,5/11/2022,131,0.24, ,0, ,737,R,7.8, ,71.0, ,36.7, ,53.6, ,97, ,18, ,56, ,38.1, ,5.2, ,124.9, ,68.9, 
64,5/12/2022,132,0.24, ,0, ,722,R,9.3, ,80.0, ,41.7, ,57.3, ,100, ,25, ,58, ,42.6, ,3.9, ,94.8, ,68.8, 
64,5/13/2022,133,0.27, ,0, ,738,R,9.4, ,94.9,Y,38.8, ,64.9, ,97, ,10, ,45, ,43.0, ,4.0, ,96.3, ,69.1, 
64,5/14/2022,134,0.27,R,0, ,724,R,12.5, ,95.4,Y,43.5, ,68.6,Y,100, ,22, ,52,Y,50.4,Y,3.5, ,83.8, ,69.7, 
64,5/15/2022,135,0.20, ,0, ,616, ,15.0, ,79.8, ,53.3, ,62.8, ,100, ,45, ,77, ,55.4, ,4.2, ,99.9, ,70.5, 
64,5/16/2022,136,0.22, ,0, ,687, ,14.1, ,75.0, ,52.2, ,60.8, ,100, ,50, ,78, ,53.8, ,4.6, ,110.6, ,70.8, 
64,5/17/2022,137,0.21, ,0, ,680, ,12.9, ,74.4, ,48.8, ,59.6, ,100, ,47, ,74, ,51.3, ,4.0, ,96.6, ,71.1, 
64,5/18/2022,138,0.24, ,0, ,704, ,13.4, ,88.5, ,49.2, ,65.7, ,100, ,33, ,62, ,52.3, ,3.3, ,79.9, ,71.3, 
64,5/19/2022,139,0.25, ,0, ,723, ,13.1, ,84.8, ,48.2, ,64.5, ,98, ,37, ,63, ,51.8, ,3.8, ,90.6, ,71.7, 
64,5/20/2022,140,0.22, ,0, ,708, ,13.4, ,73.5, ,49.7, ,61.3, ,93, ,54, ,72, ,52.3, ,3.9, ,93.6, ,72.1, 
64,5/21/2022,141,0.24, ,0, ,721, ,13.3, ,79.8, ,45.6, ,62.3, ,100, ,44, ,69, ,52.1, ,3.5, ,84.8, ,72.3, 
64,5/22/2022,142,0.22, ,0, ,669, ,12.9, ,82.3, ,48.8, ,60.4, ,100, ,36, ,72, ,51.2, ,3.7, ,89.2, ,72.4, 
64,5/23/2022,143,0.24, ,0, ,714, ,12.8, ,85.2, ,47.7, ,62.8, ,100, ,36, ,66, ,51.1, ,3.6, ,87.3, ,72.5, 
64,5/24/2022,144,0.25, ,0, ,717, ,14.4, ,91.9,Y,47.5, ,68.2, ,100, ,33, ,61, ,54.3, ,2.9, ,70.7, ,72.7, 
64,5/25/2022,145,0.25, ,0, ,731, ,16.1, ,91.9,Y,50.7, ,69.1,Y,100, ,33, ,67,Y,57.5,Y,3.2, ,76.5, ,73.3, 
64,5/26/2022,146,0.18, ,0, ,587, ,16.2, ,77.5, ,57.3, ,63.7, ,100, ,54, ,80, ,57.5, ,3.5, ,84.9, ,74.0, 
64,5/27/2022,147,0.19, ,0, ,594, ,14.4, ,76.5, ,51.2, ,63.2, ,98, ,50, ,73, ,54.4, ,3.6, ,86.1, ,74.1, 
64,5/28/2022,148,0.22, ,0, ,690, ,12.5, ,75.1, ,47.4, ,60.8, ,100, ,45, ,69, ,50.5, ,4.1, ,98.1, ,74.0, 
64,5/29/2022,149,0.26, ,0, ,752,R,11.9, ,82.3, ,46.8, ,61.8, ,100, ,34, ,63, ,49.2, ,4.9, ,116.6, ,73.9, 
64,5/30/2022,150,0.24, ,0, ,742,R,11.3, ,74.8, ,45.2, ,58.5, ,100, ,40, ,68, ,47.8, ,4.1, ,98.3, ,73.8, 
64,5/31/2022,151,0.24, ,0, ,738, ,11.3, ,80.2, ,42.8, ,60.5, ,100, ,34, ,63, ,47.8, ,3.4, ,81.8, ,73.6, 
