254,5/1/2022,121,0.20, ,0, ,677, ,11.2, ,67.8, ,45.0, ,56.0, ,96, ,47, ,73, ,47.6, ,5.9,Y,142.8,Y,59.1, 
254,5/2/2022,122,0.18, ,0, ,611, ,11.0, ,64.0, ,48.1, ,55.0, ,91, ,52, ,74, ,47.0, ,7.4,R,177.0,R,59.3, 
254,5/3/2022,123,0.23, ,0, ,691,R,10, ,75.1, ,41.3, ,58.5, ,92, ,30, ,60, ,44.6, ,5.3, ,127.6, ,59.2, 
254,5/4/2022,124,0.22, ,0, ,685, ,12.4, ,78.8, ,44.1, ,58.8, ,96, ,37, ,73, ,50.3, ,5.4, ,130.0, ,59.8, 
254,5/5/2022,125,0.17, ,0, ,549, ,12.3, ,63.6, ,49.6, ,56.9, ,95, ,50, ,78, ,50.1, ,6.0,Y,143.9,Y,60.6, 
254,5/6/2022,126,0.16, ,0, ,523, ,15.5, ,69.0, ,55.5, ,60.6, ,98, ,70, ,86, ,56.4, ,5.9,Y,141.1,Y,61.6, 
254,5/7/2022,127,0.21, ,0, ,671, ,11.6, ,64.6, ,51.9, ,57.2, ,94, ,58, ,72, ,48.4, ,8.4,R,201.9,R,61.7, 
254,5/8/2022,128,0.22, ,0, ,674, ,8.5, ,59.5, ,47.9, ,53.3, ,70, ,50, ,62, ,40.4, ,11.7,R,282.0,R,60.8, 
254,5/9/2022,129,0.20, ,0, ,701, ,8.5, ,58.7, ,44.3, ,52.0, ,80, ,51, ,64, ,40.2, ,7.6,R,183.3,R,60.3,Y
254,5/10/2022,130,0.21, ,0, ,709,R,8.7, ,58.2, ,43.8, ,51.7, ,83, ,51, ,66, ,40.9, ,8.0,R,191.2,R,59.9,Y
254,5/11/2022,131,0.20, ,0, ,712,R,9.5, ,62.2, ,38.2,Y,52.1, ,93, ,54, ,72, ,43.2, ,6.3,Y,152.2,Y,59.7,Y
254,5/12/2022,132,0.20, ,0, ,674, ,10.4, ,62.2, ,40.6,Y,53.4, ,94, ,58, ,75, ,45.6, ,5.9, ,140.6, ,59.7,Y
254,5/13/2022,133,0.21, ,0, ,686, ,13.3, ,69.8, ,48.1, ,59.2, ,93, ,61, ,78, ,52.2, ,5.5, ,132.6, ,60.5,Y
254,5/14/2022,134,0.22, ,0, ,700, ,14.3, ,73.3, ,50.3, ,60.8, ,97, ,56, ,78, ,54.0, ,4.8, ,115.3, ,61.6, 
254,5/15/2022,135,0.17, ,0, ,594, ,13.8, ,65.3, ,51.3, ,57.3, ,96, ,73, ,86, ,53.2, ,6.4,Y,153.7,Y,62.0, 
254,5/16/2022,136,0.17, ,0, ,602, ,12.9, ,62.6, ,50.8, ,56.6, ,95, ,74, ,83, ,51.4, ,8.3,R,199.6,R,62.5, 
254,5/17/2022,137,0.20, ,0, ,698, ,12.1, ,68.9, ,48.3, ,56.9, ,94, ,55, ,76, ,49.5, ,5.5, ,131.8, ,62.4, 
254,5/18/2022,138,0.23, ,0, ,704, ,13.3, ,78.4, ,46.9, ,62.9, ,93, ,38, ,68, ,52.1, ,4.4, ,106.1, ,62.7, 
254,5/19/2022,139,0.22, ,0, ,701, ,13.0, ,71.5, ,51.4, ,61.9, ,95, ,48, ,69, ,51.6, ,4.9, ,116.6, ,63.4, 
254,5/20/2022,140,0.26, ,0, ,734,R,9.5, ,74.5, ,47.1, ,59.9, ,87, ,29, ,54, ,43.2, ,6.5,Y,155.8,Y,63.0, 
254,5/21/2022,141,0.23, ,0, ,730,R,11.5, ,75.5, ,45.0, ,59.2, ,93, ,40, ,67, ,48.2, ,5.0, ,119.5, ,62.8, 
254,5/22/2022,142,0.22, ,0, ,707, ,12.1, ,72.7, ,45.4, ,58.4, ,94, ,48, ,73, ,49.7, ,4.5, ,108.6, ,63.0, 
254,5/23/2022,143,0.23, ,0, ,715, ,12.4, ,73.3, ,50.1, ,60.8, ,91, ,47, ,68, ,50.2, ,4.8, ,114.1, ,63.4, 
254,5/24/2022,144,0.26,R,0, ,717, ,13.3, ,88.4,Y,48.2, ,68.9,Y,92,H,24,H,55,Y,52.2,Y,4.1, ,98.5, ,64.0, 
254,5/25/2022,145,0.24,R,0, ,702, ,14.7, ,80.4, ,52.6, ,65.2,H,93,H,44,H,69, ,54.9, ,7.4,R,176.6,R,64.9, 
254,5/26/2022,146,0.19, ,0, ,585, ,14.1, ,70.3, ,52.0, ,59.6, ,97, ,63, ,81, ,53.6, ,7.5,R,180.4,R,64.9, 
254,5/27/2022,147,0.17, ,0, ,550, ,13.5, ,65.8, ,52.6, ,58.8, ,94, ,68, ,80, ,52.6, ,7.0,R,166.9,R,64.9, 
254,5/28/2022,148,0.19, ,0, ,597, ,14.0, ,68.3, ,53.0, ,59.6, ,96, ,54, ,80, ,53.5, ,7.2,R,173.5,R,65.3, 
254,5/29/2022,149,0.23, ,0, ,741,R,11.9, ,69.4, ,46.9, ,59.4, ,95, ,49, ,69, ,49.2, ,6.2,Y,149.5,Y,65.2, 
254,5/30/2022,150,0.23, ,0, ,740,R,11.5, ,69.2, ,48.1, ,58.9, ,91, ,47, ,68, ,48.3, ,5.5, ,132.2, ,64.9, 
254,5/31/2022,151,0.24, ,0, ,739, ,12.1, ,76.5, ,45.2,Y,60.7, ,94, ,38, ,67, ,49.6, ,5.0, ,120.3, ,64.9, 
