243,5/1/2022,121,0.25, ,0, ,559, ,9.2, ,79.4, ,45.2, ,61.7, ,95, ,18, ,49, ,42.2, ,8.8, ,210.2, ,62.0, 
243,5/2/2022,122,0.22, ,0, ,530, ,9.8, ,69.9, ,50.6, ,59.8, ,76, ,36, ,56, ,44.0, ,11.1, ,265.7, ,62.4, 
243,5/3/2022,123,0.28, ,0, ,568, ,7.5, ,79.3, ,53.5, ,64.3, ,63, ,23, ,36, ,37.1, ,10.6, ,255.1, ,62.4, 
243,5/4/2022,124,0.22, ,0.01, ,561, ,10.6, ,85.5, ,44.1, ,66.9, ,93, ,23, ,47, ,46.0, ,4.7, ,113.7, ,62.8, 
243,5/5/2022,125,0.18, ,0, ,424, ,11.4, ,71.6, ,51.0, ,61.2, ,88, ,37, ,62, ,48.1, ,10.2, ,245.0, ,63.3, 
243,5/6/2022,126,0.14, ,0, ,390, ,14.7, ,73.5, ,54.2, ,62.2, ,99, ,56, ,77, ,54.9, ,9.5, ,227.5, ,63.2, 
243,5/7/2022,127,0.20, ,0, ,541, ,11.0, ,71.7, ,50.7, ,59.7, ,92, ,41, ,63, ,47.1, ,10.1, ,241.8, ,63.8, 
243,5/8/2022,128,0.24, ,0, ,570, ,7.7, ,64.5, ,45.2, ,53.7, ,73, ,35, ,54, ,37.6, ,12.9, ,309.5, ,63.2, 
243,5/9/2022,129,0.21, ,0, ,567, ,7.2, ,63.0, ,42.7, ,52.0, ,80, ,29, ,54, ,36.1, ,9.5, ,227.1, ,61.5, 
243,5/10/2022,130,0.16, ,0, ,489, ,7.4, ,61.6, ,35.7,Y,49.6,Y,93, ,34, ,61,Y,36.9,Y,6.3, ,151.9, ,60.8, 
243,5/11/2022,131,0.21, ,0, ,576, ,7.8, ,69.2, ,34.1,R,54.3, ,97, ,29, ,54, ,38.0, ,7.1, ,170.6, ,60.4, 
243,5/12/2022,132,0.20, ,0, ,542, ,8.6, ,69.7, ,44.0, ,56.7, ,85, ,25, ,55, ,40.5, ,7.9, ,190.0, ,61.2, 
243,5/13/2022,133,0.21, ,0, ,562, ,12.0, ,79.8, ,41.5, ,62.6, ,100, ,36, ,62, ,49.4, ,5.3, ,127.6, ,62.3, 
243,5/14/2022,134,0.24, ,0, ,571, ,13.5, ,87.4, ,51.2, ,69.8, ,96, ,27, ,54, ,52.5, ,6.0, ,144.9, ,65.0, 
243,5/15/2022,135,0.26, ,0, ,541, ,13.5, ,82.1, ,52.8, ,67.5, ,90, ,43, ,59, ,52.5, ,10.9, ,261.2, ,66.9, 
243,5/16/2022,136,0.23, ,0, ,580, ,12.4, ,77.1, ,54.5, ,63.7, ,89, ,41, ,62, ,50.3, ,10.5, ,251.9, ,66.7, 
243,5/17/2022,137,0.25, ,0, ,575, ,12.1, ,85.2, ,50.7, ,66.6, ,87, ,33, ,54, ,49.5, ,8.4, ,201.9, ,66.8, 
243,5/18/2022,138,0.27, ,0, ,571, ,12.2, ,94.5,Y,54.3, ,73.7, ,74, ,20, ,43, ,49.8, ,7.4, ,178.7, ,67.8, 
243,5/19/2022,139,0.27, ,0, ,557, ,11.9, ,87.4, ,58.7, ,73.2, ,76, ,24, ,43, ,49.2, ,7.0, ,167.6, ,69.5, 
243,5/20/2022,140,0.36, ,0, ,583, ,5.4,R,79.6, ,54.6, ,66.8, ,45, ,14, ,--,R,--,I,14.0, ,335.6, ,68.3, 
243,5/21/2022,141,0.26, ,0, ,597, ,7.6,Y,85.7, ,46.1, ,67.0, ,73, ,15, ,33,Y,37.3,Y,5.4, ,130.6, ,67.3, 
243,5/22/2022,142,0.26, ,0, ,579, ,10.0, ,87.2, ,47.6, ,68.5, ,83, ,15, ,42, ,44.7, ,6.1, ,147.5, ,68.5, 
243,5/23/2022,143,0.29, ,0, ,581, ,10.6, ,90.3, ,53.9, ,72.6, ,68, ,19, ,39, ,46.2, ,7.6, ,183.2, ,69.5, 
243,5/24/2022,144,0.28, ,0, ,580, ,11.1, ,93.9, ,56.8, ,76.4, ,69, ,14, ,36, ,47.3, ,6.0, ,143.7, ,70.6, 
243,5/25/2022,145,0.26, ,0, ,567, ,12.6, ,98.1,Y,60.6, ,78.4,Y,66, ,22, ,38,Y,50.8,Y,5.4, ,129.1, ,72.2,Y
243,5/26/2022,146,0.22, ,0, ,497, ,12.9, ,74.2, ,56.2, ,63.2, ,87, ,48, ,65, ,51.4, ,13.4, ,321.4, ,72.8,Y
243,5/27/2022,147,0.21, ,0, ,520, ,13.8, ,73.1, ,55.3, ,62.5, ,89, ,53, ,71, ,53.1, ,12.9, ,310.0, ,70.5, 
243,5/28/2022,148,0.24, ,0, ,556, ,13.3, ,74.4, ,56.2, ,63.5, ,90, ,45, ,67, ,52.2, ,12.9, ,310.1, ,69.8, 
243,5/29/2022,149,0.27, ,0, ,606, ,10.0, ,79.6, ,49.7, ,64.7, ,98, ,16, ,48, ,44.5, ,9.2, ,220.1, ,69.3, 
243,5/30/2022,150,0.29, ,0, ,608, ,8.4,Y,80.2, ,51.5, ,65.4, ,72, ,15, ,39,Y,40.1,Y,9.3, ,222.1, ,69.2, 
243,5/31/2022,151,0.30, ,0, ,608, ,8.2,Y,85.2, ,52.3, ,68.9, ,74, ,14, ,34,Y,39.3,Y,8.3, ,199.0, ,69.1, 
