153,5/1/2022,121,0.21,R,0, ,684, ,17.9, ,102.1,Y,54.8, ,67.8, ,100, ,52, ,77, ,60.3, ,2.0,Y,49.2,Y,69.6, 
153,5/2/2022,122,0.21,R,0, ,666, ,15.5, ,79.4, ,56.2, ,66.7, ,88, ,46, ,69, ,56.3, ,2.1,Y,49.6,Y,71.1, 
153,5/3/2022,123,0.18,R,0, ,581, ,15.1, ,79.6, ,51.9, ,65.2, ,89, ,53, ,71, ,55.5, ,1.8,Y,43.9,Y,71.6, 
153,5/4/2022,124,0.24,R,0, ,718,R,18.4, ,102.6,Y,50.4, ,70.4, ,98, ,45, ,72, ,61.2, ,1.7,Y,40.9,Y,71.5, 
153,5/5/2022,125,0.24,R,0, ,708,R,17.7, ,103.2,Y,54.5, ,71.7, ,95, ,34, ,66, ,60.0, ,1.9,Y,46.4,Y,73.0, 
153,5/6/2022,126,0.26,R,0, ,718,R,18.1, ,--,S,52.8, ,71.6, ,98, ,41, ,68, ,60.7, ,2.9, ,68.6, ,73.3, 
153,5/7/2022,127,0.23,R,0, ,701, ,17.1, ,84.7, ,60.3, ,68.8, ,92, ,48, ,71, ,59.0, ,2.4, ,57.9, ,74.0,Y
153,5/8/2022,128,0.14, ,0, ,447, ,13.8, ,71.6, ,58.2, ,64.4, ,77, ,53, ,67, ,53.2, ,2.6, ,63.0, ,73.5, 
153,5/9/2022,129,0.21, ,0, ,690, ,12.5, ,73.3, ,54.9, ,63.1, ,86, ,44, ,63, ,50.5, ,1.8,Y,43.3,Y,72.7, 
153,5/10/2022,130,0.22,R,0, ,735,R,11.8, ,86.2, ,47.5, ,63.0, ,89, ,35, ,60, ,48.9, ,1.7,Y,40.5,Y,72.4, 
153,5/11/2022,131,0.22,R,0, ,747,R,11.1, ,77.8, ,47.7, ,60.3, ,85, ,40, ,62, ,47.4, ,1.7,Y,41.7,Y,71.4, 
153,5/12/2022,132,0.24,R,0, ,751,R,9.3, ,86.3, ,44.8, ,66.9, ,85, ,22, ,41, ,42.6, ,1.6,Y,39.6,Y,66.3, 
153,5/13/2022,133,0.26,R,0, ,744,R,11.6, ,--,S,50.7, ,74.1,Y,74, ,19, ,40,Y,48.5,Y,1.4,Y,34.7,Y,68.4, 
153,5/14/2022,134,0.26,R,0, ,743,R,13.4, ,--,S,51.6, ,76.6,Y,100,H,21,H,43,Y,52.3,Y,1.5,Y,34.9,Y,70.7, 
153,5/15/2022,135,0.25,R,0, ,720,R,16.0, ,98.5,Y,52.4, ,74.4,Y,93, ,30, ,55,Y,57.2,Y,1.8,Y,44.0,Y,72.2, 
153,5/16/2022,136,0.24,R,0, ,727,R,19.0, ,84.0, ,60.4, ,70.3, ,95, ,49, ,75, ,62.0, ,3.8, ,90.9, ,73.3, 
153,5/17/2022,137,0.23, ,0, ,689, ,17.6, ,78.0, ,59.9, ,67.9, ,93, ,54, ,75, ,59.8, ,5.6, ,134.9, ,74.1, 
153,5/18/2022,138,0.24, ,0, ,696, ,18.5, ,80.2, ,59.7, ,69.3, ,94, ,53, ,75, ,61.2, ,5.4, ,128.5, ,74.4, 
153,5/19/2022,139,0.23, ,0.00,H,686, ,18.3, ,82.7, ,61.4, ,67.8, ,94, ,58, ,79, ,61.0, ,5.9, ,140.7, ,74.8,Y
153,5/20/2022,140,0.04, ,0, ,153, ,15.8, ,68.1, ,59.8, ,63.3, ,90, ,68, ,80, ,56.9, ,4.4, ,105.1, ,73.0, 
153,5/21/2022,141,0.11, ,0, ,363, ,15.5, ,69.4, ,56.4, ,62.7, ,89, ,70, ,80, ,56.4, ,4.5, ,108.4, ,71.3, 
153,5/22/2022,142,0.23, ,0, ,709, ,15.7, ,76.7, ,56.8, ,64.6, ,91, ,54, ,75, ,56.6, ,4.7, ,113.0, ,72.5, 
153,5/23/2022,143,0.19, ,0, ,599, ,14.9, ,75.9, ,53.1, ,62.6, ,88, ,58, ,77, ,55.2, ,5.1, ,123.0, ,74.0, 
153,5/24/2022,144,0.23, ,0, ,693, ,15.4, ,81.8, ,49.9, ,64.0, ,93, ,52, ,76, ,56.2, ,4.6, ,109.8, ,74.6, 
153,5/25/2022,145,0.25, ,0, ,733, ,17.9, ,79.4, ,52.4, ,68.2, ,97, ,56, ,76, ,60.3, ,4.8, ,115.3, ,75.5,Y
153,5/26/2022,146,0.23, ,0, ,696, ,17.5, ,78.5, ,57.8, ,65.8, ,94, ,63, ,81, ,59.7, ,5.1, ,123.5, ,75.9,Y
153,5/27/2022,147,0.21, ,0, ,632, ,16.3, ,78.3, ,57.3, ,64.7, ,94, ,57, ,78, ,57.7, ,5.0, ,120.8, ,73.0, 
153,5/28/2022,148,0.12, ,0, ,368, ,15.8, ,69.3, ,60.2, ,63.7, ,86, ,69, ,79, ,56.9, ,5.3, ,127.0, ,73.8, 
153,5/29/2022,149,0.22, ,0, ,682, ,15.9, ,72.7, ,58.7, ,64.4, ,87, ,63, ,77, ,57.0, ,4.9, ,117.1, ,74.3, 
153,5/30/2022,150,0.23, ,0, ,712, ,15.7, ,76.9, ,54.6, ,65.5, ,88, ,56, ,73, ,56.6, ,4.5, ,107.8, ,75.5, 
153,5/31/2022,151,0.25, ,0, ,757,R,15.3, ,77.4, ,55.4, ,65.9, ,89, ,52, ,70, ,55.9, ,5.3, ,127.1, ,77.0,Y
