242,5/1/2022,121,0.26, ,0, ,672, ,9.3, ,80.6, ,42.6, ,61.7, ,94, ,20, ,50, ,42.7, ,7.3, ,176.2, ,60.3, 
242,5/2/2022,122,0.24, ,0, ,636, ,9.9, ,69.8, ,46.8, ,59.6, ,75, ,38, ,57, ,44.2, ,9.2, ,220.8, ,60.5, 
242,5/3/2022,123,0.29, ,0, ,683, ,7.7, ,80.7, ,49.4, ,63.8, ,71, ,24, ,38, ,37.9, ,8.5, ,203.9, ,60.5, 
242,5/4/2022,124,0.24, ,0.00, ,671, ,10.7, ,87.8, ,41.8, ,65.9, ,91, ,24, ,49, ,46.4, ,3.7, ,87.7, ,60.6, 
242,5/5/2022,125,0.20, ,0, ,519, ,11.3, ,72.6, ,45.4, ,61.1, ,89, ,37, ,61, ,47.7, ,8.1, ,194.5, ,61.2, 
242,5/6/2022,126,0.15, ,0, ,435, ,14.5, ,73.7, ,53.0, ,62.5, ,94, ,56, ,75, ,54.5, ,7.5, ,178.9, ,61.5, 
242,5/7/2022,127,0.22, ,0, ,624, ,11.2, ,72.6, ,49.4, ,60.0, ,87, ,46, ,63, ,47.4, ,8.1, ,193.4, ,62.1, 
242,5/8/2022,128,0.23, ,0, ,660, ,7.9, ,64.3, ,43.5, ,53.8, ,75, ,38, ,56, ,38.4, ,10.2, ,245.3, ,62.5, 
242,5/9/2022,129,0.21, ,0, ,661, ,7.4, ,63.3, ,40.0,Y,51.8, ,86, ,31, ,56, ,36.7, ,7.3, ,175.3, ,61.9, 
242,5/10/2022,130,0.20, ,0, ,657, ,7.4, ,62.8, ,36.0,Y,49.6,Y,93, ,35, ,61,Y,36.9,Y,5.6, ,133.5, ,61.5, 
242,5/11/2022,131,0.23, ,0, ,693, ,7.8, ,71.2, ,34.6,R,54.3,H,97,H,30,H,54, ,38.0, ,6.1, ,147.4, ,61.1, 
242,5/12/2022,132,0.23, ,0, ,672, ,8.4, ,70.8, ,42.0, ,56.7, ,86, ,24, ,53, ,40.0, ,7.0, ,166.9, ,61.4, 
242,5/13/2022,133,0.24, ,0, ,679, ,12.1, ,82.8, ,40.2,Y,63.2, ,98, ,37, ,61, ,49.6, ,5.0, ,120.9, ,62.0, 
242,5/14/2022,134,0.27, ,0, ,698, ,13.4, ,88.8, ,46.8, ,68.9, ,99, ,27, ,55, ,52.3, ,4.9, ,116.9, ,63.3, 
242,5/15/2022,135,0.28, ,0, ,669, ,13.4, ,83.1, ,49.4, ,67.1, ,92, ,41, ,59, ,52.4, ,8.2, ,197.9, ,64.6, 
242,5/16/2022,136,0.25, ,0, ,708, ,12.5, ,78.1, ,52.9, ,63.9, ,88, ,40, ,62, ,50.4, ,8.1, ,194.9, ,65.4, 
242,5/17/2022,137,0.27, ,0, ,704, ,12.1, ,85.7, ,45.2, ,65.6, ,94, ,35, ,56, ,49.5, ,5.7, ,137.0, ,65.8, 
242,5/18/2022,138,0.29, ,0, ,695, ,12.4, ,95.6,Y,44.6, ,72.1, ,88, ,21, ,46, ,50.2, ,5.2, ,123.8, ,66.2, 
242,5/19/2022,139,0.28, ,0, ,678, ,12.4, ,90.2, ,54.6, ,72.4, ,86, ,29, ,46, ,50.2, ,5.5, ,132.8, ,67.2, 
242,5/20/2022,140,0.36, ,0, ,707, ,5.8,R,81.0, ,56.0, ,66.5, ,44, ,15, ,--,R,--,I,12.2, ,292.7, ,67.6, 
242,5/21/2022,141,0.27, ,0, ,724, ,7.9,Y,87.8, ,45.2, ,67.6, ,76, ,15, ,34,Y,38.4,Y,4.9, ,118.2, ,67.0, 
242,5/22/2022,142,0.28, ,0, ,702, ,10.2, ,89.1, ,46.5, ,68.7, ,88, ,16, ,42, ,45.0, ,5.4, ,130.6, ,67.4, 
242,5/23/2022,143,0.30, ,0, ,705, ,10.9, ,91.6, ,49.7, ,71.3, ,78, ,19, ,42, ,46.8, ,5.7, ,136.6, ,67.9, 
242,5/24/2022,144,0.30, ,0, ,703, ,11.0, ,97.1,Y,54.9, ,76.0, ,79, ,13, ,36, ,47.2, ,5.1, ,121.7, ,68.4, 
242,5/25/2022,145,0.29, ,0, ,691, ,13.1, ,101.3,Y,55.8, ,78.3,Y,74, ,20, ,40,Y,51.7,Y,4.0, ,95.3, ,69.1, 
242,5/26/2022,146,0.22, ,0, ,599, ,13.2, ,73.8, ,56.2, ,63.3, ,85, ,50, ,67, ,51.9, ,9.8, ,234.7, ,70.1, 
242,5/27/2022,147,0.23, ,0, ,633, ,13.8, ,73.9, ,55.3, ,63.0, ,87, ,53, ,70, ,53.1, ,10.4, ,249.6, ,69.6, 
242,5/28/2022,148,0.25, ,0, ,669, ,13.4, ,75.2, ,56.0, ,63.9, ,87, ,46, ,66, ,52.3, ,10.2, ,245.4, ,69.4, 
242,5/29/2022,149,0.29, ,0, ,742,R,10.1, ,80.3, ,46.3, ,64.9, ,97, ,18, ,48, ,44.7, ,8.0, ,191.9, ,69.2, 
242,5/30/2022,150,0.29, ,0, ,743,R,8.7, ,81.8, ,47.9, ,65.2, ,80, ,17, ,41, ,40.9, ,7.3, ,175.8, ,68.9, 
242,5/31/2022,151,0.31, ,0, ,742,R,8.5,Y,86.7, ,46.3, ,68.4, ,79, ,15, ,36,Y,40.3,Y,7.1, ,169.4, ,68.7, 
