265,5/1/2022,121,0.23, ,0, ,700,R,8.8, ,80.3, ,44.7, ,59.7, ,88, ,27, ,50, ,41.2, ,8.0,R,191.3,R,64.9, 
265,5/2/2022,122,0.25, ,0, ,686, ,8.9, ,78.4, ,42.6, ,58.1, ,92, ,29, ,54, ,41.4, ,8.7,R,209.6,R,65.4, 
265,5/3/2022,123,0.23, ,0, ,711,R,7.2, ,81.5, ,36.8, ,59.4, ,86, ,17, ,42, ,36.2, ,3.8, ,91.2, ,65.7, 
265,5/4/2022,124,0.26, ,0, ,714,R,7.2, ,85.5, ,39.7, ,63.0, ,77, ,13, ,37, ,36.2, ,4.3, ,102.7, ,67.4,Y
265,5/5/2022,125,0.27, ,0, ,680, ,8.3, ,84.1, ,41.1, ,61.6, ,78, ,26, ,44, ,39.7, ,6.1,R,145.7,R,67.5, 
265,5/6/2022,126,0.25, ,0, ,693, ,9.9, ,84.7, ,44.2, ,64.0, ,76, ,27, ,48, ,44.2, ,6.1,R,147.1,R,68.2,Y
265,5/7/2022,127,0.26, ,0, ,708,R,10.2, ,76.9, ,47.8, ,61.0, ,88, ,25, ,56, ,45.2, ,10.9,R,260.8,R,69.8,Y
265,5/8/2022,128,0.28, ,0, ,728,R,6.6, ,67.0, ,43.3, ,53.5, ,79, ,23, ,47, ,34.0, ,13.2,R,317.6,R,66.7, 
265,5/9/2022,129,0.22, ,0, ,700, ,6.2,Y,64.5, ,37.5, ,51.2, ,84, ,25, ,48,Y,32.3,Y,7.6,R,181.8,R,63.9, 
265,5/10/2022,130,0.24, ,0, ,736,R,6.0,Y,65.5, ,37.5, ,51.4, ,83, ,19, ,46,Y,31.6,Y,7.9,R,189.4,R,63.2, 
265,5/11/2022,131,0.24, ,0, ,733,R,7.0, ,69.1, ,37.9, ,53.2, ,84, ,27, ,51, ,35.4, ,8.6,R,207.6,R,63.0, 
265,5/12/2022,132,0.24, ,0, ,689, ,7.0, ,74.9, ,37.0, ,57.1, ,85, ,19, ,44, ,35.3, ,7.1,R,171.4,R,63.8, 
265,5/13/2022,133,0.26, ,0, ,721,R,9.4, ,86.1, ,41.9, ,64.6, ,79, ,23, ,45, ,42.9, ,6.8,R,162.2,R,66.4, 
265,5/14/2022,134,0.27, ,0, ,713, ,11.7, ,91.1, ,50.9, ,71.3, ,84, ,26, ,45, ,48.7, ,5.5,Y,131.3,Y,70.0,Y
265,5/15/2022,135,0.27, ,0, ,616, ,11.0, ,88.5, ,52.2, ,68.0, ,74, ,24, ,47, ,47.0, ,8.3,R,199.3,R,71.1,Y
265,5/16/2022,136,0.29, ,0, ,737,R,9.8, ,82.2, ,49.2, ,62.7, ,83, ,15, ,50, ,44.0, ,10.5,R,251.0,R,69.1, 
265,5/17/2022,137,0.28, ,0, ,736,R,9.0, ,85.2, ,43.8, ,63.0, ,91, ,16, ,46, ,41.9, ,8.7,R,208.0,R,67.2, 
265,5/18/2022,138,0.29, ,0, ,727,R,9.5, ,93.3, ,44.6, ,69.5, ,89, ,17, ,39, ,43.2, ,6.2,Y,147.9,Y,69.3, 
265,5/19/2022,139,0.35, ,0, ,733,R,9.9, ,93.6, ,51.0, ,71.6, ,70, ,19, ,38, ,44.3, ,9.2,R,221.0,R,71.6,Y
265,5/20/2022,140,0.27, ,0, ,741,R,8.5, ,77.9, ,47.9, ,61.4, ,66, ,20, ,46, ,40.3, ,7.3,R,175.0,R,70.1, 
265,5/21/2022,141,0.26, ,0, ,742,R,7.9, ,81.5, ,40.1, ,60.6, ,85, ,16, ,44, ,38.4, ,4.8, ,114.7, ,68.6, 
265,5/22/2022,142,0.28, ,0, ,732,R,7.3, ,88.5, ,39.4, ,64.8, ,77, ,13, ,35, ,36.6, ,5.5,Y,132.5,Y,70.0, 
265,5/23/2022,143,0.30, ,0, ,732, ,9.0, ,90.3, ,45.5, ,68.3, ,82, ,16, ,38, ,41.9, ,6.4,R,152.9,R,71.4,Y
265,5/24/2022,144,0.28,R,0, ,728, ,9.3, ,98.0,Y,46.4, ,73.7,Y,78, ,16, ,33,Y,42.7,Y,3.5, ,82.9, ,73.6,Y
265,5/25/2022,145,0.30, ,0, ,726, ,10.6, ,93.8, ,53.3, ,72.1, ,66, ,19, ,39, ,46.1, ,5.6,Y,133.9,Y,75.0,R
265,5/26/2022,146,0.25, ,0, ,699, ,12.7, ,80.7, ,50.7, ,61.9, ,85, ,41, ,67, ,50.9, ,7.8,R,187.5,R,73.6,Y
265,5/27/2022,147,0.21, ,0, ,614, ,12.3, ,73.1, ,51.8, ,60.7, ,88, ,48, ,68, ,50.0, ,6.2,R,148.6,R,71.8,Y
265,5/28/2022,148,0.27, ,0, ,696, ,11.4, ,78.8, ,51.3, ,62.7, ,91, ,31, ,58, ,47.9, ,9.4,R,225.8,R,71.4, 
265,5/29/2022,149,0.28, ,0, ,748,R,10.3, ,80.4, ,52.9, ,63.5, ,86, ,26, ,51, ,45.3, ,9.6,R,230.3,R,72.7,Y
265,5/30/2022,150,0.28, ,0, ,750,R,8.6, ,80.2, ,46.1, ,61.7, ,84, ,21, ,46, ,40.5, ,9.0,R,216.5,R,71.2, 
265,5/31/2022,151,0.27, ,0, ,752,R,8.0, ,84.5, ,42.7, ,64.6, ,84, ,20, ,39, ,38.9, ,5.7,R,137.6,R,69.7, 
