262,5/1/2022,121,0.24, ,0, ,670, ,10.0, ,79.7, ,38.1, ,58.9, ,100, ,22, ,59, ,44.4, ,5.7, ,137.8, ,59.0, 
262,5/2/2022,122,0.20, ,0, ,624, ,10.9, ,70.6, ,40.5, ,56.7, ,100, ,44, ,70, ,46.9, ,4.8, ,116.1, ,59.1, 
262,5/3/2022,123,0.25, ,0, ,687, ,9.3, ,78.6, ,37.8,Y,59.8, ,100, ,27, ,53, ,42.7, ,5.7, ,137.6, ,59.0, 
262,5/4/2022,124,0.22, ,0, ,678, ,14.1, ,87.3, ,41.7, ,63.8, ,100, ,32, ,70, ,53.7, ,2.7, ,63.8, ,60.0, 
262,5/5/2022,125,0.20, ,0, ,570, ,13.1, ,76.0, ,47.7, ,61.9, ,100, ,42, ,69, ,51.6, ,5.0, ,119.5, ,60.6, 
262,5/6/2022,126,0.14, ,0, ,446, ,15.7, ,76.3, ,50.9, ,62.7, ,100, ,56, ,81, ,56.7, ,5.4, ,129.4, ,64.9, 
262,5/7/2022,127,0.21, ,0, ,664, ,12.3, ,72.2, ,44.1, ,58.9, ,100, ,50, ,72, ,50.0, ,5.4, ,129.2, ,65.1, 
262,5/8/2022,128,0.22, ,0, ,657, ,8.8, ,63.9, ,41.6, ,53.2, ,99, ,40, ,64, ,41.3, ,8.4, ,201.0, ,62.7, 
262,5/9/2022,129,0.18, ,0, ,604, ,8.2, ,63.1, ,37.1,Y,50.2,Y,100, ,39, ,67,Y,39.5,Y,5.4, ,129.3, ,61.0, 
262,5/10/2022,130,0.20, ,0, ,642, ,7.7, ,64.2, ,33.4,Y,49.9,Y,100, ,37, ,63,Y,37.8,Y,5.0, ,120.6, ,59.9, 
262,5/11/2022,131,0.22, ,0, ,695, ,8.5, ,70.5, ,31.8,R,52.4,H,100,H,31,H,63, ,40.2, ,5.3, ,127.9, ,59.7, 
262,5/12/2022,132,0.21, ,0, ,681, ,10.5, ,71.7, ,34.7,Y,55.0, ,100, ,30, ,71, ,45.9, ,4.4, ,105.1, ,59.7, 
262,5/13/2022,133,0.25, ,0, ,681, ,10.1, ,81.1, ,40.5, ,63.2, ,100, ,0, ,51, ,44.7, ,5.7, ,136.7, ,60.9, 
262,5/14/2022,134,0.27, ,0, ,691, ,11.6, ,87.8, ,46.8, ,68.5, ,100, ,0, ,49, ,48.5, ,5.5, ,132.0, ,62.4, 
262,5/15/2022,135,0.26, ,0, ,667, ,1.5,R,86.0, ,47.4, ,66.5, ,100, ,0, ,--,R,--,I,5.0, ,120.6, ,63.2, 
262,5/16/2022,136,0.24, ,0, ,700, ,6.3,Y,79.2, ,43.5, ,61.1, ,73, ,0, ,34,Y,32.8,Y,4.4, ,106.3, ,63.0, 
262,5/17/2022,137,0.25, ,0.01, ,310, ,11.6, ,86.7, ,--,S,69.8, ,68, ,0, ,47, ,48.6, ,6.3, ,150.6, ,64.9, 
262,5/18/2022,138,0.28, ,0, ,687, ,12.2, ,95.0, ,44.7, ,70.7, ,97, ,21, ,48, ,49.8, ,4.8, ,115.1, ,63.7, 
262,5/19/2022,139,0.30, ,0, ,666, ,11.4, ,89.3, ,51.2, ,73.3, ,68, ,16, ,41, ,47.9, ,6.6, ,159.0, ,64.8, 
262,5/20/2022,140,0.31, ,0, ,695, ,6.6,Y,82.1, ,46.0, ,64.9, ,92, ,15, ,31,Y,33.8,Y,8.3, ,198.2, ,63.9, 
262,5/21/2022,141,0.25, ,0, ,718, ,8.7, ,85.7, ,39.5,Y,63.6, ,96, ,14, ,43, ,40.8, ,3.3, ,80.2, ,63.0, 
262,5/22/2022,142,0.27, ,0, ,699, ,10.4, ,88.7, ,42.7, ,66.7, ,97, ,17, ,46, ,45.6, ,4.3, ,102.3, ,63.5, 
262,5/23/2022,143,0.29, ,0, ,694, ,11.5, ,91.2, ,47.3, ,69.1, ,96, ,20, ,47, ,48.2, ,5.3, ,127.1, ,63.2, 
262,5/24/2022,144,0.27, ,0, ,700, ,13.6, ,94.4, ,47.7, ,70.3, ,97, ,19, ,54, ,52.7, ,3.4, ,82.5, ,65.2, 
262,5/25/2022,145,0.27, ,0, ,670, ,15.3, ,97.3,Y,53.1, ,74.8, ,95, ,22, ,52, ,56.0, ,3.3, ,79.3, ,66.5, 
262,5/26/2022,146,0.23, ,0, ,610, ,13.6, ,80.9, ,52.6, ,65.6, ,93, ,43, ,63, ,52.7, ,6.2, ,148.2, ,66.7, 
262,5/27/2022,147,0.21, ,0, ,606, ,13.4, ,77.6, ,51.1, ,63.2, ,94, ,48, ,68, ,52.3, ,6.5, ,156.4, ,66.2, 
262,5/28/2022,148,0.25, ,0, ,688, ,12.9, ,76.0, ,54.4, ,64.1, ,88, ,46, ,63, ,51.2, ,7.1, ,171.2, ,66.2, 
262,5/29/2022,149,0.29, ,0, ,732, ,9.9, ,79.1, ,48.4, ,64.6, ,94, ,18, ,48, ,44.2, ,8.0, ,190.9, ,65.6, 
262,5/30/2022,150,0.28, ,0, ,733, ,8.8, ,79.6, ,42.7,Y,63.2, ,96, ,17, ,45, ,41.3, ,6.6, ,158.8, ,64.8, 
262,5/31/2022,151,0.30, ,0, ,731, ,8.9, ,85.8, ,39.7,Y,65.7, ,96, ,18, ,41, ,41.4, ,6.0, ,143.0, ,64.5, 
