221,5/1/2022,121,0.36, ,0, ,705,R,7.8, ,98.4, ,65.0, ,85.3, ,34, ,10, ,19, ,38.0, ,7.5, ,179.1, ,73.5, 
221,5/2/2022,122,0.32, ,0, ,707,R,6.2, ,96.0, ,68.5, ,83.5, ,27, ,10, ,16, ,32.3, ,5.6, ,134.1, ,73.9, 
221,5/3/2022,123,0.32, ,0, ,708,R,5.7, ,94.9, ,68.7, ,81.1, ,30, ,5, ,16, ,30.1, ,6.3, ,151.1, ,74.2, 
221,5/4/2022,124,0.34, ,0, ,721,R,4.7, ,91.2, ,69.7, ,80.4, ,19, ,10, ,13, ,25.8, ,8.3, ,199.7, ,73.9, 
221,5/5/2022,125,0.31, ,0, ,694, ,4.9, ,97.1, ,66.8, ,83.9, ,19, ,7, ,12, ,26.5, ,4.5, ,108.3, ,74.1, 
221,5/6/2022,126,0.33, ,0, ,702,R,7.0, ,100.0, ,73.6, ,88.8, ,28, ,7, ,15, ,35.5, ,5.6, ,134.8, ,74.8, 
221,5/7/2022,127,0.45, ,0, ,704,R,7.4, ,100.7, ,79.4,Y,88.8, ,36, ,3, ,16, ,36.6, ,11.0, ,263.1, ,75.5, 
221,5/8/2022,128,0.44, ,0, ,727,R,6.2, ,96.0, ,65.8, ,79.8, ,27, ,9, ,18, ,32.5, ,13.2,Y,316.8,Y,75.2, 
221,5/9/2022,129,0.35, ,0, ,737,R,4.8, ,87.9, ,58.0, ,71.8, ,28, ,12, ,18, ,25.9, ,10.4, ,249.8, ,74.2, 
221,5/10/2022,130,0.31, ,0, ,666, ,4.5, ,83.6, ,57.5, ,71.1, ,25, ,11, ,17, ,24.4, ,7.5, ,180.4, ,73.4, 
221,5/11/2022,131,0.40, ,0, ,758,R,2.9, ,77.1, ,55.5, ,66.6, ,23, ,6, ,13, ,14.6, ,13.9,Y,333.8,Y,72.5, 
221,5/12/2022,132,0.27, ,0, ,746,R,3.4, ,93.2, ,46.2,Y,70.6, ,21, ,8, ,13, ,18.3, ,3.8, ,90.1, ,71.7, 
221,5/13/2022,133,0.30, ,0, ,747,R,4.2, ,97.1, ,58.8, ,80.5, ,16, ,7, ,12, ,22.7, ,4.2, ,99.7, ,72.2, 
221,5/14/2022,134,0.30, ,0, ,755,R,4.4, ,116.3,Y,61.3, ,86.8, ,22, ,4, ,10, ,24.1, ,3.6, ,86.1, ,73.0, 
221,5/15/2022,135,0.31, ,0, ,649, ,4.2, ,103.7, ,67.9, ,90.4, ,17, ,4, ,9, ,23.0, ,4.7, ,112.7, ,73.9, 
221,5/16/2022,136,0.37, ,0, ,727,R,8.6, ,103.1, ,71.2, ,91.9, ,30, ,8, ,17, ,40.6, ,6.3, ,151.3, ,75.3, 
221,5/17/2022,137,0.34, ,0, ,741,R,8.2, ,107.7, ,75.8, ,91.1, ,30, ,9, ,16, ,39.4, ,4.8, ,114.5, ,76.1, 
221,5/18/2022,138,0.32, ,0, ,728,R,7.1, ,101.6, ,65.4, ,89.0, ,22, ,9, ,15, ,35.9, ,4.2, ,101.0, ,76.4, 
221,5/19/2022,139,0.38, ,0, ,731,R,8.5, ,103.8, ,79.2,Y,92.8, ,29, ,7, ,16, ,40.4, ,6.6, ,158.9, ,76.9, 
221,5/20/2022,140,0.43, ,0, ,723, ,8.2, ,103.0, ,77.8,Y,90.0, ,38, ,8, ,17, ,39.3, ,10.2, ,244.6, ,77.6, 
221,5/21/2022,141,0.34, ,0, ,749,R,4.9, ,95.0, ,71.2, ,83.5, ,28, ,9, ,12, ,26.6, ,6.3, ,150.4, ,77.6, 
221,5/22/2022,142,0.32, ,0, ,728, ,8.2, ,111.4,Y,65.2, ,85.8, ,28, ,15, ,19, ,39.3, ,4.2, ,100.8, ,77.5, 
221,5/23/2022,143,0.33, ,0, ,719, ,7.0, ,111.9,Y,68.1, ,88.9, ,29, ,8, ,15, ,35.3, ,4.6, ,111.5, ,77.9, 
221,5/24/2022,144,0.37, ,0, ,751,R,5.0, ,102.7, ,76.1, ,91.7, ,16, ,6, ,10, ,26.9, ,6.6, ,158.2, ,78.8, 
221,5/25/2022,145,0.33, ,0, ,743,R,6.0, ,105.5, ,75.1, ,93.5, ,17, ,5, ,11, ,31.6, ,4.3, ,102.1, ,79.5, 
221,5/26/2022,146,0.40, ,0, ,738,R,7.8, ,111.3, ,79.6,Y,94.7, ,25, ,7, ,14, ,38.3, ,6.7, ,160.2, ,80.3, 
221,5/27/2022,147,0.37, ,0, ,705, ,7.6, ,113.7,Y,74.1, ,91.4, ,27, ,5, ,15, ,37.5, ,5.7, ,136.2, ,81.0, 
221,5/28/2022,148,0.46, ,0, ,658, ,9.6, ,107.8, ,73.3, ,88.1, ,31, ,14, ,21, ,43.4, ,12.6,Y,302.4,Y,81.1, 
221,5/29/2022,149,0.49, ,0, ,735, ,7.7, ,99.1, ,74.4, ,84.3, ,34, ,8, ,19, ,37.8, ,15.5,R,373.1,R,81.0, 
221,5/30/2022,150,0.36, ,0, ,751,R,5.5, ,96.2, ,70.1, ,82.5, ,30, ,8, ,14, ,29.2, ,7.1, ,170.4, ,80.9, 
221,5/31/2022,151,0.32, ,0, ,760,R,5.7, ,101.4, ,65.4, ,83.7, ,25, ,10, ,14, ,30.3, ,4.4, ,105.4, ,80.8, 
