257,5/1/2022,121,0.31, ,0, ,742,R,4.7, ,87.3, ,60.9, ,74.6, ,32, ,9, ,16, ,25.6, ,6.7, ,161.9, ,--,S
257,5/2/2022,122,0.33, ,0, ,682, ,4.5, ,86.4, ,48.9, ,71.4, ,29, ,11, ,17, ,24.5, ,8.4, ,202.5, ,--,S
257,5/3/2022,123,0.28, ,0, ,747,R,3.3, ,82.6, ,56.5, ,71.2, ,23, ,7, ,13, ,17.5, ,5.4, ,129.3, ,--,S
257,5/4/2022,124,0.27, ,0, ,746,R,3.7, ,85.6, ,49.5, ,71.5, ,30, ,8, ,14, ,19.6, ,4.1, ,99.1, ,--,S
257,5/5/2022,125,0.35, ,0, ,700, ,4.4, ,92.5, ,53.3, ,76.3, ,34, ,6, ,14, ,23.9, ,8.2, ,196.9, ,--,S
257,5/6/2022,126,0.37, ,0, ,739,R,6.5, ,97.0, ,70.9,Y,82.0, ,29, ,11, ,18, ,33.7, ,9.0, ,216.3, ,--,S
257,5/7/2022,127,0.40, ,0, ,739,R,6.6, ,84.2, ,66.1, ,74.7, ,32, ,13, ,23, ,34.0, ,14.2, ,341.7, ,--,S
257,5/8/2022,128,0.36, ,0, ,778,R,3.7, ,75.1, ,53.7, ,64.7, ,27, ,12, ,18, ,19.7, ,13.0, ,311.8, ,--,S
257,5/9/2022,129,0.31, ,0, ,761,R,2.8,Y,68.1, ,48.2, ,57.0, ,24, ,10, ,18,Y,13.6,Y,11.9, ,286.8, ,--,S
257,5/10/2022,130,0.28, ,0, ,776,R,3.4,Y,66.6, ,45.2, ,56.3, ,32, ,16, ,22,Y,18.2,Y,9.5, ,227.1, ,--,S
257,5/11/2022,131,0.26, ,0, ,793,R,2.5,Y,68.3, ,41.7, ,56.2, ,31, ,8, ,16,Y,10.9,Y,6.5, ,155.8, ,--,S
257,5/12/2022,132,0.23, ,0, ,686, ,2.9,Y,74.5, ,42.0, ,61.3, ,35, ,8, ,16,Y,14.3,Y,4.2, ,101.4, ,--,S
257,5/13/2022,133,0.28, ,0, ,784,R,4.0,Y,89.2, ,43.3, ,70.3, ,46, ,6, ,16,Y,21.7,Y,4.6, ,111.4, ,--,S
257,5/14/2022,134,0.28, ,0, ,787,R,4.2,Y,95.8, ,52.2, ,76.1, ,38, ,3, ,14,Y,22.9,Y,3.4, ,80.7, ,--,S
257,5/15/2022,135,0.28, ,0, ,653, ,5.5, ,96.1, ,52.5, ,77.4, ,45, ,5, ,17, ,29.6, ,4.5, ,107.9, ,--,S
257,5/16/2022,136,0.31, ,0, ,772,R,6.5, ,96.0, ,59.7, ,80.7, ,41, ,7, ,18, ,33.4, ,5.3, ,126.1, ,--,S
257,5/17/2022,137,0.31, ,0, ,776,R,5.8, ,95.2, ,54.8, ,78.4, ,39, ,7, ,17, ,30.6, ,5.0, ,120.2, ,--,S
257,5/18/2022,138,0.32, ,0, ,775,R,5.3, ,99.4, ,54.4, ,81.7, ,46, ,6, ,14, ,28.6, ,4.9, ,118.7, ,--,S
257,5/19/2022,139,0.38, ,0, ,773,R,5.9, ,99.6, ,62.2, ,83.5, ,35, ,10, ,15, ,31.1, ,7.6, ,182.0, ,--,S
257,5/20/2022,140,0.36, ,0, ,755,R,3.7,Y,83.5, ,59.6, ,77.0, ,24, ,8, ,12,Y,20.0,Y,9.1, ,217.8, ,--,S
257,5/21/2022,141,0.30, ,0, ,793,R,3.0,Y,85.7, ,51.4, ,71.3, ,22, ,5, ,11,Y,15.0,Y,5.1, ,123.5, ,--,S
257,5/22/2022,142,0.30, ,0, ,773,R,4.4,Y,91.5, ,52.5, ,74.6, ,32, ,8, ,15,Y,24.1,Y,4.5, ,107.6, ,--,S
257,5/23/2022,143,0.30, ,0, ,769,R,4.7,Y,93.0, ,55.5, ,78.3, ,42, ,7, ,14,Y,25.8,Y,4.2, ,101.4, ,--,S
257,5/24/2022,144,0.31, ,0, ,790,R,4.4,Y,96.3, ,57.5, ,80.9, ,34, ,5, ,12,Y,23.8,Y,4.5, ,107.2, ,--,S
257,5/25/2022,145,0.32, ,0, ,784,R,5.2, ,100.9, ,62.4, ,85.0, ,32, ,6, ,13, ,28.1, ,4.7, ,113.6, ,--,S
257,5/26/2022,146,0.39, ,0, ,775,R,5.6, ,97.8, ,68.9, ,85.6, ,29, ,8, ,13, ,29.7, ,8.7, ,208.0, ,--,S
257,5/27/2022,147,0.36, ,0, ,704, ,7.0, ,95.8, ,66.7, ,82.7, ,36, ,9, ,18, ,35.5, ,8.6, ,206.4, ,--,S
257,5/28/2022,148,0.42,R,0, ,677, ,6.7, ,90.4, ,71.1, ,78.9, ,30, ,16, ,20, ,34.3, ,13.7, ,329.4, ,--,S
257,5/29/2022,149,0.36, ,0, ,813,R,5.0,Y,87.3, ,64.4, ,76.0, ,30, ,8, ,16,Y,27.3,Y,9.3, ,224.4, ,--,S
257,5/30/2022,150,0.31, ,0, ,807,R,4.4,Y,84.8, ,61.1, ,72.1, ,29, ,8, ,17,Y,24.3,Y,5.9, ,142.8, ,--,S
257,5/31/2022,151,0.29, ,0, ,807,R,4.1,Y,85.3, ,51.6, ,72.0, ,43, ,8, ,15,Y,22.5,Y,4.5, ,108.5, ,--,S
