78,5/1/2022,121,0.21, ,0, ,691, ,12.9, ,73.1, ,48.5, ,61.2, ,91, ,46, ,70, ,51.3, ,4.7, ,113.4, ,62.3, 
78,5/2/2022,122,0.15, ,0, ,499, ,13.8, ,74.3, ,53.9, ,62.4, ,88, ,51, ,72, ,53.1, ,4.6, ,109.8, ,63.1, 
78,5/3/2022,123,0.16, ,0.00, ,515, ,13.9, ,71.0, ,52.2, ,61.8, ,93, ,56, ,74, ,53.4, ,4.1, ,99.0, ,63.8, 
78,5/4/2022,124,0.23, ,0.00, ,707,R,13.4, ,84.1, ,48.0, ,65.5, ,98, ,31, ,62, ,52.3, ,3.6, ,86.8, ,63.9, 
78,5/5/2022,125,0.23, ,0, ,684, ,13.9, ,82.3, ,54.7, ,66.6, ,96, ,34, ,62, ,53.4, ,4.0, ,96.9, ,64.7, 
78,5/6/2022,126,0.24, ,0.00, ,695, ,12.7, ,80.1, ,51.5, ,66.4, ,95, ,27, ,57, ,50.9, ,4.1, ,98.2, ,65.1, 
78,5/7/2022,127,0.21, ,0, ,661, ,15.0, ,76.0, ,54.1, ,63.9, ,94, ,52, ,74, ,55.3, ,5.1,Y,122.2,Y,65.6, 
78,5/8/2022,128,0.08, ,0, ,256, ,12.8, ,67.8, ,50.1, ,60.3, ,83, ,60, ,72, ,51.1, ,5.9,R,141.5,R,65.7, 
78,5/9/2022,129,0.18, ,0, ,570, ,10.3, ,67.9, ,46.6, ,57.7, ,87, ,45, ,63, ,45.3, ,4.3, ,103.2, ,64.8, 
78,5/10/2022,130,0.23, ,0, ,732,R,8.1, ,69.9, ,43.0, ,56.2, ,91, ,29, ,52, ,39.1, ,4.3, ,104.2, ,64.0, 
78,5/11/2022,131,0.23, ,0, ,735,R,7.7, ,69.4, ,40.7,Y,55.3, ,91, ,21, ,51, ,37.7, ,4.6, ,111.0, ,62.6, 
78,5/12/2022,132,0.26, ,0, ,750,R,6.1, ,81.4, ,43.3, ,63.0, ,74, ,15, ,31, ,32.1, ,3.9, ,93.8, ,62.2, 
78,5/13/2022,133,0.27, ,0, ,746,R,7.2, ,91.1, ,50.6, ,71.3, ,48, ,15, ,27, ,36.0, ,3.6, ,87.6, ,62.4, 
78,5/14/2022,134,0.28, ,0, ,741,R,8.8, ,93.5,Y,52.4, ,73.9,Y,75, ,16, ,31,Y,41.1,Y,3.3, ,79.2, ,63.6, 
78,5/15/2022,135,0.23, ,0, ,612, ,10.5, ,85.2, ,53.0, ,69.7, ,82, ,25, ,43, ,45.9, ,4.4, ,104.6, ,64.5, 
78,5/16/2022,136,0.23, ,0, ,710, ,14.7, ,77.4, ,55.1, ,64.9, ,92, ,48, ,70, ,54.9, ,4.9, ,118.7, ,65.0, 
78,5/17/2022,137,0.14, ,0, ,457, ,14.5, ,74.8, ,55.8, ,62.6, ,91, ,53, ,75, ,54.6, ,4.3, ,103.7, ,65.5, 
78,5/18/2022,138,0.20, ,0, ,621, ,15.0, ,79.2, ,55.9, ,64.5, ,92, ,48, ,72, ,55.4, ,4.8, ,114.1, ,65.4, 
78,5/19/2022,139,0.17, ,0, ,576, ,15.3, ,71.6, ,57.4, ,62.2, ,91, ,64, ,80, ,56.0, ,5.4,Y,130.4,Y,66.0, 
78,5/20/2022,140,0.04, ,0.00, ,172, ,14.8, ,64.5, ,55.7, ,59.7, ,95, ,72, ,85, ,55.1, ,4.5, ,108.3, ,65.9, 
78,5/21/2022,141,0.14, ,0, ,425, ,14.0, ,70.6, ,56.4, ,62.3, ,88, ,56, ,73, ,53.5, ,5.3,Y,126.9,Y,65.5, 
78,5/22/2022,142,0.22, ,0, ,696, ,13.8, ,76.2, ,54.7, ,63.7, ,91, ,49, ,69, ,53.2, ,4.4, ,105.0, ,65.4, 
78,5/23/2022,143,0.20, ,0, ,640, ,14.2, ,73.9, ,52.8, ,61.7, ,92, ,55, ,76, ,54.0, ,4.8, ,114.4, ,65.6, 
78,5/24/2022,144,0.24, ,0, ,731, ,15.3, ,82.3, ,56.7, ,66.8, ,91, ,45, ,68, ,56.0, ,4.8, ,114.6, ,66.2, 
78,5/25/2022,145,0.25, ,0.00, ,730, ,15.9, ,79.9, ,53.3, ,66.7, ,96, ,52, ,71, ,57.0, ,4.9, ,117.1, ,66.4, 
78,5/26/2022,146,0.24, ,0.03, ,714, ,15.6, ,80.7, ,56.4, ,65.6, ,92, ,51, ,73, ,56.6, ,5.0, ,121.2, ,66.8, 
78,5/27/2022,147,0.20, ,0, ,595, ,14.2, ,76.9, ,54.8, ,63.9, ,92, ,48, ,70, ,53.9, ,4.7, ,113.7, ,66.7, 
78,5/28/2022,148,0.04, ,0, ,162, ,14.0, ,65.7, ,55.5, ,60.6, ,88, ,65, ,78, ,53.6, ,4.3, ,102.7, ,66.5, 
78,5/29/2022,149,0.12, ,0, ,392, ,14.0, ,73.3, ,57.3, ,63.3, ,87, ,55, ,71, ,53.5, ,4.8, ,114.5, ,65.7, 
78,5/30/2022,150,0.21, ,0, ,640, ,13.8, ,76.6, ,52.0, ,63.8, ,93, ,42, ,68, ,53.1, ,4.6, ,109.4, ,65.6, 
78,5/31/2022,151,0.25, ,0.04, ,746,R,13.4, ,79.1, ,49.9, ,65.2, ,93, ,40, ,63, ,52.4, ,4.1, ,97.4, ,65.7, 
