252,5/1/2022,121,0.25, ,0, ,680, ,10.2, ,74.8, ,47.2, ,58.2, ,86, ,40, ,62, ,45.1, ,12.2,Y,293.6,Y,58.6, 
252,5/2/2022,122,0.25, ,0, ,670, ,10.3, ,70.7, ,44.2, ,55.1, ,92, ,49, ,70, ,45.4, ,13.6,R,325.8,R,58.9, 
252,5/3/2022,123,0.27, ,0, ,699,R,8.5, ,82.1, ,38.6, ,58.5, ,92, ,20, ,50, ,40.2, ,7.4, ,177.1, ,58.7, 
252,5/4/2022,124,0.26, ,0, ,691, ,9.8, ,87.5, ,40.8, ,59.8, ,96, ,19, ,56, ,44.1, ,7.9, ,189.4, ,59.3, 
252,5/5/2022,125,0.26, ,0, ,597, ,10.0, ,80.6, ,47.7, ,58.6, ,97, ,22, ,59, ,44.6, ,10.4, ,250.5, ,60.0, 
252,5/6/2022,126,0.25, ,0, ,675, ,13.4, ,77.8, ,47.8, ,61.8, ,91, ,48, ,71, ,52.3, ,11.4,Y,274.2,Y,60.1, 
252,5/7/2022,127,0.24, ,0, ,646, ,11.6, ,69.4, ,48.5, ,58.1, ,90, ,51, ,70, ,48.4, ,14.7,R,353.0,R,60.7, 
252,5/8/2022,128,0.24, ,0, ,672, ,8.6, ,64.4, ,45.8, ,53.3, ,85, ,35, ,62, ,40.6, ,13.9,R,334.8,R,60.0, 
252,5/9/2022,129,0.24, ,0, ,713,R,7.5,Y,63.9, ,42.8, ,52.3, ,83, ,31, ,56,Y,37.2,Y,11.0, ,263.6, ,59.3, 
252,5/10/2022,130,0.24, ,0, ,711,R,7.6,Y,63.3, ,38.1, ,50.8, ,89, ,35, ,60,Y,37.5,Y,10.3, ,246.3, ,59.2, 
252,5/11/2022,131,0.24, ,0, ,714,R,8.7, ,66.4, ,39.4, ,53.3, ,89, ,42, ,63, ,40.9, ,11.7,Y,281.8,Y,59.0, 
252,5/12/2022,132,0.23, ,0, ,647, ,9.1, ,68.2, ,37.6, ,53.5, ,91, ,42, ,65, ,42.0, ,8.8, ,211.7, ,59.1, 
252,5/13/2022,133,0.27, ,0, ,699, ,11.8, ,80.6, ,42.7, ,61.2, ,92, ,39, ,64, ,48.9, ,8.7, ,209.9, ,59.5, 
252,5/14/2022,134,0.29, ,0, ,699, ,13.1, ,84.8, ,48.2, ,64.9, ,97, ,37, ,62, ,51.7, ,8.7, ,208.0, ,60.7, 
252,5/15/2022,135,0.27, ,0, ,660, ,12.9, ,79.1, ,49.7, ,61.1, ,98, ,43, ,70, ,51.3, ,12.2,Y,292.9,Y,61.6, 
252,5/16/2022,136,0.25, ,0, ,711, ,12.3, ,70.6, ,50.1, ,58.6, ,90, ,54, ,73, ,50.1, ,13.2,Y,317.4,Y,61.6, 
252,5/17/2022,137,0.26, ,0, ,719, ,11.0, ,70.8, ,44.0, ,56.9, ,94, ,46, ,69, ,47.0, ,11.9,Y,284.7,Y,61.3, 
252,5/18/2022,138,0.28,R,0, ,716, ,11.5, ,86.1, ,43.0, ,63.8,H,96,H,26,H,57, ,48.3, ,8.2, ,197.5, ,61.3, 
252,5/19/2022,139,0.31, ,0, ,713, ,11.7, ,83.8, ,49.7, ,63.4, ,93, ,36, ,59, ,48.8, ,11.2, ,267.7, ,62.2, 
252,5/20/2022,140,0.30, ,0, ,731,R,8.8, ,74.7, ,46.5, ,59.6, ,86, ,28, ,50, ,41.2, ,11.3, ,272.0, ,62.0, 
252,5/21/2022,141,0.26, ,0, ,724, ,10.1, ,80.2, ,40.8, ,57.8, ,94, ,32, ,62, ,44.8, ,8.1, ,195.1, ,61.9, 
252,5/22/2022,142,0.25, ,0, ,677, ,10.9, ,76.5, ,43.3, ,57.6, ,98, ,30, ,67, ,46.8, ,9.5, ,228.3, ,62.0, 
252,5/23/2022,143,0.29, ,0, ,717, ,11.0, ,82.6, ,45.0, ,61.0, ,95, ,29, ,60, ,47.0, ,8.9, ,214.6, ,62.2, 
252,5/24/2022,144,0.30,R,0, ,719, ,11.4, ,92.4,Y,46.0, ,68.1,Y,93,H,23,H,49,Y,48.1,Y,6.8, ,162.6, ,62.7, 
252,5/25/2022,145,0.27, ,0, ,705, ,13.3, ,81.4, ,52.0, ,63.0, ,95, ,42, ,68, ,52.1, ,9.7, ,233.9, ,63.7, 
252,5/26/2022,146,0.19, ,0, ,561, ,13.6, ,72.2, ,52.0, ,58.2, ,98, ,58, ,82, ,52.8, ,10.9, ,260.8, ,63.7, 
252,5/27/2022,147,0.19, ,0, ,539, ,13.5, ,69.9, ,53.6, ,59.5, ,94, ,58, ,78, ,52.6, ,10.4, ,248.4, ,63.4, 
252,5/28/2022,148,0.28, ,0, ,692, ,12.8, ,76.4, ,51.8, ,61.6, ,97, ,42, ,68, ,51.0, ,13.7,Y,328.6,Y,63.4, 
252,5/29/2022,149,0.28, ,0, ,738,R,11.7, ,72.9, ,50.2, ,59.9, ,95, ,42, ,66, ,48.7, ,15.3,R,368.1,R,63.6, 
252,5/30/2022,150,0.28, ,0, ,739,R,10.1, ,72.5, ,45.1, ,58.1, ,90, ,40, ,61, ,44.9, ,11.9, ,285.6, ,63.2, 
252,5/31/2022,151,0.30, ,0, ,726, ,10.0, ,78.5, ,43.4, ,61.4, ,94, ,30, ,54, ,44.5, ,9.9, ,237.5, ,63.0, 
