117,5/1/2022,121,0.28, ,0, ,722,R,7.7, ,78.3, ,49.8, ,65.4, ,67, ,24, ,36, ,37.7, ,7.2, ,171.9, ,57.8, 
117,5/2/2022,122,0.28, ,0, ,727,R,7.5, ,81.0, ,46.5, ,64.2, ,79, ,16, ,36, ,37.0, ,6.5, ,156.6, ,58.1, 
117,5/3/2022,123,0.25, ,0, ,731,R,6.2, ,81.3, ,48.8, ,65.4, ,83, ,8, ,29, ,32.2, ,4.7, ,111.9, ,58.5, 
117,5/4/2022,124,0.25, ,0, ,742,R,4.6, ,82.7, ,45.6, ,66.8, ,42, ,10, ,21, ,25.3, ,3.2, ,76.6, ,57.7, 
117,5/5/2022,125,0.32, ,0, ,730,R,5.8, ,83.9, ,52.5, ,70.2, ,44, ,12, ,23, ,30.9, ,7.0, ,168.6, ,58.6, 
117,5/6/2022,126,0.30, ,0, ,721,R,7.0, ,86.5, ,53.5, ,72.0, ,39, ,16, ,26, ,35.4, ,7.0, ,168.9, ,59.2, 
117,5/7/2022,127,0.30, ,0, ,736,R,8.8, ,83.4, ,57.3, ,69.4, ,72, ,12, ,36, ,41.3, ,8.0, ,192.2, ,59.7, 
117,5/8/2022,128,0.24, ,0, ,688, ,10.1, ,64.6, ,48.0, ,57.7, ,79, ,40, ,62, ,44.9, ,10.6, ,254.0, ,59.2, 
117,5/9/2022,129,0.24, ,0, ,735,R,6.5, ,64.3, ,40.4, ,52.2, ,61, ,39, ,49, ,33.4, ,9.4, ,225.4, ,56.9, 
117,5/10/2022,130,0.24, ,0, ,713, ,4.7, ,64.8, ,42.7, ,53.1, ,46, ,25, ,34, ,25.8, ,7.7, ,183.8, ,56.4, 
117,5/11/2022,131,0.25, ,0, ,766,R,3.5,Y,62.4, ,40.6, ,51.4, ,54, ,12, ,27,Y,18.9,Y,8.4, ,201.3, ,54.2,Y
117,5/12/2022,132,0.23, ,0, ,763,R,3.8,Y,76.8, ,37.6, ,59.1, ,47, ,10, ,22,Y,20.5,Y,3.2, ,77.4, ,55.3,Y
117,5/13/2022,133,0.25, ,0, ,763,R,5.0, ,85.8, ,45.6, ,66.9, ,43, ,10, ,22, ,27.2, ,3.1, ,75.1, ,57.0, 
117,5/14/2022,134,0.27, ,0, ,769,R,5.0, ,92.0, ,49.2, ,72.6, ,43, ,7, ,18, ,27.3, ,3.5, ,82.9, ,58.3, 
117,5/15/2022,135,0.27, ,0, ,601, ,5.0, ,88.4, ,53.6, ,72.5, ,36, ,6, ,18, ,27.0, ,5.9, ,140.8, ,59.0, 
117,5/16/2022,136,0.31, ,0, ,756,R,8.1, ,89.5, ,55.1, ,73.3, ,63, ,10, ,29, ,39.0, ,6.3, ,151.7, ,59.5, 
117,5/17/2022,137,0.29, ,0, ,758,R,9.5, ,88.3, ,53.2, ,70.6, ,79, ,12, ,37, ,43.2, ,5.4, ,130.6, ,60.3, 
117,5/18/2022,138,0.28, ,0, ,754,R,7.6, ,93.1, ,53.0, ,74.4, ,69, ,8, ,26, ,37.6, ,3.6, ,86.6, ,60.4, 
117,5/19/2022,139,0.32, ,0, ,746,R,8.5, ,95.1, ,56.4, ,74.5, ,59, ,12, ,29, ,40.4, ,6.8, ,163.8, ,61.4, 
117,5/20/2022,140,0.28, ,0, ,760,R,10.7, ,77.4, ,54.2, ,64.1, ,73, ,31, ,52, ,46.2, ,10.2, ,244.0, ,61.1, 
117,5/21/2022,141,0.26, ,0, ,756,R,9.1, ,81.5, ,47.1, ,63.6, ,86, ,20, ,46, ,42.2, ,5.4, ,129.4, ,60.6, 
117,5/22/2022,142,0.29, ,0, ,760,R,7.7, ,86.7, ,49.4, ,68.0, ,79, ,12, ,33, ,37.8, ,5.6, ,134.8, ,60.8, 
117,5/23/2022,143,0.28, ,0, ,756,R,7.0, ,90.1, ,54.1, ,73.4, ,54, ,9, ,25, ,35.5, ,3.7, ,88.2, ,61.4, 
117,5/24/2022,144,0.29, ,0, ,768,R,6.5, ,93.9, ,55.2, ,76.0, ,46, ,10, ,21, ,33.5, ,3.8, ,90.6, ,62.0, 
117,5/25/2022,145,0.32, ,0, ,758,R,6.4, ,96.4, ,59.3, ,79.3, ,37, ,11, ,19, ,33.2, ,5.4, ,129.3, ,62.2, 
117,5/26/2022,146,0.36, ,0, ,755,R,8.8, ,89.6, ,62.3, ,77.1, ,50, ,13, ,28, ,41.3, ,9.2, ,221.9, ,63.0, 
117,5/27/2022,147,0.33, ,0, ,737, ,7.8, ,86.5, ,55.7, ,72.3, ,53, ,12, ,29, ,38.2, ,8.4, ,201.5, ,62.8, 
117,5/28/2022,148,0.29, ,0, ,728, ,10.6, ,75.7, ,54.7, ,65.1, ,72, ,35, ,50, ,46.0, ,11.4, ,274.8, ,62.6, 
117,5/29/2022,149,0.35, ,0, ,783,R,5.9, ,80.5, ,52.9, ,66.4, ,69, ,8, ,26, ,31.0, ,10.9, ,262.6, ,61.4, 
117,5/30/2022,150,0.33, ,0, ,789,R,4.6, ,80.5, ,55.4, ,67.9, ,58, ,8, ,20, ,25.2, ,8.5, ,203.0, ,60.2, 
117,5/31/2022,151,0.27, ,0, ,780,R,5.2, ,83.7, ,55.6, ,69.9, ,54, ,12, ,21, ,27.9, ,4.0, ,96.4, ,60.7, 
