80,5/1/2022,121,0.24, ,0, ,709,R,9.3, ,79.2, ,47.8, ,63.6, ,78, ,24, ,46, ,42.5, ,6.2, ,149.1, ,59.6, 
80,5/2/2022,122,0.27, ,0, ,705,R,9.6, ,81.7, ,45.5, ,65.4, ,84, ,23, ,45, ,43.4, ,6.3, ,151.9, ,59.7, 
80,5/3/2022,123,0.23, ,0, ,716,R,8.7, ,78.9, ,47.2, ,62.2, ,74, ,26, ,45, ,40.8, ,4.2, ,101.6, ,59.9, 
80,5/4/2022,124,0.25, ,0, ,714,R,9.8, ,89.4, ,47.0, ,69.5, ,87, ,17, ,40, ,43.9, ,3.1, ,73.2, ,60.0, 
80,5/5/2022,125,0.29, ,0, ,924,R,9.8, ,90.0, ,62.6, ,78.6, ,80, ,20, ,29, ,43.9, ,7.6, ,182.2, ,60.4, 
80,5/6/2022,126,0.26, ,0, ,705,R,13.0, ,85.3, ,55.6, ,70.5, ,81, ,31, ,51, ,51.6, ,6.7, ,159.7, ,61.2, 
80,5/7/2022,127,0.27, ,0, ,727,R,9.6, ,77.4, ,55.0, ,65.2, ,75, ,23, ,45, ,43.6, ,9.3, ,223.9, ,61.8, 
80,5/8/2022,128,0.26, ,0, ,737,R,6.8, ,69.6, ,47.2, ,57.5, ,72, ,22, ,42, ,34.6, ,9.3, ,223.8, ,61.4, 
80,5/9/2022,129,0.23, ,0, ,743,R,6.1,Y,66.4, ,43.0, ,54.8, ,68, ,20, ,42,Y,32.1,Y,7.0, ,167.5, ,60.7, 
80,5/10/2022,130,0.24, ,0, ,983,R,5.7,Y,67.0, ,48.6, ,59.5, ,76, ,24, ,33,Y,30.4,Y,8.0, ,192.2, ,60.3, 
80,5/11/2022,131,0.25, ,0, ,748,R,6.8, ,70.7, ,42.3, ,57.3, ,79, ,23, ,42, ,34.7, ,7.9, ,189.1, ,60.2, 
80,5/12/2022,132,0.24, ,0, ,685, ,6.8, ,77.0, ,42.4, ,61.9, ,76, ,18, ,36, ,34.8, ,5.6, ,133.7, ,60.1, 
80,5/13/2022,133,0.26, ,0, ,741,R,9.6, ,84.7, ,46.2, ,66.8, ,83, ,22, ,43, ,43.3, ,5.1, ,123.4, ,60.5, 
80,5/14/2022,134,0.26, ,0, ,725,R,12.2, ,89.5, ,51.8, ,72.8, ,89, ,27, ,44, ,49.9, ,3.7, ,89.9, ,61.4, 
80,5/15/2022,135,0.30, ,0, ,713, ,12.5, ,94.2, ,55.0, ,76.1, ,80, ,24, ,41, ,50.6, ,6.5, ,155.4, ,62.2, 
80,5/16/2022,136,0.31, ,0, ,746,R,9.5, ,86.4, ,55.4, ,71.3, ,59, ,20, ,36, ,43.1, ,7.8, ,186.5, ,62.7, 
80,5/17/2022,137,0.28, ,0, ,737,R,10.6, ,87.9, ,49.9, ,70.5, ,73, ,23, ,42, ,46.1, ,5.8, ,139.6, ,62.8, 
80,5/18/2022,138,0.27, ,0, ,733,R,12.0, ,93.2, ,52.2, ,74.5, ,83, ,22, ,41, ,49.3, ,3.3, ,79.8, ,63.1, 
80,5/19/2022,139,0.32, ,0, ,733,R,12.3, ,94.7, ,60.0, ,78.5, ,67, ,21, ,37, ,50.1, ,6.7, ,159.8, ,63.7, 
80,5/20/2022,140,0.30, ,0, ,758,R,6.5,Y,80.2, ,57.5, ,68.2, ,43, ,18, ,28,Y,33.5,Y,7.3, ,174.2, ,63.9, 
80,5/21/2022,141,0.27, ,0, ,760,R,6.9,Y,86.4, ,44.3, ,69.3, ,78, ,12, ,28,Y,34.9,Y,3.8, ,91.9, ,63.3, 
80,5/22/2022,142,0.31, ,0, ,737,R,8.0, ,91.3, ,48.1, ,74.0, ,73, ,14, ,28, ,38.9, ,5.4, ,129.6, ,63.3, 
80,5/23/2022,143,0.30, ,0, ,738,R,9.5, ,92.0, ,53.4, ,75.8, ,67, ,16, ,31, ,43.3, ,5.3, ,126.7, ,63.7, 
80,5/24/2022,144,0.29, ,0, ,738,R,11.3, ,97.0, ,56.6, ,78.7, ,67, ,20, ,34, ,47.8, ,3.6, ,87.5, ,64.2, 
80,5/25/2022,145,0.31, ,0, ,733, ,10.6, ,102.7,Y,58.1, ,82.9, ,73, ,11, ,28, ,46.1, ,4.0, ,95.3, ,64.8, 
80,5/26/2022,146,0.31, ,0, ,693, ,13.0, ,99.7, ,61.0, ,80.1, ,71, ,18, ,37, ,51.5, ,5.8, ,138.2, ,65.5, 
80,5/27/2022,147,0.27, ,0, ,650, ,12.8, ,85.9, ,58.3, ,71.9, ,76, ,31, ,48, ,51.2, ,6.5, ,156.6, ,65.9, 
80,5/28/2022,148,0.29, ,0, ,645, ,10.7, ,83.2, ,60.8, ,70.2, ,62, ,21, ,42, ,46.2, ,9.4, ,224.4, ,65.7, 
80,5/29/2022,149,0.30, ,0, ,748,R,9.7, ,80.1, ,54.8, ,67.6, ,83, ,18, ,42, ,43.7, ,9.0, ,215.9, ,65.4, 
80,5/30/2022,150,0.31, ,0, ,763,R,8.4, ,83.1, ,50.4, ,68.2, ,70, ,19, ,35, ,39.9, ,7.6, ,182.6, ,64.9, 
80,5/31/2022,151,0.28, ,0, ,766,R,8.4, ,86.8, ,48.6, ,70.1, ,71, ,18, ,33, ,39.9, ,4.4, ,106.2, ,64.8, 
