170,5/1/2022,121,0.22, ,0, ,696,R,9.5, ,77.0, ,44.7, ,60.9, ,94, ,29, ,52, ,43.3, ,3.4, ,82.4, ,60.7, 
170,5/2/2022,122,0.17, ,0, ,552, ,10.0, ,69.4, ,45.2, ,58.0, ,83, ,36, ,61, ,44.5, ,4.6, ,111.2, ,60.9, 
170,5/3/2022,123,0.22, ,0, ,709,R,8.1, ,81.4, ,40.0, ,60.5, ,90, ,19, ,45, ,39.1, ,2.5, ,59.4, ,60.4, 
170,5/4/2022,124,0.24, ,0, ,703,R,10.6, ,85.8, ,43.9, ,64.7, ,90, ,24, ,51, ,46.2, ,2.9, ,69.8, ,61.4, 
170,5/5/2022,125,0.17, ,0, ,497, ,11.1, ,70.7, ,50.8, ,60.7, ,86, ,34, ,61, ,47.4, ,4.2, ,100.1, ,61.9, 
170,5/6/2022,126,0.15, ,0, ,488, ,14.3, ,71.8, ,56.2, ,62.9, ,87, ,60, ,73, ,54.2, ,4.5, ,108.6, ,62.1, 
170,5/7/2022,127,0.22, ,0, ,701,R,10.5, ,69.9, ,52.6, ,59.5, ,79, ,44, ,60, ,45.7, ,5.9, ,140.8, ,62.7, 
170,5/8/2022,128,0.19, ,0, ,599, ,7.7, ,61.4, ,48.4, ,53.8, ,68, ,39, ,55, ,37.8, ,7.0,Y,169.0,Y,61.8, 
170,5/9/2022,129,0.18, ,0, ,613, ,7.7, ,61.2, ,42.5, ,51.8, ,84, ,40, ,58, ,37.7, ,4.2, ,101.9, ,60.2, 
170,5/10/2022,130,0.18, ,0, ,641, ,7.5, ,62.5, ,37.9,Y,49.8,Y,94, ,36, ,62,Y,37.1,Y,3.5, ,83.8, ,59.0, 
170,5/11/2022,131,0.21, ,0, ,723,R,7.9, ,69.3, ,37.5,Y,54.0, ,95, ,30, ,55, ,38.3, ,3.4, ,80.9, ,58.6,Y
170,5/12/2022,132,0.21, ,0, ,679, ,9.1, ,68.4, ,46.3, ,56.6, ,83, ,39, ,58, ,42.1, ,4.5, ,108.0, ,59.6, 
170,5/13/2022,133,0.23, ,0, ,702, ,12.0, ,77.1, ,48.0, ,62.9, ,84, ,39, ,61, ,49.3, ,3.4, ,82.1, ,60.7, 
170,5/14/2022,134,0.24, ,0, ,717,R,13.3, ,84.8, ,50.4, ,66.8, ,95, ,32, ,59, ,52.1, ,2.7, ,64.1, ,62.7, 
170,5/15/2022,135,0.23, ,0, ,657, ,13.2, ,80.4, ,53.3, ,65.0, ,88, ,40, ,63, ,52.0, ,4.1, ,98.8, ,64.0, 
170,5/16/2022,136,0.23, ,0, ,716, ,12.3, ,75.2, ,53.1, ,61.9, ,85, ,42, ,65, ,50.0, ,5.0, ,119.4, ,64.1, 
170,5/17/2022,137,0.24, ,0, ,720,R,11.5, ,82.8, ,51.2, ,64.8, ,83, ,32, ,55, ,48.2, ,4.3, ,102.7, ,64.0, 
170,5/18/2022,138,0.26, ,0, ,720,R,11.6, ,91.0, ,49.8, ,70.8, ,84, ,21, ,45, ,48.5, ,3.6, ,86.7, ,64.9, 
170,5/19/2022,139,0.26, ,0, ,709, ,11.2, ,84.5, ,56.3, ,70.6, ,82, ,24, ,44, ,47.6, ,3.8, ,91.0, ,66.4, 
170,5/20/2022,140,0.26, ,0.07,H,755,R,6.7,Y,80.2, ,46.8, ,64.3, ,69, ,14, ,33,Y,34.3,Y,3.4, ,81.4, ,65.9, 
170,5/21/2022,141,0.25, ,0, ,746,R,8.0, ,84.4, ,45.6, ,64.9, ,76, ,17, ,38, ,38.8, ,2.7, ,64.1, ,64.9, 
170,5/22/2022,142,0.25, ,0, ,722, ,10.5, ,84.4, ,47.3, ,66.4, ,89, ,26, ,48, ,45.9, ,3.2, ,75.9, ,65.0, 
170,5/23/2022,143,0.26, ,0, ,726, ,10.5, ,87.3, ,52.2, ,69.5, ,75, ,24, ,43, ,45.9, ,3.3, ,78.3, ,65.7, 
170,5/24/2022,144,0.27, ,0.01,H,630, ,10.3, ,96.9,Y,61.5,Y,81.9,R,84, ,14, ,--,R,--,I,2.7, ,65.2, ,67.3, 
170,5/25/2022,145,0.27,R,0, ,726, ,12.1, ,95.1,Y,57.6, ,76.1,Y,71, ,24, ,39,Y,49.7,Y,3.0, ,72.6, ,67.2, 
170,5/26/2022,146,0.19, ,0, ,616, ,13.1, ,67.4, ,54.3, ,59.7, ,87, ,62, ,75, ,51.8, ,6.9, ,165.8, ,66.2, 
170,5/27/2022,147,0.20, ,0, ,653, ,13.0, ,70.2, ,55.3, ,61.2, ,82, ,54, ,71, ,51.5, ,5.2, ,125.9, ,64.5, 
170,5/28/2022,148,0.22, ,0, ,678, ,12.9, ,71.9, ,56.1, ,62.6, ,85, ,45, ,66, ,51.3, ,5.3, ,127.0, ,64.7, 
170,5/29/2022,149,0.25, ,0, ,756,R,10.4, ,76.4, ,49.4, ,63.5, ,92, ,29, ,52, ,45.7, ,4.3, ,102.3, ,64.6, 
170,5/30/2022,150,0.25, ,0, ,759,R,9.0, ,77.8, ,51.1, ,64.2, ,71, ,26, ,44, ,41.9, ,3.5, ,83.5, ,64.4, 
170,5/31/2022,151,0.26, ,0, ,759,R,9.3, ,84.7, ,48.0, ,66.5, ,87, ,20, ,42, ,42.6, ,3.1, ,74.3, ,64.5, 
