174,5/1/2022,121,0.18, ,0, ,557, ,13.2, ,68.2, ,53.9, ,61.8, ,87, ,58, ,70, ,51.9, ,4.1, ,98.6, ,72.2, 
174,5/2/2022,122,0.14, ,0, ,446, ,13.0, ,69.2, ,54.5, ,62.0, ,84, ,57, ,69, ,51.5, ,4.2, ,99.9, ,72.8, 
174,5/3/2022,123,0.16, ,0, ,503, ,12.9, ,67.6, ,55.6, ,61.6, ,84, ,58, ,69, ,51.4, ,4.0, ,96.9, ,72.7, 
174,5/4/2022,124,0.20, ,0, ,620, ,13.7, ,77.5, ,50.9, ,62.6, ,88, ,49, ,71, ,53.0, ,2.9, ,70.3, ,72.6, 
174,5/5/2022,125,0.19, ,0, ,574, ,14.0, ,79.3, ,52.9, ,64.0, ,87, ,41, ,69, ,53.5, ,2.6, ,62.6, ,73.4,Y
174,5/6/2022,126,0.18, ,0, ,586, ,13.9, ,70.4, ,50.9, ,61.1, ,89, ,61, ,76, ,53.4, ,3.7, ,89.3, ,73.7,Y
174,5/7/2022,127,0.19, ,0.00, ,592, ,14.5, ,69.5, ,56.3, ,63.3, ,87, ,63, ,73, ,54.6, ,4.6, ,110.8, ,73.8,Y
174,5/8/2022,128,0.17, ,0, ,495, ,12.3, ,67.3, ,52.6, ,61.6, ,76, ,50, ,66, ,50.0, ,5.2,Y,124.6,Y,74.0,Y
174,5/9/2022,129,0.20, ,0, ,591, ,10.0, ,67.6, ,48.7, ,58.7, ,82, ,36, ,59, ,44.6, ,4.0, ,96.6, ,73.1, 
174,5/10/2022,130,0.21, ,0, ,636, ,8.9, ,71.9, ,45.2,Y,57.3, ,86, ,30, ,55, ,41.5, ,3.8, ,90.0, ,72.4, 
174,5/11/2022,131,0.22, ,0, ,647, ,8.5, ,71.4, ,44.1,Y,58.1, ,87, ,29, ,51, ,40.2, ,3.8, ,91.5, ,72.1, 
174,5/12/2022,132,0.24,R,0, ,647, ,7.7, ,84.3, ,44.6,Y,64.4, ,83, ,15, ,37, ,37.6, ,2.9, ,68.6, ,72.2, 
174,5/13/2022,133,0.24,R,0, ,638, ,9.3, ,87.4,Y,47.5, ,67.5, ,84, ,16, ,40, ,42.5, ,2.6, ,62.8, ,73.5,Y
174,5/14/2022,134,0.25,R,0, ,655, ,11.4, ,91.5,Y,52.0, ,70.1, ,88, ,18, ,46, ,48.1, ,2.6, ,62.9, ,74.9,Y
174,5/15/2022,135,0.18, ,0.00, ,539, ,14.2, ,78.7, ,53.2, ,64.4, ,90, ,39, ,69, ,53.9, ,3.5, ,84.7, ,75.5,R
174,5/16/2022,136,0.19, ,0, ,604, ,13.8, ,69.2, ,57.1, ,62.3, ,82, ,61, ,72, ,53.1, ,4.3, ,103.7, ,75.4,Y
174,5/17/2022,137,0.14, ,0, ,438, ,13.5, ,67.5, ,56.9, ,61.5, ,81, ,62, ,73, ,52.6, ,4.2, ,101.8, ,74.3,Y
174,5/18/2022,138,0.15, ,0, ,474, ,14.2, ,67.9, ,56.5, ,61.8, ,90, ,64, ,75, ,53.9, ,3.8, ,90.3, ,71.4, 
174,5/19/2022,139,0.04, ,0, ,160, ,13.9, ,63.6, ,57.0, ,60.3, ,86, ,72, ,78, ,53.4, ,3.8, ,91.3, ,70.7, 
174,5/20/2022,140,0.09, ,0.01, ,299, ,14.3, ,66.4, ,57.6, ,61.3, ,85, ,71, ,77, ,54.1, ,4.2, ,101.4, ,69.1, 
174,5/21/2022,141,0.16, ,0, ,473, ,13.6, ,68.8, ,58.2, ,63.1, ,81, ,57, ,69, ,52.8, ,4.0, ,97.0, ,69.2, 
174,5/22/2022,142,0.20, ,0, ,618, ,13.3, ,73.4, ,52.9, ,61.8, ,88, ,51, ,70, ,52.1, ,3.5, ,84.2, ,69.8, 
174,5/23/2022,143,0.09, ,0, ,321, ,13.4, ,66.7, ,54.0, ,60.2, ,84, ,64, ,75, ,52.3, ,3.9, ,93.6, ,69.7, 
174,5/24/2022,144,0.17,R,0, ,558, ,14.3, ,67.8, ,57.3, ,61.8, ,88, ,66, ,76, ,54.1, ,3.9, ,93.2, ,69.6, 
174,5/25/2022,145,0.19, ,0, ,612, ,14.9, ,68.6, ,55.8, ,62.3, ,86, ,68, ,78, ,55.2, ,3.6, ,86.5, ,70.3, 
174,5/26/2022,146,0.20, ,0, ,595, ,14.1, ,69.8, ,60.0, ,63.5, ,82, ,62, ,70, ,53.7, ,4.1, ,98.6, ,71.3, 
174,5/27/2022,147,0.17, ,0, ,506, ,13.5, ,70.7, ,56.9, ,64.0, ,81, ,54, ,67, ,52.6, ,3.3, ,79.3, ,71.5, 
174,5/28/2022,148,0.10,R,0, ,322, ,13.3, ,69.0, ,53.9, ,62.5, ,86, ,57, ,69, ,52.2, ,3.7, ,88.6, ,71.0, 
174,5/29/2022,149,0.20, ,0, ,622, ,13.9, ,70.7, ,53.9, ,62.8, ,90, ,59, ,71, ,53.4, ,4.4, ,104.6, ,70.4, 
174,5/30/2022,150,0.20, ,0, ,609, ,13.9, ,72.6, ,55.7, ,64.3, ,83, ,54, ,68, ,53.4, ,4.0, ,95.5, ,71.1, 
174,5/31/2022,151,0.21, ,0, ,623, ,13.7, ,71.6, ,52.5, ,63.2, ,88, ,54, ,69, ,52.9, ,3.4, ,80.9, ,71.7, 
