194,5/1/2022,121,0.22, ,0, ,674, ,10.8, ,76.8, ,43.2, ,59.5, ,94, ,34, ,62, ,46.6, ,6.3, ,152.3, ,58.9, 
194,5/2/2022,122,0.21, ,0, ,654, ,10.8, ,71.2, ,42.2, ,57.4, ,89, ,47, ,67, ,46.6, ,5.3, ,128.3, ,59.1, 
194,5/3/2022,123,0.23, ,0, ,691,R,9.1, ,77.1, ,44.4, ,60.8, ,86, ,31, ,50, ,42.1, ,4.7, ,111.7, ,58.7, 
194,5/4/2022,124,0.22, ,0, ,680, ,12.0, ,87.2, ,44.4, ,66.7, ,87, ,31, ,54, ,49.4, ,1.9, ,44.4, ,59.2, 
194,5/5/2022,125,0.19,R,0, ,584, ,12.4, ,77.1, ,49.5, ,63.5, ,87, ,41, ,62, ,50.3, ,2.3, ,56.0, ,60.3, 
194,5/6/2022,126,0.20, ,0, ,636, ,15.1, ,76.1, ,53.4, ,64.0, ,94, ,58, ,74, ,55.6, ,4.1, ,98.4, ,61.2, 
194,5/7/2022,127,0.23, ,0, ,683, ,11.6, ,72.5, ,46.9, ,59.6, ,92, ,46, ,66, ,48.4, ,7.6, ,181.7, ,62.7, 
194,5/8/2022,128,0.20, ,0, ,621, ,8.3, ,63.8,Y,39.4, ,52.7,Y,86, ,40, ,61,Y,39.7,Y,7.0, ,167.6, ,60.9, 
194,5/9/2022,129,0.19, ,0, ,644, ,7.6, ,64.5, ,35.7,Y,50.8,Y,92, ,36, ,60,Y,37.5,Y,3.9, ,94.1, ,59.0, 
194,5/10/2022,130,0.17, ,0, ,618, ,8.0, ,63.9, ,38.0,Y,50.3,Y,90, ,40, ,64,Y,38.7,Y,3.8, ,90.3, ,57.9,Y
194,5/11/2022,131,0.20, ,0, ,702, ,8.6, ,68.2, ,36.3,Y,53.3, ,92, ,37, ,62, ,40.6, ,4.2, ,101.4, ,57.3,Y
194,5/12/2022,132,0.20, ,0, ,672, ,9.2, ,72.3, ,40.9, ,56.7, ,87, ,33, ,58, ,42.2, ,4.3, ,102.7, ,57.5,Y
194,5/13/2022,133,0.21,R,0, ,686, ,12.9, ,79.5, ,45.0, ,63.3, ,92, ,43, ,65, ,51.3, ,3.2, ,76.7, ,58.2, 
194,5/14/2022,134,0.22, ,0, ,694, ,15.0, ,84.8, ,55.2, ,69.2, ,89, ,36, ,62, ,55.5, ,2.1, ,50.7, ,59.9, 
194,5/15/2022,135,0.24, ,0, ,679, ,14.8, ,86.3, ,55.0, ,69.4, ,82, ,45, ,60, ,55.1, ,4.0, ,95.6, ,61.3, 
194,5/16/2022,136,0.22, ,0, ,703, ,13.0, ,79.0, ,50.3, ,63.4, ,90, ,45, ,65, ,51.5, ,3.9, ,94.7, ,61.7, 
194,5/17/2022,137,0.24, ,0, ,701, ,13.2, ,83.4, ,46.8, ,65.3, ,92, ,39, ,62, ,51.9, ,4.6, ,111.4, ,61.6, 
194,5/18/2022,138,0.24,R,0, ,696, ,14.0, ,89.8, ,52.1, ,71.9, ,80, ,31, ,52, ,53.6, ,3.3, ,80.1, ,62.2, 
194,5/19/2022,139,0.24,R,0, ,684, ,14.0, ,86.6, ,59.3, ,74.8, ,64, ,36, ,48, ,53.6, ,2.3, ,54.4, ,64.2, 
194,5/20/2022,140,0.23, ,0, ,703, ,8.0, ,78.3, ,48.9, ,64.6, ,60, ,27, ,39, ,38.9, ,3.5, ,83.9, ,64.6, 
194,5/21/2022,141,0.24, ,0, ,718, ,10.2, ,83.1, ,45.0, ,65.1, ,81, ,27, ,48, ,45.0, ,2.9, ,68.4, ,63.0, 
194,5/22/2022,142,0.23, ,0, ,701, ,12.3, ,85.0, ,48.9, ,68.2, ,82, ,32, ,52, ,50.0, ,1.8,Y,43.5,Y,63.0, 
194,5/23/2022,143,0.23,R,0, ,701, ,12.9, ,86.8, ,53.3, ,70.4, ,74, ,33, ,51, ,51.3, ,1.9,Y,46.7,Y,63.4, 
194,5/24/2022,144,0.23,R,0, ,709, ,14.7, ,90.0, ,52.9, ,73.3, ,85, ,29, ,53, ,54.9, ,1.4,Y,32.5,Y,64.1, 
194,5/25/2022,145,0.25, ,0, ,687, ,16.7, ,97.8, ,58.1, ,78.3, ,78, ,33, ,50, ,58.4, ,2.1,Y,49.8,Y,65.1, 
194,5/26/2022,146,0.22, ,0, ,631, ,15.8, ,84.3, ,57.5, ,69.3, ,83, ,50, ,65, ,56.9, ,3.3, ,78.8, ,66.2, 
194,5/27/2022,147,0.18, ,0, ,595, ,15.0, ,79.4, ,53.5, ,65.0, ,93, ,54, ,71, ,55.5, ,2.3,Y,54.1,Y,66.0, 
194,5/28/2022,148,0.21, ,0, ,679, ,13.8, ,77.3, ,55.7, ,65.0, ,89, ,50, ,65, ,53.1, ,3.3, ,79.4, ,66.0, 
194,5/29/2022,149,0.21, ,0, ,717, ,11.3, ,76.5, ,51.8, ,63.9, ,93, ,27, ,56, ,47.7, ,1.5,Y,35.9,Y,65.8, 
194,5/30/2022,150,0.24, ,0, ,728, ,10.1, ,77.9, ,49.9, ,63.7, ,84, ,25, ,50, ,44.9, ,4.6, ,111.6, ,65.3, 
194,5/31/2022,151,0.23, ,0, ,728, ,10.6, ,84.1, ,45.8, ,66.4, ,85, ,25, ,48, ,46.1, ,2.3,Y,56.1,Y,65.1, 
