158,5/1/2022,121,0.19, ,0.01, ,601, ,10.1, ,72.4, ,40.4, ,56.0, ,97, ,39, ,66, ,44.8, ,2.6, ,62.0, ,60.2, 
158,5/2/2022,122,0.17, ,0.01, ,540, ,9.0, ,67.6, ,39.0, ,53.1, ,98, ,39, ,65, ,41.7, ,3.1, ,74.4, ,59.9, 
158,5/3/2022,123,0.20, ,0.02, ,610, ,8.9, ,76.6, ,37.1, ,57.1, ,90, ,29, ,56, ,41.5, ,2.6, ,62.3, ,59.4, 
158,5/4/2022,124,0.20, ,0.04, ,609, ,10.9, ,79.9, ,41.3, ,58.4, ,98, ,32, ,65, ,46.9, ,2.4, ,56.7, ,61.0, 
158,5/5/2022,125,0.12, ,0, ,436, ,11.9, ,65.2, ,46.3, ,54.8, ,98, ,45, ,81, ,49.1, ,2.5, ,59.3, ,61.9, 
158,5/6/2022,126,0.06, ,0, ,251, ,14.4,Y,64.5, ,52.1, ,57.6, ,98, ,74, ,88,Y,54.2,Y,3.2, ,76.8, ,62.3, 
158,5/7/2022,127,0.19, ,0.00, ,606, ,10.3, ,69.7, ,48.5, ,57.3, ,94, ,39, ,64, ,45.2, ,4.1,Y,98.1,Y,61.2, 
158,5/8/2022,128,0.14, ,0.04, ,501, ,8.0, ,59.5, ,38.7, ,49.2, ,90, ,44, ,67, ,38.7, ,4.0,Y,96.7,Y,59.2, 
158,5/9/2022,129,0.12, ,0, ,484, ,7.6, ,56.4, ,35.0, ,45.5,Y,96, ,53, ,73,Y,37.4,Y,3.6, ,85.5, ,57.6, 
158,5/10/2022,130,0.13, ,0.28, ,496, ,7.5,Y,60.5, ,32.0, ,44.4,Y,98, ,46, ,75,Y,37.1,Y,3.1, ,73.8, ,56.6, 
158,5/11/2022,131,0.18, ,0.00, ,635, ,8.6, ,65.5, ,32.6, ,49.1, ,100, ,44, ,72, ,40.5, ,2.8, ,66.4, ,56.6, 
158,5/12/2022,132,0.17, ,0, ,588, ,9.2, ,64.2, ,34.1, ,50.8, ,95, ,52, ,73, ,42.5, ,3.0, ,71.9, ,58.1, 
158,5/13/2022,133,0.19, ,0, ,621, ,12.7, ,73.1, ,40.9, ,58.1, ,96, ,53, ,77, ,50.8, ,2.5, ,60.3, ,60.0, 
158,5/14/2022,134,0.21, ,0.00, ,638, ,14.1, ,82.5, ,48.1, ,64.1, ,98, ,41, ,69, ,53.7, ,2.2, ,52.5, ,62.2, 
158,5/15/2022,135,0.19, ,0, ,589, ,14.2, ,78.4, ,48.0, ,61.6, ,97, ,57, ,76, ,54.0, ,2.5, ,61.2, ,63.8, 
158,5/16/2022,136,0.19, ,0.04, ,624, ,12.4, ,73.1, ,43.3, ,57.3, ,99, ,54, ,77, ,50.2, ,2.4, ,57.9, ,63.5, 
158,5/17/2022,137,0.21, ,0, ,653, ,11.9, ,78.7, ,42.1, ,59.3, ,98, ,42, ,69, ,49.2, ,2.2, ,51.8, ,63.4, 
158,5/18/2022,138,0.24, ,0, ,648, ,12.5, ,91.0,Y,46.0, ,69.5,Y,96,H,27,H,51,Y,50.4,Y,3.0, ,73.1, ,64.0, 
158,5/19/2022,139,0.25, ,0, ,648, ,10.5, ,84.8, ,53.7, ,68.9, ,87, ,23, ,44, ,45.9, ,4.0, ,97.0, ,65.1, 
158,5/20/2022,140,0.22, ,0, ,691, ,7.3,Y,79.1, ,39.9, ,59.6, ,80, ,17, ,42,Y,36.4,Y,3.2, ,76.4, ,63.2, 
158,5/21/2022,141,0.23, ,0, ,686, ,9.4, ,79.0, ,43.6, ,61.3, ,84, ,27, ,51, ,42.9, ,3.1, ,73.8, ,63.4, 
158,5/22/2022,142,0.22, ,0, ,669, ,10.9, ,81.4, ,42.3, ,62.9, ,95, ,33, ,56, ,46.7, ,2.5, ,58.8, ,63.9, 
158,5/23/2022,143,0.24, ,0, ,673, ,11.5, ,85.4, ,48.1, ,68.5, ,79, ,33, ,48, ,48.2, ,2.6, ,62.4, ,65.0, 
158,5/24/2022,144,0.25, ,0, ,681, ,12.8, ,91.9,Y,50.5, ,72.1,Y,87, ,23, ,47,Y,51.1,Y,2.9, ,69.1, ,66.4, 
158,5/25/2022,145,0.25, ,0, ,685, ,13.4, ,90.8, ,50.2, ,70.7,Y,94, ,31, ,52,Y,52.3,Y,3.0, ,72.3, ,67.9, 
158,5/26/2022,146,0.06, ,0, ,247, ,12.8, ,60.7, ,47.5, ,54.7, ,98, ,76, ,88, ,51.1, ,3.0, ,72.0, ,65.6, 
158,5/27/2022,147,0.09, ,0.01, ,373, ,13.0, ,65.5, ,50.5, ,55.0, ,98, ,71, ,88, ,51.6, ,2.7, ,64.4, ,64.4, 
158,5/28/2022,148,0.12, ,0, ,426, ,13.2, ,67.5, ,47.8, ,56.9, ,98, ,61, ,83, ,51.9, ,3.0, ,72.9, ,64.0, 
158,5/29/2022,149,0.22, ,0.01, ,705, ,10.3, ,74.4, ,45.5, ,60.7, ,94, ,33, ,57, ,45.4, ,3.3, ,80.1, ,63.5, 
158,5/30/2022,150,0.22, ,0, ,711, ,9.4, ,74.4, ,43.0, ,61.1, ,89, ,35, ,51, ,42.8, ,3.3, ,78.5, ,63.6, 
158,5/31/2022,151,0.24, ,0, ,712, ,9.5, ,81.6, ,44.3, ,63.4, ,84, ,24, ,48, ,43.3, ,3.0, ,71.5, ,64.2, 
