131,5/1/2022,121,0.23, ,0, ,660, ,8.3, ,81.1, ,43.1, ,63.0, ,90, ,16, ,42, ,39.7, ,4.3, ,103.1, ,64.9, 
131,5/2/2022,122,0.19, ,0, ,553, ,8.8, ,74.0, ,49.3, ,61.6, ,74, ,28, ,47, ,41.2, ,4.9, ,118.7, ,64.8, 
131,5/3/2022,123,0.25, ,0, ,674, ,6.9, ,80.4, ,49.3, ,64.0, ,69, ,20, ,34, ,35.0, ,5.7, ,136.3, ,64.5, 
131,5/4/2022,124,0.24, ,0, ,668, ,9.4, ,87.2, ,47.5, ,68.8, ,85, ,17, ,39, ,42.8, ,2.7, ,65.6, ,66.3, 
131,5/5/2022,125,0.16, ,0, ,415, ,10.1, ,75.3, ,54.0, ,64.0, ,80, ,33, ,50, ,44.9, ,4.1, ,97.8, ,66.1, 
131,5/6/2022,126,0.16, ,0, ,471, ,13.4, ,75.2, ,51.6, ,63.0, ,93, ,46, ,68, ,52.3, ,4.2, ,101.1, ,66.0, 
131,5/7/2022,127,0.21, ,0, ,646, ,10.0, ,74.9, ,49.4, ,60.9, ,88, ,25, ,55, ,44.6, ,3.6, ,86.6, ,66.9, 
131,5/8/2022,128,0.19, ,0, ,576, ,6.9, ,64.8, ,43.0, ,53.5, ,89, ,27, ,50, ,35.1, ,4.7, ,112.4, ,65.2, 
131,5/9/2022,129,0.11, ,0.03, ,410, ,7.0, ,60.9, ,41.7, ,50.5,Y,79, ,38, ,56,Y,35.5,Y,3.8, ,91.4, ,62.3, 
131,5/10/2022,130,0.13, ,0, ,485, ,7.1, ,61.8, ,40.8, ,49.8,Y,81, ,34, ,59,Y,35.9,Y,3.6, ,86.0, ,61.0, 
131,5/11/2022,131,0.21, ,0, ,693, ,6.9,Y,71.4, ,35.7,Y,54.9, ,96, ,17, ,47,Y,35.0,Y,3.3, ,79.1, ,61.8, 
131,5/12/2022,132,0.20, ,0, ,611, ,7.4, ,72.3, ,45.2, ,58.0, ,76, ,15, ,45, ,36.7, ,4.0, ,95.3, ,63.2, 
131,5/13/2022,133,0.24, ,0, ,672, ,9.5, ,81.6, ,43.1, ,65.0, ,86, ,26, ,45, ,43.2, ,3.1, ,73.7, ,64.8, 
131,5/14/2022,134,0.26, ,0.01, ,680, ,11.2, ,89.9, ,49.2, ,70.8, ,99, ,17, ,43, ,47.4, ,3.3, ,79.8, ,66.9, 
131,5/15/2022,135,0.25, ,0.01, ,650, ,12.7, ,89.2, ,53.1, ,70.3, ,96, ,27, ,50, ,50.9, ,3.9, ,92.6, ,68.5, 
131,5/16/2022,136,0.22, ,0, ,673, ,11.5, ,82.6, ,53.0, ,65.7, ,80, ,31, ,53, ,48.2, ,4.1, ,98.7, ,68.5, 
131,5/17/2022,137,0.25, ,0, ,693, ,10.6, ,90.1, ,50.8, ,69.6, ,85, ,15, ,43, ,46.1, ,2.9, ,70.7, ,68.9, 
131,5/18/2022,138,0.29, ,0, ,680, ,10.3, ,96.6, ,52.3, ,75.9, ,80, ,11, ,34, ,45.3, ,4.3, ,103.7, ,69.7, 
131,5/19/2022,139,0.31, ,0, ,661, ,7.4, ,89.2, ,59.1, ,77.3, ,61, ,5, ,23, ,36.7, ,5.8, ,138.7, ,70.4, 
131,5/20/2022,140,0.31, ,0, ,712, ,4.5,R,82.5, ,55.4, ,68.7, ,38, ,9, ,--,R,--,I,7.9,Y,189.8,Y,68.4, 
131,5/21/2022,141,0.25, ,0, ,708, ,6.4,Y,86.8, ,46.7, ,68.4, ,68, ,8, ,27,Y,33.0,Y,2.4, ,57.9, ,68.6, 
131,5/22/2022,142,0.26, ,0, ,701, ,7.3,Y,89.2, ,49.7, ,71.0, ,64, ,8, ,28,Y,36.5,Y,2.6, ,61.2, ,69.5, 
131,5/23/2022,143,0.27, ,0, ,691, ,9.5, ,92.7, ,47.9, ,72.4, ,95, ,14, ,35, ,43.2, ,3.1, ,73.6, ,69.7, 
131,5/24/2022,144,0.28, ,0, ,701, ,9.3, ,96.9, ,55.7, ,77.2, ,75, ,8, ,29, ,42.6, ,2.9, ,70.5, ,70.7, 
131,5/25/2022,145,0.28, ,0, ,688, ,11.1, ,102.1,Y,60.2, ,82.5,Y,64, ,13, ,29,Y,47.2,Y,2.6, ,62.9, ,72.8, 
131,5/26/2022,146,0.24, ,0.00, ,605, ,11.8, ,81.4, ,56.6, ,68.5, ,83, ,30, ,50, ,48.9, ,5.5, ,131.1, ,72.3, 
131,5/27/2022,147,0.21, ,0, ,589, ,13.0, ,78.9, ,56.1, ,65.5, ,84, ,40, ,61, ,51.6, ,5.6, ,133.8, ,70.8, 
131,5/28/2022,148,0.22, ,0, ,603, ,12.4, ,77.5, ,56.7, ,64.9, ,83, ,37, ,59, ,50.3, ,5.8, ,139.3, ,70.8, 
131,5/29/2022,149,0.25, ,0, ,723, ,8.5, ,79.2, ,50.8, ,65.6, ,96, ,13, ,40, ,40.4, ,4.1, ,97.4, ,70.4, 
131,5/30/2022,150,0.25, ,0, ,725, ,7.9,Y,81.0, ,45.9, ,65.2, ,97, ,12, ,37,Y,38.6,Y,3.5, ,84.5, ,69.7, 
131,5/31/2022,151,0.28, ,0, ,725, ,7.4,Y,87.9, ,48.5, ,69.8, ,73, ,13, ,30,Y,36.7,Y,4.2, ,101.2, ,69.1, 
