179,5/1/2022,121,0.23, ,0, ,713,R,12.8, ,71.7, ,44.3, ,58.7, ,93, ,51, ,76, ,51.1, ,7.1, ,170.1, ,58.0, 
179,5/2/2022,122,0.19, ,0, ,609, ,13.6, ,77.6, ,53.9, ,60.8, ,91, ,41, ,75, ,52.7, ,6.1, ,146.1, ,58.6, 
179,5/3/2022,123,0.18, ,0, ,574, ,12.6, ,73.9, ,49.9, ,59.3, ,91, ,47, ,73, ,50.8, ,5.4, ,129.9, ,57.5, 
179,5/4/2022,124,0.27, ,0, ,733,R,11.7, ,87.9, ,46.3, ,66.2, ,92, ,17, ,53, ,48.6, ,5.3, ,126.0, ,58.7, 
179,5/5/2022,125,0.27, ,0, ,729,R,11.3, ,88.4, ,45.4, ,67.8, ,92, ,18, ,49, ,47.7, ,4.4, ,105.3, ,60.7, 
179,5/6/2022,126,0.28, ,0, ,723,R,9.9, ,80.4, ,49.1, ,65.6, ,78, ,27, ,46, ,44.2, ,6.2, ,147.9, ,60.3, 
179,5/7/2022,127,0.24, ,0, ,724,R,13.4, ,76.7, ,51.3, ,62.6, ,91, ,45, ,69, ,52.4, ,7.7, ,184.9, ,58.4, 
179,5/8/2022,128,0.15, ,0, ,458, ,12.6, ,65.5, ,49.8, ,57.0, ,93, ,64, ,80, ,50.7, ,11.2,Y,269.9,Y,57.0, 
179,5/9/2022,129,0.20, ,0, ,626, ,10.4, ,66.9, ,47.6, ,55.8, ,85, ,51, ,68, ,45.5, ,7.5, ,180.0, ,55.7, 
179,5/10/2022,130,0.22, ,0, ,678, ,8.7, ,68.7, ,41.8, ,54.7, ,90, ,35, ,59, ,40.9, ,5.9, ,142.3, ,55.1, 
179,5/11/2022,131,0.23, ,0, ,759,R,7.2, ,67.8, ,39.3, ,54.3, ,89, ,24, ,50, ,36.0, ,5.6, ,134.2, ,53.5,Y
179,5/12/2022,132,0.28, ,0, ,764,R,5.7, ,81.3, ,41.1, ,63.0, ,64, ,14, ,29, ,30.4, ,5.6, ,135.1, ,54.5, 
179,5/13/2022,133,0.28, ,0, ,756,R,7.4, ,92.8, ,45.1, ,69.5, ,62, ,14, ,30, ,36.8, ,4.1, ,97.4, ,57.8, 
179,5/14/2022,134,0.31, ,0, ,755,R,8.4, ,95.1, ,48.0, ,73.3, ,67, ,11, ,30, ,40.0, ,5.0, ,119.8, ,61.3, 
179,5/15/2022,135,0.28, ,0, ,659, ,9.4, ,87.0, ,49.6, ,69.4, ,69, ,21, ,38, ,42.9, ,6.0, ,144.4, ,62.1, 
179,5/16/2022,136,0.26, ,0, ,749,R,13.0, ,78.6, ,49.1, ,63.0, ,97, ,41, ,66, ,51.6, ,6.2, ,149.0, ,60.7, 
179,5/17/2022,137,0.22, ,0, ,683, ,13.8, ,75.8, ,52.5, ,61.4, ,96, ,49, ,74, ,53.1, ,6.3, ,151.9, ,60.0, 
179,5/18/2022,138,0.24, ,0, ,719, ,14.6, ,82.5, ,51.4, ,63.9, ,97, ,47, ,72, ,54.6, ,5.5, ,132.5, ,60.2, 
179,5/19/2022,139,0.23, ,0, ,705, ,14.6, ,77.2, ,52.0, ,60.9, ,98, ,55, ,80, ,54.7, ,7.2, ,172.3, ,59.9, 
179,5/20/2022,140,0.08, ,0, ,286, ,13.8, ,63.2, ,53.9, ,57.4, ,94, ,75, ,86, ,53.1, ,8.0, ,192.6, ,58.3, 
179,5/21/2022,141,0.17, ,0, ,560, ,13.5, ,69.2, ,55.1, ,59.7, ,89, ,64, ,77, ,52.6, ,7.2, ,172.8, ,57.0, 
179,5/22/2022,142,0.24, ,0, ,712, ,13.5, ,77.1, ,51.7, ,62.5, ,92, ,43, ,70, ,52.6, ,6.2, ,148.9, ,58.4, 
179,5/23/2022,143,0.23, ,0, ,706, ,14.0, ,77.7, ,49.7, ,60.5, ,98, ,50, ,78, ,53.6, ,5.7, ,137.1, ,58.5, 
179,5/24/2022,144,0.26, ,0, ,750,R,14.9, ,86.1, ,47.1, ,65.8, ,97, ,41, ,69, ,55.3, ,5.2, ,126.0, ,59.5, 
179,5/25/2022,145,0.27, ,0, ,750,R,15.2, ,81.8, ,50.6, ,67.6, ,92, ,44, ,66, ,55.9, ,6.2, ,148.9, ,60.2, 
179,5/26/2022,146,0.27, ,0, ,754,R,14.2, ,84.3, ,52.5, ,65.4, ,91, ,33, ,66, ,53.8, ,6.3, ,151.6, ,61.8, 
179,5/27/2022,147,0.20, ,0, ,599, ,13.3, ,76.6, ,47.5, ,60.0, ,97, ,45, ,76, ,52.2, ,5.7, ,135.9, ,60.2, 
179,5/28/2022,148,0.16, ,0, ,508, ,13.7, ,69.3, ,54.7, ,59.5, ,93, ,64, ,79, ,53.0, ,7.9, ,189.0, ,59.4, 
179,5/29/2022,149,0.22, ,0, ,665, ,13.9, ,71.5, ,54.5, ,60.6, ,93, ,60, ,77, ,53.4, ,8.9, ,214.4, ,59.9, 
179,5/30/2022,150,0.23, ,0, ,697, ,14.0, ,78.5, ,53.1, ,62.2, ,94, ,46, ,73, ,53.6, ,6.4, ,154.8, ,60.6, 
179,5/31/2022,151,0.26, ,0, ,739, ,13.0, ,80.5, ,53.6, ,64.7, ,96, ,32, ,62, ,51.5, ,5.6, ,135.3, ,59.7, 
