233,5/1/2022,121,--,N,0, ,729,R,5.0, ,90.2, ,53.6, ,73.1, ,38, ,6, ,18, ,27.2, ,5.2, ,125.4, ,55.9, 
233,5/2/2022,122,--,N,0, ,725,R,5.5, ,89.2, ,50.7, ,72.3, ,42, ,9, ,20, ,29.4, ,4.9, ,117.1, ,56.3, 
233,5/3/2022,123,--,N,0, ,731,R,4.4, ,83.6, ,51.2, ,68.8, ,44, ,6, ,18, ,24.0, ,4.5, ,107.5, ,56.7, 
233,5/4/2022,124,--,N,0, ,743,R,3.1, ,86.4, ,51.3, ,70.7, ,18, ,7, ,12, ,15.9, ,3.8, ,90.3, ,56.6, 
233,5/5/2022,125,--,N,0, ,738,R,3.3, ,92.9, ,51.9, ,75.2, ,24, ,6, ,11, ,17.4, ,4.6, ,110.5, ,56.6, 
233,5/6/2022,126,--,N,0, ,728,R,4.5, ,94.7, ,54.9, ,77.0, ,30, ,9, ,14, ,24.8, ,4.7, ,113.4, ,57.1, 
233,5/7/2022,127,--,N,0, ,732,R,7.8, ,94.0, ,58.6, ,76.6, ,41, ,11, ,25, ,38.2, ,5.6, ,134.2, ,57.9, 
233,5/8/2022,128,--,N,0, ,739,R,8.3, ,85.0, ,56.3, ,68.9, ,61, ,14, ,35, ,39.8, ,6.0, ,144.6, ,58.4, 
233,5/9/2022,129,--,N,0, ,743,R,5.8, ,77.1, ,47.3, ,61.9, ,49, ,15, ,31, ,30.9, ,6.0, ,144.1, ,58.4, 
233,5/10/2022,130,--,N,0, ,711, ,4.2, ,77.1, ,49.8, ,61.1, ,41, ,13, ,23, ,23.1, ,6.6, ,158.3, ,58.0, 
233,5/11/2022,131,--,N,0, ,770,R,2.9, ,70.7, ,47.1, ,57.8, ,36, ,4, ,18, ,14.6, ,8.8, ,211.7, ,57.6, 
233,5/12/2022,132,--,N,0, ,765,R,2.5, ,78.0, ,39.3,Y,62.2, ,30, ,7, ,13, ,10.7, ,3.5, ,83.8, ,56.8, 
233,5/13/2022,133,--,N,0, ,764,R,3.3, ,88.8, ,51.9, ,72.1, ,26, ,6, ,12, ,16.9, ,3.4, ,80.7, ,56.6, 
233,5/14/2022,134,--,N,0, ,766,R,3.1, ,96.0, ,53.0, ,76.8, ,26, ,4, ,10, ,16.2, ,3.1, ,73.5, ,57.0, 
233,5/15/2022,135,--,N,0, ,737,R,3.5, ,100.0, ,58.8, ,80.0, ,21, ,4, ,10, ,18.4, ,4.5, ,108.7, ,57.5, 
233,5/16/2022,136,--,N,0, ,754,R,5.2, ,98.2, ,55.3, ,79.1, ,29, ,7, ,15, ,28.1, ,4.2, ,100.0, ,58.2, 
233,5/17/2022,137,--,N,0, ,764,R,6.5, ,94.1, ,59.6, ,78.8, ,40, ,8, ,19, ,33.7, ,3.9, ,92.9, ,59.0, 
233,5/18/2022,138,--,N,0, ,757,R,5.7, ,95.5, ,56.9, ,79.5, ,38, ,6, ,17, ,30.3, ,3.4, ,81.2, ,59.5, 
233,5/19/2022,139,--,N,0, ,757,R,6.6, ,99.3, ,61.7, ,81.9, ,38, ,7, ,18, ,33.7, ,6.1, ,145.8, ,59.9, 
233,5/20/2022,140,--,N,0, ,757,R,6.4, ,91.7, ,56.4, ,77.0, ,47, ,8, ,20, ,33.2, ,5.9, ,140.4, ,60.4, 
233,5/21/2022,141,--,N,0, ,761,R,5.9, ,86.1, ,56.6, ,73.6, ,41, ,8, ,21, ,30.9, ,4.2, ,101.5, ,60.5, 
233,5/22/2022,142,--,N,0, ,755,R,6.6, ,92.0, ,56.0, ,76.3, ,43, ,12, ,21, ,33.9, ,4.1, ,98.9, ,60.5, 
233,5/23/2022,143,--,N,0, ,750,R,5.9, ,93.7, ,57.9, ,79.2, ,31, ,9, ,17, ,31.1, ,3.7, ,88.8, ,60.8, 
233,5/24/2022,144,--,N,0, ,767,R,5.2, ,97.2, ,59.2, ,82.3, ,35, ,6, ,14, ,28.2, ,4.1, ,98.7, ,61.1, 
233,5/25/2022,145,--,N,0, ,762,R,5.5, ,100.0, ,65.9, ,86.1, ,26, ,6, ,13, ,29.5, ,5.2, ,125.1, ,61.6, 
233,5/26/2022,146,--,N,0, ,746, ,6.9, ,99.9, ,63.8, ,85.3, ,31, ,9, ,17, ,34.9, ,6.3, ,151.9, ,62.2, 
233,5/27/2022,147,--,N,0, ,720, ,4.9, ,99.3, ,62.8, ,83.0, ,26, ,7, ,13, ,26.8, ,6.0, ,143.2, ,62.8, 
233,5/28/2022,148,--,N,0, ,727, ,6.8, ,94.1, ,62.3, ,78.9, ,32, ,13, ,20, ,34.8, ,5.3, ,127.6, ,62.9, 
233,5/29/2022,149,--,N,0, ,791,R,5.3, ,92.6, ,63.2, ,76.1, ,45, ,4, ,17, ,28.5, ,10.1,R,242.3,R,62.9, 
233,5/30/2022,150,--,N,0, ,781,R,4.1, ,88.6, ,64.6, ,75.6, ,29, ,6, ,14, ,22.6, ,7.8,Y,187.2,Y,62.5, 
233,5/31/2022,151,--,N,0, ,781,R,4.8, ,88.4, ,50.8, ,74.3, ,41, ,8, ,16, ,26.0, ,4.4, ,105.0, ,62.3, 
