39,5/1/2022,121,0.23, ,0, ,682, ,9.6, ,77.8, ,48.6, ,63.1, ,74, ,28, ,49, ,43.5, ,5.3, ,126.9, ,66.0, 
39,5/2/2022,122,0.26, ,0, ,677, ,9.8, ,82.3, ,48.6, ,66.2, ,85, ,22, ,44, ,43.9, ,6.0, ,143.2, ,66.6, 
39,5/3/2022,123,0.22, ,0, ,687, ,9.3, ,78.0, ,46.7, ,62.3, ,76, ,29, ,49, ,42.7, ,3.8, ,91.1, ,66.4, 
39,5/4/2022,124,0.23, ,0, ,687, ,11.1, ,87.5, ,49.4, ,68.3, ,86, ,21, ,47, ,47.3, ,2.0, ,47.5, ,67.6, 
39,5/5/2022,125,0.27, ,0, ,657, ,10.6, ,89.5, ,53.3, ,71.9, ,83, ,20, ,40, ,46.2, ,4.5, ,107.1, ,68.8, 
39,5/6/2022,126,0.24, ,0, ,674, ,12.9, ,83.9, ,52.2, ,69.9, ,86, ,33, ,52, ,51.4, ,4.1, ,97.7, ,69.3, 
39,5/7/2022,127,0.25, ,0, ,679, ,9.9, ,76.4, ,56.9, ,65.8, ,74, ,23, ,46, ,44.2, ,7.7, ,184.9, ,69.2, 
39,5/8/2022,128,0.26, ,0, ,696, ,6.9, ,69.2, ,48.7, ,58.2, ,69, ,22, ,41, ,34.9, ,9.0,Y,216.4,Y,67.2, 
39,5/9/2022,129,0.21, ,0, ,683, ,6.2,Y,65.9, ,42.1, ,54.6, ,69, ,21, ,42,Y,32.3,Y,6.1, ,147.2, ,65.4, 
39,5/10/2022,130,0.23, ,0, ,690, ,6.2,Y,66.0, ,45.6, ,55.3, ,67, ,23, ,41,Y,32.2,Y,6.8, ,164.1, ,65.2, 
39,5/11/2022,131,0.23, ,0, ,707, ,6.8, ,69.9, ,42.6, ,56.6, ,78, ,24, ,44, ,34.7, ,6.6, ,158.2, ,65.0, 
39,5/12/2022,132,0.23, ,0, ,661, ,7.3, ,75.6, ,40.8,Y,60.7, ,83, ,21, ,40, ,36.4, ,4.1, ,99.1, ,65.4, 
39,5/13/2022,133,0.23, ,0, ,709, ,9.6, ,83.0, ,45.3, ,64.8, ,83, ,26, ,46, ,43.4, ,3.2, ,76.9, ,66.6, 
39,5/14/2022,134,0.25, ,0, ,693, ,12.8, ,88.1, ,51.0, ,70.6, ,88, ,28, ,50, ,51.1, ,3.2, ,76.7, ,68.7, 
39,5/15/2022,135,0.28, ,0, ,657, ,13.7, ,92.0, ,55.6, ,75.2, ,88, ,25, ,46, ,52.9, ,5.6, ,135.4, ,70.4, 
39,5/16/2022,136,0.29, ,0, ,704, ,9.9, ,85.6, ,54.0, ,71.5, ,65, ,21, ,37, ,44.2, ,6.3, ,151.4, ,71.2, 
39,5/17/2022,137,0.25, ,0, ,705, ,11.2, ,85.9, ,52.3, ,70.2, ,73, ,25, ,44, ,47.4, ,4.3, ,102.4, ,71.3, 
39,5/18/2022,138,0.25, ,0, ,696, ,13.6, ,90.8, ,54.1, ,73.3, ,85, ,26, ,49, ,52.8, ,2.7, ,65.9, ,73.5, 
39,5/19/2022,139,0.29, ,0, ,699, ,13.6, ,93.0, ,58.2, ,76.8, ,85, ,23, ,43, ,52.7, ,5.1, ,121.5, ,76.3, 
39,5/20/2022,140,0.27, ,0, ,716, ,7.7, ,78.8, ,53.2, ,67.1, ,74, ,19, ,34, ,37.8, ,6.1, ,146.7, ,71.3, 
39,5/21/2022,141,0.25, ,0, ,726, ,8.3, ,84.3, ,47.4, ,67.3, ,82, ,16, ,37, ,39.8, ,3.3, ,80.0, ,69.9, 
39,5/22/2022,142,0.28, ,0, ,706, ,9.4, ,88.9, ,48.8, ,71.1, ,84, ,17, ,36, ,42.9, ,4.6, ,111.0, ,70.1, 
39,5/23/2022,143,0.27, ,0, ,705, ,11.1, ,89.9, ,53.3, ,73.3, ,81, ,19, ,40, ,47.3, ,3.4, ,81.4, ,71.1, 
39,5/24/2022,144,0.27, ,0, ,703, ,13.3, ,94.4, ,56.5, ,76.4, ,82, ,23, ,43, ,52.2, ,3.2, ,76.1, ,72.8, 
39,5/25/2022,145,0.28, ,0, ,700, ,12.9, ,100.4, ,59.5, ,80.7, ,77, ,12, ,36, ,51.3, ,3.1, ,74.7, ,74.3, 
39,5/26/2022,146,0.29, ,0, ,659, ,14.3, ,97.4, ,61.3, ,78.7, ,77, ,22, ,43, ,54.1, ,5.2, ,123.6, ,75.1, 
39,5/27/2022,147,0.25, ,0, ,629, ,13.3, ,85.3, ,57.6, ,72.1, ,78, ,30, ,49, ,52.1, ,5.4, ,129.0, ,73.9, 
39,5/28/2022,148,0.28, ,0, ,621, ,10.9, ,82.3, ,60.9, ,70.4, ,60, ,22, ,43, ,46.7, ,8.3,Y,200.3,Y,72.8, 
39,5/29/2022,149,0.27, ,0, ,678, ,10.1, ,79.3, ,54.6, ,67.0, ,83, ,18, ,45, ,44.8, ,7.4, ,177.8, ,71.9, 
39,5/30/2022,150,0.29, ,0, ,731, ,8.7, ,82.1, ,49.2, ,67.8, ,76, ,20, ,37, ,40.8, ,6.5, ,155.3, ,71.1, 
39,5/31/2022,151,0.25, ,0, ,740, ,9.2, ,85.0, ,47.6, ,68.3, ,82, ,19, ,39, ,42.4, ,3.3, ,78.5, ,71.7, 
