77,5/1/2022,121,0.24, ,0, ,694,R,8.2, ,82.7, ,41.2, ,61.1, ,90, ,13, ,45, ,39.5, ,4.1, ,99.5, ,61.2, 
77,5/2/2022,122,0.20, ,0, ,609, ,8.6, ,71.4, ,42.5, ,56.5, ,90, ,30, ,55, ,40.7, ,4.3, ,103.4, ,61.2, 
77,5/3/2022,123,0.26, ,0, ,701,R,6.9, ,84.1, ,45.9, ,65.7, ,72, ,17, ,32, ,34.9, ,5.6, ,134.5, ,60.8, 
77,5/4/2022,124,0.25, ,0, ,691,R,10.2, ,86.7, ,44.0, ,64.3, ,89, ,22, ,50, ,45.1, ,4.5, ,107.7, ,61.6, 
77,5/5/2022,125,0.14, ,0, ,427, ,11.1, ,69.0, ,47.4, ,57.6, ,91, ,34, ,69, ,47.4, ,5.1, ,123.2, ,62.1, 
77,5/6/2022,126,0.11, ,0, ,379, ,13.4, ,68.1, ,54.1, ,60.2, ,92, ,63, ,75, ,52.4, ,4.6, ,109.3, ,62.1, 
77,5/7/2022,127,0.22, ,0, ,671, ,9.5, ,72.6, ,49.0, ,59.9, ,87, ,34, ,54, ,43.3, ,5.3, ,126.1, ,62.3, 
77,5/8/2022,128,0.20, ,0, ,647, ,6.9, ,62.1, ,41.1, ,51.7, ,70, ,34, ,53, ,35.1, ,6.3, ,150.3, ,61.4, 
77,5/9/2022,129,0.17, ,0, ,567, ,7.0, ,60.1, ,38.5, ,49.5, ,81, ,41, ,58, ,35.2, ,6.2, ,147.7, ,59.9, 
77,5/10/2022,130,0.10, ,0.13, ,409, ,7.5, ,59.9, ,34.2,Y,45.6,Y,94, ,41, ,71,Y,37.0,Y,3.3, ,78.3, ,58.8, 
77,5/11/2022,131,0.20, ,0, ,687, ,7.9, ,69.5, ,34.7,Y,52.7, ,95, ,33, ,58, ,38.6, ,3.9, ,94.1, ,58.3, 
77,5/12/2022,132,0.20, ,0, ,642, ,8.7, ,69.4, ,36.3,Y,53.9, ,90, ,38, ,61, ,40.8, ,4.5, ,108.3, ,59.1, 
77,5/13/2022,133,0.23, ,0, ,691, ,11.9, ,80.0, ,46.0, ,63.4, ,86, ,41, ,60, ,49.1, ,4.1, ,98.0, ,60.4, 
77,5/14/2022,134,0.25, ,0, ,701, ,12.4, ,89.9, ,50.1, ,69.4, ,92, ,21, ,51, ,50.3, ,3.5, ,83.6, ,62.7, 
77,5/15/2022,135,0.23, ,0, ,658, ,13.6, ,85.5, ,50.2, ,65.7, ,92, ,41, ,63, ,52.8, ,3.7, ,88.8, ,64.5, 
77,5/16/2022,136,0.22, ,0, ,693, ,11.7, ,80.5, ,45.5, ,61.4, ,89, ,39, ,63, ,48.8, ,3.7, ,89.8, ,65.0, 
77,5/17/2022,137,0.24, ,0, ,701, ,11.4, ,85.8, ,43.3, ,63.6, ,93, ,28, ,57, ,48.0, ,3.3, ,79.8, ,64.9, 
77,5/18/2022,138,0.26, ,0, ,697, ,11.9, ,96.0,Y,44.8, ,71.0,H,87,H,21,H,46, ,49.2, ,3.6, ,86.6, ,65.5, 
77,5/19/2022,139,0.29,R,0, ,689, ,10.2, ,89.6, ,55.4, ,73.8,Y,59, ,18, ,36,Y,44.9,Y,5.3, ,126.1, ,66.8, 
77,5/20/2022,140,0.31, ,0, ,726,R,4.3,R,80.4, ,49.3, ,67.0, ,44, ,10, ,--,R,--,I,7.1,Y,170.2,Y,65.6, 
77,5/21/2022,141,0.26, ,0, ,719, ,8.4, ,84.9, ,42.6, ,64.4, ,75, ,15, ,41, ,40.0, ,4.4, ,105.2, ,64.5, 
77,5/22/2022,142,0.25, ,0, ,709, ,10.8, ,86.6, ,45.4, ,65.9, ,89, ,24, ,50, ,46.6, ,3.6, ,85.6, ,65.2, 
77,5/23/2022,143,0.27, ,0, ,709, ,11.0, ,90.4, ,47.8, ,69.0, ,81, ,26, ,45, ,47.0, ,3.9, ,92.7, ,66.2, 
77,5/24/2022,144,0.28, ,0, ,722, ,10.5, ,99.9,Y,48.3, ,74.5,Y,88, ,10, ,36,Y,45.9,Y,3.6, ,86.6, ,67.1, 
77,5/25/2022,145,0.27, ,0, ,704, ,14.0, ,98.2,Y,54.8, ,73.2,Y,87, ,24, ,50,Y,53.5,Y,4.3, ,104.0, ,68.5, 
77,5/26/2022,146,0.18, ,0, ,547, ,12.7, ,68.4, ,49.0, ,58.9, ,92, ,58, ,75, ,50.8, ,5.9, ,141.4, ,68.2, 
77,5/27/2022,147,0.19, ,0, ,595, ,12.6, ,73.1, ,54.6, ,60.4, ,82, ,54, ,70, ,50.7, ,5.8, ,139.3, ,66.7, 
77,5/28/2022,148,0.20, ,0, ,601, ,12.4, ,71.9, ,48.5, ,59.7, ,92, ,50, ,71, ,50.3, ,5.7, ,136.0, ,66.3, 
77,5/29/2022,149,0.25, ,0, ,735, ,9.2, ,79.0, ,46.0, ,62.9, ,89, ,23, ,47, ,42.4, ,4.9, ,117.0, ,65.8, 
77,5/30/2022,150,0.25, ,0, ,741,R,8.3, ,78.8, ,46.4, ,63.6, ,68, ,23, ,41, ,39.7, ,4.7, ,113.8, ,66.1, 
77,5/31/2022,151,0.28, ,0, ,747,R,7.6,Y,86.5, ,42.3, ,67.2, ,80, ,14, ,34,Y,37.6,Y,4.5, ,108.1, ,66.3, 
