2,5/1/2022,121,0.27, ,0, ,638, ,8.3, ,78.6, ,48.9, ,63.5, ,67, ,21, ,42, ,39.8, ,9.4, ,225.4, ,65.1, 
2,5/2/2022,122,0.27, ,0, ,612, ,8.0, ,80.5, ,46.2, ,64.9, ,67, ,20, ,38, ,38.8, ,8.1, ,193.4, ,64.9, 
2,5/3/2022,123,0.30, ,0, ,642, ,6.3, ,77.5, ,51.5, ,63.5, ,51, ,18, ,32, ,32.8, ,10.2, ,243.9, ,64.8, 
2,5/4/2022,124,0.24, ,0, ,644, ,8.5, ,87.7, ,45.9, ,68.6, ,60, ,20, ,36, ,40.2, ,3.4, ,80.6, ,65.3, 
2,5/5/2022,125,0.30, ,0, ,596, ,9.4, ,87.1, ,50.8, ,70.5, ,68, ,22, ,37, ,42.8, ,8.2, ,197.8, ,66.4, 
2,5/6/2022,126,0.26, ,0, ,645, ,12.3, ,83.6, ,52.8, ,69.3, ,73, ,33, ,50, ,50.0, ,8.7, ,208.6, ,66.7, 
2,5/7/2022,127,0.27, ,0, ,654, ,9.9, ,76.8, ,55.4, ,64.9, ,82, ,27, ,47, ,44.3, ,11.7, ,279.8, ,67.0, 
2,5/8/2022,128,0.31, ,0, ,690, ,5.9, ,70.9, ,46.9, ,58.4, ,52, ,24, ,35, ,30.9, ,12.9,Y,310.1,Y,66.1, 
2,5/9/2022,129,0.20, ,0, ,612, ,5.9, ,64.8, ,37.6,Y,53.7,Y,68, ,28, ,42,Y,31.1,Y,7.2, ,173.6, ,64.7, 
2,5/10/2022,130,0.22, ,0, ,467, ,5.6, ,65.4, ,47.7, ,58.4, ,71, ,26, ,33, ,29.7, ,9.8, ,234.3, ,64.7, 
2,5/11/2022,131,0.27, ,0, ,703, ,5.8, ,70.3, ,37.8,Y,55.8, ,58, ,22, ,38, ,30.9, ,8.8, ,210.0, ,64.0, 
2,5/12/2022,132,0.25, ,0, ,627, ,5.8, ,75.1, ,39.5,Y,60.0, ,63, ,16, ,33, ,30.5, ,6.9, ,165.9, ,63.7, 
2,5/13/2022,133,0.28, ,0, ,689, ,9.3, ,81.8, ,47.3, ,66.4, ,62, ,29, ,42, ,42.7, ,8.4, ,200.9, ,64.1, 
2,5/14/2022,134,0.31, ,0, ,685, ,11.6, ,86.6, ,56.6, ,72.1, ,72, ,28, ,43, ,48.5, ,8.9, ,212.7, ,65.0, 
2,5/15/2022,135,0.32, ,0, ,672, ,10.7, ,92.0, ,53.0, ,74.8, ,65, ,23, ,36, ,46.3, ,7.8, ,187.3, ,65.9, 
2,5/16/2022,136,0.31, ,0, ,692, ,8.7, ,85.0, ,56.6, ,71.3, ,51, ,24, ,33, ,40.9, ,8.9, ,213.0, ,66.8, 
2,5/17/2022,137,0.29, ,0, ,702, ,9.1, ,86.7, ,46.6, ,68.6, ,63, ,24, ,38, ,42.1, ,6.6, ,158.4, ,67.0, 
2,5/18/2022,138,0.32, ,0, ,703, ,9.6, ,91.7, ,51.7, ,73.2, ,67, ,18, ,34, ,43.5, ,7.2, ,172.4, ,67.6, 
2,5/19/2022,139,0.39, ,0, ,704, ,10.5, ,93.1, ,59.2, ,79.4, ,50, ,22, ,31, ,45.8, ,11.2, ,269.2, ,68.6, 
2,5/20/2022,140,0.37, ,0, ,720, ,5.8, ,78.1, ,53.3, ,68.1, ,39, ,18, ,25, ,30.5, ,13.1,Y,313.9,Y,68.3, 
2,5/21/2022,141,0.28, ,0, ,721, ,5.9, ,84.5, ,44.9, ,67.5, ,62, ,13, ,26, ,31.0, ,4.9, ,117.3, ,67.6, 
2,5/22/2022,142,0.30, ,0, ,700, ,7.4, ,88.6, ,50.2, ,72.4, ,54, ,17, ,27, ,36.6, ,6.0, ,144.4, ,67.9, 
2,5/23/2022,143,0.34, ,0, ,713, ,8.4, ,89.7, ,53.6, ,74.1, ,48, ,17, ,29, ,40.2, ,7.9, ,189.0, ,68.2, 
2,5/24/2022,144,0.32, ,0, ,709, ,10.2, ,94.0, ,54.4, ,75.9, ,63, ,21, ,33, ,45.1, ,6.2, ,148.4, ,68.7, 
2,5/25/2022,145,0.29, ,0, ,697, ,10.7, ,98.2, ,56.9, ,79.8, ,59, ,17, ,31, ,46.3, ,3.7, ,89.2, ,69.8, 
2,5/26/2022,146,0.30, ,0, ,659, ,11.9, ,95.6, ,59.3, ,77.7, ,62, ,23, ,37, ,49.1, ,5.9, ,141.8, ,70.8, 
2,5/27/2022,147,0.26, ,0, ,639, ,12.2, ,84.2, ,56.0, ,70.8, ,73, ,32, ,47, ,49.8, ,6.9, ,164.7, ,70.9, 
2,5/28/2022,148,0.31, ,0, ,667, ,10.8, ,81.6, ,60.8, ,70.0, ,61, ,29, ,43, ,46.5, ,10.6, ,255.1, ,70.8, 
2,5/29/2022,149,0.33, ,0, ,739,R,8.8, ,78.6, ,54.8, ,66.8, ,77, ,18, ,39, ,41.3, ,11.5, ,275.6, ,70.2, 
2,5/30/2022,150,0.32, ,0, ,734, ,7.4, ,81.1, ,46.7, ,66.1, ,62, ,18, ,34, ,36.6, ,8.6, ,207.4, ,69.0, 
2,5/31/2022,151,0.31, ,0, ,723, ,7.4, ,82.9, ,46.4, ,67.4, ,58, ,18, ,32, ,36.8, ,7.6, ,181.6, ,68.5, 
