220,9/1/2022,244,0.26,R,0, ,586, ,10.4, ,112.9,Y,74.4, ,93.3,Y,47, ,10, ,19,Y,45.6,Y,3.3, ,79.7, ,83.1,Y
220,9/2/2022,245,0.27,H,0, ,579, ,11.8, ,--,S,74.1, ,94.2,Y,33,H,10,H,22,Y,49.0,Y,3.6, ,86.5, ,83.4,Y
220,9/3/2022,246,0.24,R,0, ,511, ,13.8, ,--,S,75.6, ,92.8,Y,41, ,15, ,26,Y,53.1,Y,3.0, ,71.1, ,84.5,Y
220,9/4/2022,247,0.21, ,0.02, ,449, ,18.4,Y,111.5,Y,81.1,Y,91.3, ,52, ,22, ,37,Y,61.1,Y,2.5, ,60.4, ,84.6,Y
220,9/5/2022,248,0.26, ,0, ,548, ,13.6, ,109.1,Y,75.5, ,91.9,Y,48, ,11, ,27,Y,52.8,Y,3.2, ,76.9, ,84.6,Y
220,9/6/2022,249,0.27, ,0.31, ,560, ,14.2, ,110.1,Y,75.5, ,92.5,Y,51, ,13, ,27,Y,54.0,Y,4.3, ,103.6, ,84.6,Y
220,9/7/2022,250,0.27, ,0, ,517, ,11.5, ,106.0, ,78.9,Y,93.1,Y,37, ,15, ,22,Y,48.3,Y,4.8, ,114.5, ,84.7,Y
220,9/8/2022,251,0.17, ,0.00, ,350, ,14.3, ,--,S,75.8,Y,90.5,H,44,H,16,H,29, ,54.1, ,3.0, ,72.0, ,83.7,Y
220,9/9/2022,252,0.18,R,0.06, ,372, ,18.3,Y,104.3, ,67.4, ,84.3, ,89, ,30, ,46,Y,61.0,Y,3.7, ,88.0, ,80.6, 
220,9/10/2022,253,0.05, ,0.02, ,180, ,25.2,R,87.7, ,75.2,Y,78.9, ,90, ,58, ,--,R,--,I,2.5, ,60.0, ,78.8, 
220,9/11/2022,254,0.17, ,1.07, ,482, ,21.1,R,90.3, ,66.9, ,77.3, ,90, ,36, ,--,R,--,I,3.1, ,73.7, ,78.2, 
220,9/12/2022,255,0.16, ,0, ,446, ,20.9,R,85.9, ,68.7, ,77.0, ,81, ,51, ,--,R,--,I,4.3, ,104.2, ,77.1, 
220,9/13/2022,256,0.21, ,0, ,516, ,18.4,Y,86.2, ,67.9, ,76.2, ,70, ,47, ,59,Y,61.1,Y,6.8,Y,164.3,Y,77.3, 
220,9/14/2022,257,0.21, ,0, ,562, ,13.6, ,82.4, ,63.8, ,72.5, ,69, ,29, ,50, ,52.7, ,5.5, ,133.0, ,77.3, 
220,9/15/2022,258,0.21,R,0, ,560, ,11.8, ,82.3, ,59.0, ,70.4, ,70, ,25, ,46, ,48.8, ,4.3, ,102.0, ,76.9, 
220,9/16/2022,259,0.20, ,0, ,550, ,11.9, ,87.8, ,55.7, ,71.6, ,71, ,22, ,45, ,49.1, ,3.6, ,87.3, ,76.7, 
220,9/17/2022,260,0.21, ,0, ,555, ,11.8, ,81.4, ,63.2, ,70.9, ,63, ,26, ,46, ,49.0, ,5.8, ,139.6, ,76.7, 
220,9/18/2022,261,0.20, ,0, ,545, ,11.9, ,77.8, ,58.5, ,66.7, ,76, ,38, ,53, ,49.1, ,7.3,Y,176.0,Y,76.1, 
220,9/19/2022,262,0.20, ,0, ,542, ,11.2, ,82.8, ,53.4, ,68.5, ,69, ,30, ,47, ,47.5, ,5.3, ,127.8, ,75.4, 
220,9/20/2022,263,0.20, ,0, ,533, ,13.0, ,82.7, ,61.1, ,70.0, ,67, ,38, ,52, ,51.5, ,5.9, ,141.5, ,75.1, 
220,9/21/2022,264,0.20, ,0, ,553, ,9.7, ,81.7, ,54.9, ,68.1, ,65, ,21, ,41, ,43.7, ,4.8, ,116.2, ,74.8, 
220,9/22/2022,265,0.17, ,0, ,543, ,8.8, ,93.4, ,48.7, ,67.7, ,77, ,17, ,38, ,41.1, ,2.0, ,47.7, ,73.9, 
220,9/23/2022,266,0.19, ,0, ,520, ,10.7, ,92.1, ,51.7, ,73.8, ,65, ,18, ,37, ,46.2, ,2.4, ,58.1, ,73.5, 
220,9/24/2022,267,0.19,R,0, ,499, ,13.6, ,96.4, ,62.4, ,79.4, ,63, ,28, ,40, ,52.7, ,2.7, ,64.7, ,75.2, 
220,9/25/2022,268,0.20, ,0, ,498, ,13.1, ,98.0, ,67.0, ,81.8, ,60, ,22, ,35, ,51.7, ,2.9, ,69.2, ,77.0, 
220,9/26/2022,269,0.19, ,0, ,452, ,12.1, ,103.9, ,67.0, ,81.7, ,55, ,18, ,33, ,49.5, ,2.3, ,55.9, ,77.6, 
220,9/27/2022,270,0.20, ,0, ,502, ,10.7, ,99.4, ,64.5, ,81.7, ,57, ,12, ,29, ,46.3, ,2.8, ,66.5, ,77.1, 
220,9/28/2022,271,0.21, ,0, ,495, ,9.7, ,100.4, ,65.0, ,82.5, ,45, ,15, ,26, ,43.8, ,3.2, ,77.4, ,77.3, 
220,9/29/2022,272,0.22, ,0, ,507, ,9.2, ,93.8, ,64.7, ,80.2, ,47, ,13, ,26, ,42.3, ,4.2, ,101.8, ,77.1, 
220,9/30/2022,273,0.20, ,0, ,509, ,10.1, ,91.1, ,60.6, ,76.0, ,53, ,17, ,33, ,44.7, ,3.7, ,89.3, ,75.9, 
