43,9/1/2022,244,0.22, ,0, ,617,R,8.8, ,94.9, ,39.5, ,66.5, ,78, ,18, ,40, ,41.3, ,3.3, ,78.8, ,64.9, 
43,9/2/2022,245,0.24, ,0, ,596, ,8.8, ,92.7, ,44.9, ,68.7, ,77, ,15, ,37, ,41.3, ,5.2, ,124.4, ,64.7, 
43,9/3/2022,246,0.23, ,0, ,601,R,8.7, ,88.1, ,46.3, ,66.7, ,76, ,17, ,39, ,41.0, ,4.7, ,112.6, ,64.4, 
43,9/4/2022,247,0.21, ,0, ,591, ,9.0, ,92.7, ,41.1, ,66.2, ,88, ,17, ,41, ,41.7, ,3.6, ,85.8, ,63.8, 
43,9/5/2022,248,0.21, ,0, ,570, ,11.2, ,97.6, ,43.1, ,69.8, ,96, ,23, ,45, ,47.6, ,3.3, ,80.0, ,63.8, 
43,9/6/2022,249,0.21, ,0, ,557, ,12.0, ,100.0,Y,50.8, ,73.2, ,85, ,20, ,43, ,49.3, ,3.5, ,83.6, ,65.1, 
43,9/7/2022,250,0.22, ,0, ,510, ,12.3, ,95.2, ,50.6, ,73.6,Y,89, ,22, ,43,Y,50.0,Y,4.1, ,99.4, ,67.8, 
43,9/8/2022,251,0.21, ,0, ,757,R,11.5, ,94.4, ,58.0,R,78.9,R,85, ,21, ,--,R,--,I,4.1, ,99.0, ,68.9,Y
43,9/9/2022,252,0.21, ,0, ,568, ,8.9, ,94.5, ,46.7, ,70.1, ,63, ,19, ,35, ,41.5, ,3.8, ,92.3, ,67.7, 
43,9/10/2022,253,0.20, ,0, ,502, ,9.4, ,89.4, ,44.5, ,67.7, ,82, ,22, ,41, ,42.9, ,4.2, ,99.8, ,66.2, 
43,9/11/2022,254,0.14, ,0, ,345, ,11.3, ,81.7, ,48.5, ,65.1, ,90, ,34, ,53, ,47.7, ,3.6, ,86.2, ,65.3, 
43,9/12/2022,255,0.13, ,0, ,361, ,14.9,Y,83.5, ,54.8,Y,66.5, ,95, ,41, ,67,Y,55.2,Y,3.7, ,88.2, ,65.2, 
43,9/13/2022,256,0.19, ,0, ,538, ,11.3, ,77.1, ,45.8, ,60.9, ,100, ,28, ,62, ,47.7, ,5.3, ,126.6, ,64.9, 
43,9/14/2022,257,0.17, ,0, ,508, ,10.2, ,74.8, ,37.6, ,56.9, ,100, ,37, ,65, ,45.1, ,4.7, ,111.7, ,63.7, 
43,9/15/2022,258,0.17, ,0, ,531, ,9.5, ,73.5, ,37.9, ,54.7, ,100, ,36, ,65, ,43.1, ,4.2, ,101.5, ,62.9, 
43,9/16/2022,259,0.16, ,0, ,533, ,8.8, ,78.8, ,37.4, ,55.7, ,100, ,27, ,58, ,41.2, ,3.6, ,86.6, ,62.0, 
43,9/17/2022,260,0.13, ,0, ,399, ,10.0, ,70.2, ,37.2, ,54.4, ,99, ,49, ,69, ,44.6, ,5.0, ,120.4, ,61.5, 
43,9/18/2022,261,0.10, ,0, ,302, ,10.3, ,67.9, ,45.7, ,54.2, ,98, ,39, ,72, ,45.4, ,4.6, ,111.0, ,61.1, 
43,9/19/2022,262,0.12, ,0.46, ,414, ,11.6, ,67.9, ,47.1, ,54.6, ,100, ,49, ,80, ,48.5, ,4.3, ,102.5, ,61.0, 
43,9/20/2022,263,0.10, ,0.00, ,378, ,11.1, ,63.7, ,42.2, ,52.1, ,100, ,57, ,83, ,47.2, ,3.5, ,84.6, ,60.8, 
43,9/21/2022,264,0.11, ,0, ,383, ,10.0, ,64.7, ,37.1, ,49.0, ,100, ,53, ,85, ,44.5, ,4.6, ,110.9, ,60.3, 
43,9/22/2022,265,0.13, ,0.01, ,479, ,10.2, ,73.3, ,37.4, ,52.6, ,100, ,38, ,75, ,45.0, ,2.9, ,70.6, ,59.8, 
43,9/23/2022,266,0.15, ,0, ,518,R,9.5, ,81.5, ,33.3, ,56.4, ,100, ,27, ,61, ,43.2, ,3.1, ,73.6, ,59.6, 
43,9/24/2022,267,0.15, ,0, ,509,R,8.8, ,86.6, ,36.2, ,59.1, ,95, ,21, ,52, ,41.3, ,3.0, ,71.1, ,59.5, 
43,9/25/2022,268,0.16, ,0, ,501,R,9.0, ,90.5, ,36.6, ,60.6, ,90, ,18, ,50, ,41.9, ,3.2, ,77.4, ,59.4, 
43,9/26/2022,269,0.17, ,0, ,487, ,10.8, ,86.9, ,42.6, ,63.4, ,91, ,30, ,54, ,46.6, ,3.6, ,87.0, ,59.6, 
43,9/27/2022,270,0.17, ,0, ,483, ,10.5, ,83.5, ,39.7, ,60.3, ,97, ,30, ,59, ,45.7, ,4.6, ,110.1, ,59.7, 
43,9/28/2022,271,0.17, ,0, ,439, ,9.2, ,76.5, ,37.1, ,57.5, ,99, ,26, ,57, ,42.5, ,6.0, ,143.6, ,59.3, 
43,9/29/2022,272,0.14, ,0, ,483,R,8.8, ,78.2, ,37.1, ,56.1, ,95, ,23, ,57, ,41.1, ,3.7, ,88.2, ,58.9, 
43,9/30/2022,273,0.16, ,0, ,481,R,8.5, ,78.3, ,36.7, ,56.9, ,98, ,27, ,54, ,40.3, ,4.7, ,112.6, ,58.6, 
