157,9/1/2022,244,0.19, ,0.00, ,580, ,14.8, ,80.2, ,47.4, ,63.1, ,98, ,49, ,75, ,55.0, ,2.9, ,70.0, ,73.1, 
157,9/2/2022,245,0.16, ,0, ,536, ,14.8, ,75.3, ,48.3, ,60.8, ,97, ,59, ,81, ,55.0, ,3.6, ,85.8, ,73.5, 
157,9/3/2022,246,0.19, ,0, ,572, ,15.9, ,79.7, ,52.7, ,66.9, ,92, ,50, ,71, ,57.1, ,3.5, ,83.1, ,73.9, 
157,9/4/2022,247,0.20, ,0, ,556, ,16.3, ,86.9, ,53.0, ,69.0, ,96, ,43, ,67, ,57.8, ,2.7, ,64.4, ,74.6, 
157,9/5/2022,248,0.21, ,0, ,546, ,17.5, ,97.3,Y,57.2, ,75.4,Y,91, ,28, ,58,Y,59.7,Y,2.5, ,60.9, ,75.6, 
157,9/6/2022,249,0.24,R,0, ,549, ,15.8, ,102.3,Y,62.3,Y,79.1,R,89,H,22,H,--,R,--,I,3.9, ,94.6, ,76.9,Y
157,9/7/2022,250,0.20, ,0, ,536, ,17.6, ,86.5, ,61.3,Y,72.3, ,89, ,43, ,65, ,59.9, ,3.8, ,91.2, ,77.3,Y
157,9/8/2022,251,0.19, ,0, ,527, ,17.6, ,90.9, ,57.9, ,72.0, ,96, ,39, ,66, ,59.9, ,2.9, ,68.4, ,77.1,Y
157,9/9/2022,252,0.17, ,0, ,494, ,15.5, ,80.6, ,53.7, ,65.2, ,95, ,47, ,73, ,56.4, ,3.3, ,78.8, ,76.7,Y
157,9/10/2022,253,0.11, ,0, ,324, ,17.1, ,72.8, ,56.4, ,65.1, ,96, ,65, ,81, ,59.0, ,4.4, ,105.4, ,75.5, 
157,9/11/2022,254,0.11, ,0, ,326, ,17.4, ,80.0, ,63.8,Y,69.2, ,86, ,47, ,71, ,59.5, ,2.8, ,67.0, ,74.9, 
157,9/12/2022,255,0.14, ,0, ,434, ,15.9, ,79.8, ,60.1,Y,65.6, ,88, ,47, ,74, ,57.0, ,4.8, ,116.2, ,75.0, 
157,9/13/2022,256,0.17, ,0, ,539, ,14.2, ,76.4, ,57.9, ,65.8, ,84, ,47, ,66, ,53.9, ,4.4, ,106.7, ,74.8, 
157,9/14/2022,257,0.14, ,0, ,435, ,15.3, ,74.4, ,58.7, ,65.0, ,85, ,54, ,73, ,56.0, ,4.3, ,103.2, ,74.4, 
157,9/15/2022,258,0.15, ,0, ,470, ,14.1, ,74.8, ,51.3, ,62.5, ,96, ,49, ,73, ,53.7, ,4.4, ,106.5, ,73.6, 
157,9/16/2022,259,0.16, ,0, ,503, ,13.9, ,76.1, ,49.0, ,61.7, ,97, ,47, ,74, ,53.3, ,3.6, ,87.5, ,73.1, 
157,9/17/2022,260,0.14, ,0, ,428, ,13.7, ,74.5, ,48.7, ,60.9, ,96, ,48, ,75, ,52.9, ,4.2, ,101.4, ,72.5, 
157,9/18/2022,261,0.03, ,0.36,H,91, ,16.1, ,66.4, ,59.2, ,63.2, ,89, ,71, ,81, ,57.4, ,8.7,R,208.3,R,71.2, 
157,9/19/2022,262,0.15, ,0.05, ,477, ,14.9, ,72.6, ,52.7, ,62.7, ,96, ,54, ,77, ,55.3, ,4.1, ,98.6, ,69.7, 
157,9/20/2022,263,0.12, ,0, ,378, ,14.0, ,74.0, ,49.2, ,61.4, ,97, ,54, ,75, ,53.5, ,2.9, ,69.5, ,69.4, 
157,9/21/2022,264,0.16, ,0.03, ,475, ,14.2, ,78.2, ,53.0, ,64.5, ,95, ,42, ,68, ,53.9, ,4.2, ,101.7, ,69.7, 
157,9/22/2022,265,0.16, ,0, ,493, ,13.2, ,81.1, ,49.4, ,63.2, ,97, ,40, ,67, ,51.9, ,3.0, ,72.6, ,69.5, 
157,9/23/2022,266,0.17, ,0, ,489, ,14.4, ,89.5, ,50.4, ,66.6, ,96, ,31, ,65, ,54.2, ,2.4, ,58.7, ,69.9, 
157,9/24/2022,267,0.16, ,0, ,495, ,15.5, ,82.5, ,51.2, ,64.8, ,97, ,47, ,74, ,56.4, ,2.7, ,65.6, ,70.4, 
157,9/25/2022,268,0.14, ,0, ,457, ,14.8, ,70.7, ,50.5, ,59.6, ,97, ,64, ,85, ,55.1, ,3.5, ,84.9, ,70.4, 
157,9/26/2022,269,0.13, ,0, ,459, ,13.9, ,68.8, ,46.9, ,57.9, ,96, ,68, ,85, ,53.4, ,3.4, ,80.4, ,70.1, 
157,9/27/2022,270,0.13, ,0, ,442, ,13.2, ,73.7, ,45.6, ,58.5, ,97, ,58, ,79, ,52.0, ,3.1, ,75.6, ,69.5, 
157,9/28/2022,271,0.14, ,0.00, ,468, ,14.8, ,77.4, ,47.0, ,61.7, ,97, ,56, ,79, ,55.0, ,3.9, ,94.0, ,69.3, 
157,9/29/2022,272,0.14, ,0, ,457, ,15.1, ,80.5, ,49.4, ,62.9, ,97, ,50, ,77, ,55.6, ,2.7, ,64.1, ,69.7, 
157,9/30/2022,273,0.15, ,0.00, ,464, ,14.9, ,83.2, ,49.5, ,63.3, ,97, ,43, ,75, ,55.3, ,3.0, ,71.4, ,70.0, 
