103,9/1/2022,244,0.20, ,0, ,563, ,12.2, ,95.1, ,46.3, ,65.6, ,98, ,19, ,57, ,49.9, ,2.6, ,63.5, ,72.8, 
103,9/2/2022,245,0.19, ,0, ,540, ,14.0, ,88.1, ,51.5, ,65.0, ,99, ,34, ,67, ,53.6, ,3.0, ,72.4, ,73.6, 
103,9/3/2022,246,0.20, ,0, ,551, ,13.7, ,94.5, ,48.6, ,69.3, ,96, ,22, ,56, ,53.0, ,2.3, ,54.1, ,73.4, 
103,9/4/2022,247,0.21, ,0, ,542, ,13.8, ,103.7,Y,50.0, ,74.5,Y,95, ,16, ,47,Y,53.1,Y,1.8,Y,44.3,Y,74.3, 
103,9/5/2022,248,0.22,R,0, ,525, ,14.7, ,112.9,R,56.4, ,81.4,R,88, ,15, ,--,R,--,I,1.9,Y,46.0,Y,76.5, 
103,9/6/2022,249,0.23,R,0, ,529, ,14.4, ,114.4,R,61.0,Y,80.4,R,80, ,18, ,--,R,--,I,2.5, ,58.9, ,77.7, 
103,9/7/2022,250,0.20, ,0, ,498, ,14.3, ,98.1, ,59.7,Y,74.5,Y,84, ,17, ,49,Y,54.0,Y,2.6, ,62.0, ,76.7, 
103,9/8/2022,251,0.22,R,0, ,514, ,14.5, ,105.1,Y,55.3, ,78.1,R,94, ,18, ,--,R,--,I,2.5, ,61.0, ,76.4, 
103,9/9/2022,252,0.18, ,0, ,460, ,13.7, ,93.4, ,50.9, ,67.6, ,92, ,24, ,59, ,52.9, ,3.0, ,72.1, ,74.5, 
103,9/10/2022,253,0.14, ,0, ,432, ,16.5, ,76.7, ,59.2,Y,65.5, ,92, ,54, ,77, ,58.0, ,3.3, ,78.9, ,73.8, 
103,9/11/2022,254,0.10, ,0, ,284, ,16.3, ,85.9, ,62.3,Y,69.1, ,88, ,38, ,67, ,57.8, ,2.3, ,56.1, ,73.6, 
103,9/12/2022,255,0.14, ,0, ,396, ,15.4, ,86.9, ,53.4, ,67.7, ,93, ,38, ,66, ,56.1, ,2.8, ,66.2, ,73.7, 
103,9/13/2022,256,0.16, ,0, ,498, ,13.4, ,77.9, ,47.0, ,61.8, ,98, ,49, ,71, ,52.4, ,2.9, ,68.8, ,71.4, 
103,9/14/2022,257,0.15, ,0, ,467, ,12.8, ,75.9, ,45.0, ,59.8, ,96, ,44, ,73, ,51.2, ,3.2, ,75.8, ,69.2, 
103,9/15/2022,258,0.15, ,0, ,461, ,13.4, ,77.4, ,48.7, ,60.2, ,99, ,45, ,75, ,52.3, ,2.9, ,70.1, ,69.8, 
103,9/16/2022,259,0.16, ,0, ,477, ,12.7, ,80.9, ,45.2, ,61.3, ,97, ,40, ,69, ,50.9, ,2.6, ,61.4, ,69.2, 
103,9/17/2022,260,0.12, ,0.02, ,382, ,12.5, ,76.3, ,43.2, ,58.7, ,96, ,44, ,74, ,50.5, ,3.0, ,70.9, ,67.6, 
103,9/18/2022,261,0.01, ,0.96, ,86, ,16.0, ,64.7,Y,57.4, ,60.3, ,96, ,77, ,90, ,57.2, ,3.9, ,94.0, ,66.8, 
103,9/19/2022,262,0.13, ,0.00, ,428, ,14.9, ,74.9, ,52.8, ,63.4, ,98, ,51, ,75, ,55.3, ,2.9, ,68.4, ,67.9, 
103,9/20/2022,263,0.09, ,0, ,310, ,13.8, ,74.7, ,49.4, ,61.1, ,98, ,55, ,75, ,53.2, ,2.3, ,54.5, ,67.1, 
103,9/21/2022,264,0.14,R,0.04, ,452, ,14.5, ,76.9, ,52.8, ,63.3, ,98, ,40, ,73, ,54.4, ,2.7, ,64.9, ,68.8, 
103,9/22/2022,265,0.15, ,0, ,461, ,13.5, ,85.7, ,47.5, ,63.4, ,98, ,35, ,68, ,52.5, ,2.5, ,58.9, ,68.5, 
103,9/23/2022,266,0.16, ,0, ,458, ,14.0, ,91.9, ,48.5, ,67.4, ,98, ,29, ,61, ,53.6, ,2.2, ,53.0, ,69.3, 
103,9/24/2022,267,0.16, ,0, ,466, ,13.1, ,94.1, ,48.5, ,67.8, ,98, ,21, ,57, ,51.8, ,1.9, ,45.5, ,69.5, 
103,9/25/2022,268,0.13, ,0, ,436, ,14.3, ,77.4, ,50.6, ,60.2, ,99, ,53, ,80, ,54.0, ,2.9, ,70.4, ,69.3, 
103,9/26/2022,269,0.13, ,0, ,430, ,14.1, ,77.6, ,52.3, ,59.2, ,98, ,54, ,82, ,53.8, ,3.2, ,75.9, ,70.4, 
103,9/27/2022,270,0.10, ,0, ,362, ,13.5, ,78.2, ,49.3, ,59.0, ,97, ,47, ,79, ,52.6, ,2.6, ,61.8, ,69.0, 
103,9/28/2022,271,0.13, ,0, ,421, ,14.6, ,83.5, ,46.9, ,61.8, ,99, ,45, ,77, ,54.6, ,2.4, ,56.9, ,69.1, 
103,9/29/2022,272,0.15, ,0.00, ,434, ,14.0, ,85.6, ,48.2, ,65.2, ,99, ,36, ,66, ,53.6, ,2.2, ,51.8, ,70.0, 
103,9/30/2022,273,0.15, ,0, ,437, ,12.7, ,89.2, ,46.9, ,64.9, ,97, ,27, ,61, ,50.9, ,2.4, ,58.1, ,70.0, 
