267,9/1/2022,244,0.23, ,0, ,587, ,7.3, ,96.9, ,40.4, ,72.2, ,62, ,14, ,27, ,36.5, ,3.5, ,84.1, ,68.3, 
267,9/2/2022,245,0.27, ,0, ,578, ,7.4, ,97.8, ,45.4, ,74.4, ,59, ,13, ,25, ,36.7, ,5.5, ,131.3, ,69.3, 
267,9/3/2022,246,0.27, ,0, ,582, ,6.8, ,95.1, ,50.8, ,74.1, ,46, ,12, ,24, ,34.7, ,6.0, ,143.2, ,69.9, 
267,9/4/2022,247,0.25, ,0, ,575, ,6.9, ,98.8, ,41.8, ,71.0, ,63, ,12, ,27, ,35.1, ,4.8, ,115.4, ,69.5, 
267,9/5/2022,248,0.21, ,0, ,510, ,8.1, ,99.5,Y,46.0, ,74.2, ,55, ,15, ,28, ,39.2, ,3.3, ,78.8, ,70.1, 
267,9/6/2022,249,0.25, ,0, ,538, ,8.2, ,102.7,Y,49.0, ,78.8,Y,60, ,11, ,24,Y,39.4,Y,4.5, ,106.9, ,71.3, 
267,9/7/2022,250,0.26, ,0.04, ,532, ,9.1, ,101.0,Y,56.5,Y,79.1,Y,51, ,14, ,27,Y,42.0,Y,5.1, ,123.2, ,73.0, 
267,9/8/2022,251,0.22, ,0, ,529, ,9.6, ,97.6, ,50.6, ,75.5, ,65, ,17, ,32, ,43.5, ,3.1, ,74.0, ,72.8, 
267,9/9/2022,252,0.20, ,0, ,508, ,5.0, ,87.7, ,40.9, ,65.0, ,50, ,12, ,24, ,26.9, ,3.5, ,84.2, ,71.0, 
267,9/10/2022,253,0.19, ,0, ,465, ,6.2, ,87.7, ,38.4, ,66.7, ,52, ,13, ,28, ,32.3, ,3.5, ,84.9, ,68.7, 
267,9/11/2022,254,0.19, ,0, ,415, ,9.1, ,90.2, ,48.8, ,72.5, ,64, ,21, ,33, ,42.2, ,4.7, ,113.2, ,70.3, 
267,9/12/2022,255,0.12, ,0.11, ,241, ,12.1,Y,83.4, ,59.2,Y,69.7, ,91, ,33, ,49,Y,49.6,Y,5.2, ,125.8, ,70.6, 
267,9/13/2022,256,0.20, ,0, ,497, ,9.6, ,80.5, ,42.6, ,62.2, ,96, ,18, ,50, ,43.6, ,5.0, ,119.8, ,68.5, 
267,9/14/2022,257,0.18, ,0, ,451, ,6.8, ,78.3, ,32.5, ,57.1, ,80, ,22, ,43, ,34.7, ,5.4, ,129.9, ,64.3, 
267,9/15/2022,258,0.17, ,0, ,475, ,6.9, ,77.7, ,31.1, ,55.9, ,86, ,16, ,45, ,34.9, ,4.1, ,99.5, ,63.1, 
267,9/16/2022,259,0.18, ,0, ,515, ,7.1, ,82.0, ,32.3, ,58.3, ,91, ,13, ,43, ,35.6, ,3.9, ,94.3, ,63.2, 
267,9/17/2022,260,0.19, ,0, ,453, ,6.3, ,76.1, ,35.4, ,58.4, ,77, ,21, ,38, ,32.8, ,6.2, ,149.3, ,62.9, 
267,9/18/2022,261,0.11, ,0, ,268, ,7.4, ,70.6, ,46.1, ,58.2, ,64, ,28, ,45, ,36.8, ,5.6, ,135.0, ,62.7, 
267,9/19/2022,262,0.08, ,0.53, ,281, ,10.6, ,66.6, ,44.5, ,53.0, ,94, ,53, ,78, ,46.2, ,4.0, ,96.6, ,62.1, 
267,9/20/2022,263,0.08, ,0.17, ,294, ,10.5, ,64.7, ,42.0, ,50.8, ,97, ,54, ,83, ,45.9, ,3.2, ,77.3, ,59.9, 
267,9/21/2022,264,0.09, ,0, ,316, ,9.0, ,67.7, ,35.6, ,48.9, ,98, ,45, ,76, ,41.7, ,4.0, ,96.4, ,57.9, 
267,9/22/2022,265,0.14, ,0, ,502, ,8.0, ,68.8, ,30.3, ,50.0, ,98, ,36, ,65, ,38.6, ,2.7, ,65.6, ,56.5, 
267,9/23/2022,266,0.15, ,0, ,503, ,8.3, ,76.1, ,32.8, ,53.6, ,96, ,31, ,59, ,39.8, ,2.7, ,65.0, ,56.4, 
267,9/24/2022,267,0.16, ,0, ,496, ,7.6, ,80.6, ,32.9, ,56.4, ,93, ,20, ,49, ,37.6, ,2.8, ,66.3, ,56.8, 
267,9/25/2022,268,0.16, ,0, ,491, ,7.1, ,85.7, ,32.8, ,59.2, ,84, ,17, ,41, ,35.7, ,2.8, ,67.1, ,57.4, 
267,9/26/2022,269,0.15, ,0, ,425, ,8.2, ,87.9, ,38.9, ,63.7, ,78, ,16, ,41, ,39.4, ,3.1, ,75.4, ,58.6, 
267,9/27/2022,270,0.20, ,0, ,462, ,8.3, ,90.3, ,42.6, ,65.2, ,87, ,16, ,39, ,39.7, ,4.7, ,113.0, ,60.3, 
267,9/28/2022,271,0.20, ,0, ,474, ,6.1, ,84.8, ,34.8, ,60.7, ,73, ,11, ,34, ,31.9, ,5.9, ,140.8, ,59.9, 
267,9/29/2022,272,0.17, ,0, ,466, ,6.8, ,83.1, ,33.4, ,59.2, ,81, ,15, ,39, ,34.5, ,4.3, ,104.2, ,59.8, 
267,9/30/2022,273,0.14, ,0, ,469, ,6.2, ,74.4, ,31.4, ,52.2, ,74, ,26, ,47, ,32.4, ,2.9, ,70.5, ,58.6, 
